Element 1: (2, (13, 9), ['%', '.', '.', '%'], [(18, 1), (4, 1), (18, 8)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (13, 10))
Element 2: (2, (13, 10), ['F', '', '%', '%'], [(18, 2), (4, 2), (18, 9)], [False, False, True, True], 96, False, [False, False, False, False], 48, 'West', (12, 10))
Element 3: (2, (12, 10), ['F', '%', '%', ''], [(18, 3), (4, 3), (18, 10)], [False, True, True, False], 94, False, [False, False, False, False], 1077, 'West', (11, 10))
Element 4: (2, (11, 10), ['.', '%', '%', ''], [(18, 2), (4, 4), (17, 10)], [False, True, True, False], 92, False, [True, False, False, False], 2096, 'West', (10, 10))
Element 5: (2, (10, 10), ['.', '%', '%', ''], [(17, 2), (5, 4), (16, 10)], [False, True, True, False], 90, False, [True, False, False, False], 2135, 'West', (9, 10))
Element 6: (2, (9, 10), ['.', '%', '%', ''], [(16, 2), (6, 4), (15, 10)], [False, True, True, False], 88, False, [True, False, False, False], 2174, 'West', (8, 10))
Element 7: (2, (8, 10), ['.', '%', '%', ''], [(16, 1), (7, 4), (15, 9)], [False, True, True, False], 86, False, [True, False, False, False], 2213, 'West', (7, 10))
Element 8: (2, (7, 10), ['.', '%', '%', ''], [(15, 1), (7, 5), (15, 8)], [False, True, True, False], 84, False, [True, False, False, False], 3242, 'West', (6, 10))
Element 9: (2, (6, 10), ['%', '.', '%', ''], [(15, 2), (6, 5), (16, 8)], [True, False, True, False], 82, False, [False, True, False, False], 3281, 'South', (6, 9))
Element 10: (2, (6, 9), ['%', '.', '', '%'], [(15, 3), (6, 6), (16, 7)], [True, False, False, True], 80, False, [False, True, False, False], 3320, 'South', (6, 8))
Element 11: (2, (6, 8), ['.', 'G', '', '.'], [(15, 4), (6, 7), (16, 6)], [False, False, False, False], 78, False, [True, False, False, True], 3359, 'East', (7, 8))
Element 12: (2, (7, 8), ['G', '%', '%', '.'], [(16, 4), (6, 8), (17, 6)], [False, True, True, False], 76, False, [False, False, False, True], 3388, 'East', (8, 8))
Element 13: (2, (8, 8), ['', '%', '%', '.'], [(17, 4), (5, 8), (18, 6)], [False, True, True, False], 74, False, [False, False, False, True], 3427, 'East', (9, 8))
Element 14: (2, (9, 8), ['', '', '%', '.'], [(16, 4), (4, 8), (18, 7)], [False, False, True, False], 72, False, [False, False, False, True], 3456, 'East', (10, 8))
Element 15: (2, (10, 8), ['', '', '%', '.'], [(16, 5), (4, 9), (18, 6)], [False, False, True, False], 70, False, [False, False, False, True], 3485, 'East', (11, 8))
Element 16: (2, (11, 8), ['', '%', '%', '.'], [(16, 6), (4, 10), (18, 5)], [False, True, True, False], 68, False, [False, False, False, True], 3514, 'East', (12, 8))
Element 17: (2, (12, 8), ['', '%', '%', '.'], [(15, 6), (3, 10), (18, 6)], [False, True, True, False], 66, False, [False, False, False, True], 3543, 'East', (13, 8))
Element 18: (2, (13, 8), ['', '.', '', '.'], [(14, 6), (2, 10), (17, 6)], [False, False, False, False], 64, False, [False, True, False, True], 3572, 'East', (14, 8))
Element 19: (2, (14, 8), ['', '%', '%', ''], [(13, 6), (1, 10), (16, 6)], [False, True, True, False], 62, False, [False, False, False, False], 3601, 'East', (15, 8))
Element 20: (2, (15, 8), ['', '%', '', ''], [(13, 7), (1, 9), (16, 5)], [False, True, False, False], 60, False, [False, False, False, False], 3620, 'East', (16, 8))
Element 21: (2, (16, 8), ['', '', '%', '%'], [(13, 8), (1, 8), (16, 4)], [False, False, True, True], 58, False, [False, False, False, False], 3629, 'South', (16, 7))
Element 22: (2, (16, 7), ['%', '', '', '%'], [(14, 8), (1, 7), (17, 4)], [True, False, False, True], 56, False, [False, False, False, False], 3638, 'South', (16, 6))
Element 23: (2, (16, 6), ['', '', '', ''], [(15, 8), (1, 6), (16, 4)], [False, False, False, False], 54, False, [False, False, False, False], 3647, 'East', (17, 6))
Element 24: (2, (17, 6), ['', '%', '%', ''], [(16, 8), (2, 6), (15, 4)], [False, True, True, False], 52, False, [False, False, False, False], 3656, 'East', (18, 6))
