Element 1: (2, (15, 1), ['%', '%', '.', '.'], [(18, 1), (1, 8), (17, 6)], [True, True, False, False], 98, False, [False, False, True, True], 19, 'East', (16, 1))
Element 2: (2, (16, 1), ['', '%', '.', ''], [(18, 2), (1, 9), (18, 6)], [False, True, False, False], 96, False, [False, False, True, False], 48, 'North', (16, 2))
Element 3: (2, (16, 2), ['.', '', '%', '.'], [(18, 3), (1, 10), (18, 7)], [False, False, True, False], 94, False, [True, False, False, True], 87, 'East', (17, 2))
Element 4: (2, (17, 2), ['', '', '%', 'G'], [(18, 2), (2, 10), (18, 8)], [False, False, True, False], 92, False, [False, False, False, False], 116, 'South', (17, 1))
Element 5: (2, (17, 1), ['', '%', 'G', ''], [(17, 2), (3, 10), (18, 9)], [False, True, False, False], 90, False, [False, False, False, False], 135, 'East', (18, 1))
Element 6: (2, (18, 1), ['', '%', '', '%'], [(16, 2), (4, 10), (18, 10)], [False, True, False, True], 88, False, [False, False, False, False], 154, 'North', (18, 2))
Element 7: (2, (18, 2), ['', '', '', '%'], [(15, 2), (4, 9), (17, 10)], [False, False, False, True], 86, False, [False, False, False, False], 183, 'North', (18, 3))
Element 8: (2, (18, 3), ['%', '', '%', '%'], [(15, 3), (4, 8), (16, 10)], [True, False, True, True], 84, False, [False, False, False, False], 212, 'South', (18, 2))
Element 9: (2, (18, 2), ['', '', '', '%'], [(15, 4), (5, 8), (15, 10)], [False, False, False, True], 82, False, [False, False, False, False], 241, 'South', (18, 1))
Element 10: (2, (18, 1), ['', '%', '', '%'], [(16, 4), (6, 8), (15, 9)], [False, True, False, True], 80, False, [False, False, False, False], 270, 'West', (17, 1))
Element 11: (2, (17, 1), ['', '%', '', ''], [(17, 4), (7, 8), (15, 8)], [False, True, False, False], 78, False, [False, False, False, False], 299, 'North', (17, 2))
Element 12: (2, (17, 2), ['', '', '%', ''], [(16, 4), (8, 8), (16, 8)], [False, False, True, False], 76, False, [False, False, False, False], 318, 'West', (16, 2))
Element 13: (2, (16, 2), ['', '', '%', ''], [(16, 5), (9, 8), (16, 7)], [False, False, True, False], 74, False, [False, False, False, False], 347, 'West', (15, 2))
Element 14: (2, (15, 2), ['%', '', '', ''], [(16, 4), (10, 8), (16, 6)], [True, False, False, False], 72, False, [False, False, False, False], 366, 'North', (15, 3))
Element 15: (2, (15, 3), ['%', '', 'G', '%'], [(15, 4), (11, 8), (15, 6)], [True, False, False, True], 70, False, [False, False, False, False], 385, 'South', (15, 2))
Element 16: (2, (15, 2), ['%', '', '', ''], [(14, 4), (12, 8), (14, 6)], [True, False, False, False], 68, False, [False, False, False, False], 414, 'East', (16, 2))
Element 17: (2, (16, 2), ['', '', '%', ''], [(13, 4), (13, 8), (13, 6)], [False, False, True, False], 66, False, [False, False, False, False], 443, 'South', (16, 1))
Element 18: (2, (16, 1), ['', '%', '', ''], [(13, 5), (14, 8), (13, 7)], [False, True, False, False], 64, False, [False, False, False, False], 472, 'East', (17, 1))
Element 19: (2, (17, 1), ['', '%', '', ''], [(13, 6), (15, 8), (13, 8)], [False, True, False, False], 62, False, [False, False, False, False], 471, 'West', (16, 1))
Element 20: (2, (16, 1), ['', '%', '', ''], [(14, 6), (16, 8), (13, 9)], [False, True, False, False], 60, False, [False, False, False, False], 480, 'West', (15, 1))
Element 21: (2, (15, 1), ['%', '%', '', ''], [(15, 6), (16, 7), (13, 10)], [True, True, False, False], 58, False, [False, False, False, False], 489, 'North', (15, 2))
Element 22: (2, (15, 2), ['%', '', '', ''], [(16, 6), (16, 8), (12, 10)], [True, False, False, False], 56, False, [False, False, False, False], 1488, 'South', (15, 1))
Element 23: (2, (15, 1), ['%', '%', '', ''], [(17, 6), (15, 8), (11, 10)], [True, True, False, False], 54, False, [False, False, False, False], 2487, 'Stop', (15, 1))
Element 24: (2, (15, 1), ['%', '%', '', ''], [(18, 6), (15, 9), (10, 10)], [True, True, False, False], 52, False, [False, False, False, False], 2496, 'East', (16, 1))
Element 25: (2, (16, 1), ['', '%', '', ''], [(18, 5), (15, 10), (9, 10)], [False, True, False, False], 50, False, [False, False, False, False], 2515, 'East', (17, 1))
Element 26: (2, (17, 1), ['', '%', '', ''], [(18, 6), (16, 10), (8, 10)], [False, True, False, False], 48, False, [False, False, False, False], 2524, 'East', (18, 1))
Element 27: (2, (18, 1), ['', '%', '', '%'], [(18, 7), (17, 10), (7, 10)], [False, True, False, True], 46, False, [False, False, False, False], 2533, 'North', (18, 2))
Element 28: (2, (18, 2), ['', '', '', '%'], [(18, 8), (18, 10), (6, 10)], [False, False, False, True], 44, False, [False, False, False, False], 2542, 'North', (18, 3))
Element 29: (2, (18, 3), ['%', '', '%', '%'], [(18, 9), (17, 10), (6, 9)], [True, False, True, True], 42, False, [False, False, False, False], 2551, 'South', (18, 2))
Element 30: (2, (18, 2), ['', '', '', '%'], [(18, 10), (16, 10), (6, 8)], [False, False, False, True], 40, False, [False, False, False, False], 2550, 'West', (17, 2))
Element 31: (2, (17, 2), ['', '', '%', ''], [(17, 10), (15, 10), (6, 7)], [False, False, True, False], 38, False, [False, False, False, False], 2559, 'West', (16, 2))
Element 32: (2, (16, 2), ['', '', '%', ''], [(16, 10), (15, 9), (6, 6)], [False, False, True, False], 36, False, [False, False, False, False], 2568, 'West', (15, 2))
Element 33: (2, (15, 2), ['%', '', '', ''], [(15, 10), (15, 8), (6, 5)], [True, False, False, False], 34, False, [False, False, False, False], 2577, 'North', (15, 3))
Element 34: (2, (15, 3), ['%', '', '', '%'], [(15, 9), (14, 8), (7, 5)], [True, False, False, True], 32, False, [False, False, False, False], 3576, 'North', (15, 4))
Element 35: (2, (15, 4), ['', '', '%', ''], [(15, 8), (13, 8), (7, 4)], [False, False, True, False], 30, False, [False, False, False, False], 3585, 'East', (16, 4))
Element 36: (2, (16, 4), ['', '%', '', ''], [(16, 8), (13, 9), (6, 4)], [False, True, False, False], 28, False, [False, False, False, False], 3594, 'East', (17, 4))
Element 37: (2, (17, 4), ['', '%', '%', '%'], [(16, 7), (13, 10), (6, 3)], [False, True, True, True], 26, False, [False, False, False, False], 3603, 'West', (16, 4))
Element 38: (2, (16, 4), ['', '%', '', ''], [(16, 8), (12, 10), (6, 2)], [False, True, False, False], 24, False, [False, False, False, False], 3612, 'North', (16, 5))
Element 39: (2, (16, 5), ['%', '', '', '%'], [(15, 8), (11, 10), (7, 2)], [True, False, False, True], 22, False, [False, False, False, False], 3621, 'North', (16, 6))
Element 40: (2, (16, 6), ['', '', '', ''], [(14, 8), (10, 10), (8, 2)], [False, False, False, False], 20, False, [False, False, False, False], 3630, 'East', (17, 6))
Element 41: (2, (17, 6), ['', '%', '%', ''], [(13, 8), (9, 10), (9, 2)], [False, True, True, False], 18, False, [False, False, False, False], 3639, 'East', (18, 6))
Element 42: (2, (18, 6), ['', '', '', '%'], [(13, 9), (8, 10), (10, 2)], [False, False, False, True], 16, False, [False, False, False, False], 3648, 'North', (18, 7))
Element 43: (2, (18, 7), ['%', '', '', '%'], [(13, 10), (7, 10), (11, 2)], [True, False, False, True], 14, False, [False, False, False, False], 3657, 'North', (18, 8))
Element 44: #1#
