Element 1: (3, (16, 8), ['.', '.', '%', '%'], [(8, 1), (4, 9), (14, 8)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (16, 7))
Element 2: (3, (16, 7), ['%', '.', '', '%'], [(9, 1), (4, 8), (15, 8)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (16, 6))
Element 3: (3, (16, 6), ['.', '.', '', '.'], [(10, 1), (5, 8), (15, 9)], [False, False, False, False], 94, False, [True, True, False, True], 107, 'East', (17, 6))
Element 4: (3, (17, 6), ['', '%', '%', '.'], [(11, 1), (6, 8), (15, 10)], [False, True, True, False], 92, False, [False, False, False, True], 1136, 'East', (18, 6))
Element 5: (3, (18, 6), ['', '.', '.', '%'], [(12, 1), (7, 8), (16, 10)], [False, False, False, True], 90, False, [False, True, True, False], 1175, 'North', (18, 7))
Element 6: (3, (18, 7), ['%', '', '.', '%'], [(13, 1), (8, 8), (17, 10)], [True, False, False, True], 88, False, [False, False, True, False], 1214, 'North', (18, 8))
Element 7: (3, (18, 8), ['%', '', '.', '%'], [(13, 2), (9, 8), (18, 10)], [True, False, False, True], 86, False, [False, False, True, False], 1253, 'North', (18, 9))
Element 8: (3, (18, 9), ['%', '', '', '%'], [(13, 3), (10, 8), (17, 10)], [True, False, False, True], 84, False, [False, False, False, False], 1282, 'North', (18, 10))
Element 9: (3, (18, 10), ['', '', '%', '%'], [(13, 4), (11, 8), (16, 10)], [False, False, True, True], 82, False, [False, False, False, False], 1301, 'West', (17, 10))
Element 10: (3, (17, 10), ['', '%', '%', ''], [(14, 4), (12, 8), (15, 10)], [False, True, True, False], 80, False, [False, False, False, False], 1320, 'West', (16, 10))
Element 11: (3, (16, 10), ['', '%', '%', ''], [(15, 4), (13, 8), (15, 9)], [False, True, True, False], 78, False, [False, False, False, False], 1329, 'West', (15, 10))
Element 12: (3, (15, 10), ['%', '', '%', ''], [(16, 4), (13, 9), (15, 8)], [True, False, True, False], 76, False, [False, False, False, False], 1348, 'South', (15, 9))
Element 13: (3, (15, 9), ['%', '', '', '%'], [(17, 4), (13, 10), (16, 8)], [True, False, False, True], 74, False, [False, False, False, False], 1367, 'South', (15, 8))
Element 14: (3, (15, 8), ['', '%', '', ''], [(16, 4), (12, 10), (16, 7)], [False, True, False, False], 72, False, [False, False, False, False], 2366, 'West', (14, 8))
Element 15: (3, (14, 8), ['', '%', '%', ''], [(16, 5), (11, 10), (16, 6)], [False, True, True, False], 70, False, [False, False, False, False], 3375, 'West', (13, 8))
Element 16: (3, (13, 8), ['', '.', '', ''], [(16, 4), (10, 10), (15, 6)], [False, False, False, False], 68, False, [False, True, False, False], 3394, 'South', (13, 7))
Element 17: (3, (13, 7), ['%', '.', '', '%'], [(15, 4), (9, 10), (14, 6)], [True, False, False, True], 66, False, [False, True, False, False], 3423, 'South', (13, 6))
Element 18: (3, (13, 6), ['%', '.', '', ''], [(15, 3), (8, 10), (15, 6)], [True, False, False, False], 64, False, [False, True, False, False], 3452, 'South', (13, 5))
Element 19: (3, (13, 5), ['%', '', '', '%'], [(15, 2), (7, 10), (16, 6)], [True, False, False, True], 62, False, [False, False, False, False], 3481, 'South', (13, 4))
Element 20: (3, (13, 4), ['.', '', '', ''], [(16, 2), (6, 10), (17, 6)], [False, False, False, False], 60, False, [True, False, False, False], 3500, 'West', (12, 4))
Element 21: (3, (12, 4), ['.', '%', '%', ''], [(17, 2), (6, 9), (18, 6)], [False, True, True, False], 58, False, [True, False, False, False], 3529, 'West', (11, 4))
Element 22: (3, (11, 4), ['.', '%', '%', ''], [(17, 1), (6, 10), (18, 5)], [False, True, True, False], 56, False, [True, False, False, False], 3558, 'West', (10, 4))
Element 23: (3, (10, 4), ['.', '%', '%', ''], [(18, 1), (7, 10), (18, 6)], [False, True, True, False], 54, False, [True, False, False, False], 3577, 'West', (9, 4))
Element 24: (3, (9, 4), ['', '%', '%', ''], [(18, 2), (8, 10), (18, 7)], [False, True, True, False], 52, False, [False, False, False, False], 3586, 'West', (8, 4))
Element 25: (3, (8, 4), ['.', '%', '%', ''], [(18, 3), (9, 10), (18, 8)], [False, True, True, False], 50, False, [True, False, False, False], 3595, 'West', (7, 4))
Element 26: (3, (7, 4), ['.', '%', 'F', ''], [(18, 2), (10, 10), (18, 9)], [False, True, False, False], 48, False, [True, False, False, False], 3604, 'North', (7, 5))
Element 27: #1#
