Element 1: (2, (13, 3), ['%', '.', '.', '%'], [(17, 1), (8, 1), (16, 6)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (13, 4))
Element 2: (2, (13, 4), ['.', '', '.', '.'], [(18, 1), (9, 1), (17, 6)], [False, False, False, False], 96, False, [True, False, True, True], 58, 'East', (14, 4))
Element 3: (2, (14, 4), ['', '%', '%', '.'], [(18, 2), (10, 1), (18, 6)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (15, 4))
Element 4: (2, (15, 4), ['', '.', '%', '.'], [(18, 3), (11, 1), (18, 7)], [False, False, True, False], 92, False, [False, True, False, True], 1116, 'East', (16, 4))
Element 5: (2, (16, 4), ['', '%', '.', '.'], [(18, 2), (12, 1), (18, 8)], [False, True, False, False], 90, False, [False, False, True, True], 1145, 'East', (17, 4))
Element 6: (2, (17, 4), ['', '%', '%', '%'], [(17, 2), (13, 1), (18, 9)], [False, True, True, True], 88, False, [False, False, False, False], 1184, 'West', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', ''], [(16, 2), (13, 2), (18, 10)], [False, True, False, False], 86, False, [False, False, True, False], 1213, 'North', (16, 5))
Element 8: (2, (16, 5), ['%', '', '', '%'], [(15, 2), (12, 2), (17, 10)], [True, False, False, True], 84, False, [False, False, False, False], 1252, 'North', (16, 6))
Element 9: (2, (16, 6), ['.', '', '.', ''], [(15, 3), (11, 2), (16, 10)], [False, False, False, False], 82, False, [True, False, True, False], 1281, 'North', (16, 7))
Element 10: (2, (16, 7), ['%', '', '.', '%'], [(15, 4), (10, 2), (15, 10)], [True, False, False, True], 80, False, [False, False, True, False], 1310, 'North', (16, 8))
Element 11: (2, (16, 8), ['.', '', '%', '%'], [(16, 4), (9, 2), (15, 9)], [False, False, True, True], 78, False, [True, False, False, False], 1339, 'West', (15, 8))
Element 12: (2, (15, 8), ['.', '%', '', ''], [(17, 4), (8, 2), (15, 10)], [False, True, False, False], 76, False, [True, False, False, False], 1358, 'West', (14, 8))
Element 13: (2, (14, 8), ['.', '%', '%', ''], [(16, 4), (7, 2), (16, 10)], [False, True, True, False], 74, False, [True, False, False, False], 1377, 'West', (13, 8))
Element 14: (2, (13, 8), ['.', '.', '.', ''], [(16, 5), (6, 2), (17, 10)], [False, False, False, False], 72, False, [True, True, True, False], 1396, 'North', (13, 9))
Element 15: (2, (13, 9), ['%', '', '.', '%'], [(16, 6), (6, 3), (18, 10)], [True, False, False, True], 70, False, [False, False, True, False], 1415, 'North', (13, 10))
Element 16: (2, (13, 10), ['F', '', '%', '%'], [(15, 6), (6, 4), (18, 9)], [False, False, True, True], 68, False, [False, False, False, False], 1444, 'West', (12, 10))
Element 17: (2, (12, 10), ['F', '%', '%', ''], [(14, 6), (7, 4), (18, 8)], [False, True, True, False], 66, False, [False, False, False, False], 2463, 'West', (11, 10))
Element 18: #1#
