Element 1: (0, (10, 2), ['.', '.', '%', '.'], [(3, 10), (9, 1), (18, 5)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (11, 2))
Element 2: (0, (11, 2), ['', 'F', '%', '.'], [(4, 10), (10, 1), (18, 6)], [False, False, True, False], 96, False, [False, False, False, True], 39, 'South', (11, 1))
Element 3: (0, (11, 1), ['', '%', '', '.'], [(4, 9), (10, 2), (18, 7)], [False, True, False, False], 94, False, [False, False, False, True], 1058, 'East', (12, 1))
Element 4: (0, (12, 1), ['', '%', '.', '.'], [(4, 8), (9, 2), (18, 8)], [False, True, False, False], 92, False, [False, False, True, True], 1097, 'East', (13, 1))
Element 5: (0, (13, 1), ['', '%', '.', '%'], [(5, 8), (8, 2), (18, 9)], [False, True, False, True], 90, False, [False, False, True, False], 1136, 'North', (13, 2))
Element 6: (0, (13, 2), ['.', '', '.', '%'], [(6, 8), (8, 1), (18, 10)], [False, False, False, True], 88, False, [True, False, True, False], 1175, 'North', (13, 3))
Element 7: (0, (13, 3), ['%', '', '.', '%'], [(7, 8), (7, 1), (17, 10)], [True, False, False, True], 86, False, [False, False, True, False], 1214, 'North', (13, 4))
Element 8: (0, (13, 4), ['.', '', '.', '.'], [(8, 8), (7, 2), (16, 10)], [False, False, False, False], 84, False, [True, False, True, True], 1253, 'East', (14, 4))
Element 9: (0, (14, 4), ['', '%', '%', '.'], [(9, 8), (6, 2), (15, 10)], [False, True, True, False], 82, False, [False, False, False, True], 1292, 'East', (15, 4))
Element 10: (0, (15, 4), ['', '.', '%', '.'], [(10, 8), (6, 3), (15, 9)], [False, False, True, False], 80, False, [False, True, False, True], 1331, 'East', (16, 4))
Element 11: (0, (16, 4), ['', '%', '.', '.'], [(11, 8), (6, 4), (15, 8)], [False, True, False, False], 78, False, [False, False, True, True], 1370, 'East', (17, 4))
Element 12: (0, (17, 4), ['', '%', '%', '%'], [(12, 8), (7, 4), (16, 8)], [False, True, True, True], 76, False, [False, False, False, False], 1409, 'West', (16, 4))
Element 13: (0, (16, 4), ['', '%', '.', ''], [(13, 8), (7, 5), (16, 7)], [False, True, False, False], 74, False, [False, False, True, False], 2428, 'North', (16, 5))
Element 14: (0, (16, 5), ['%', '', 'G', '%'], [(14, 8), (6, 5), (16, 6)], [True, False, False, True], 72, False, [False, False, False, False], 2467, 'South', (16, 4))
Element 15: (0, (16, 4), ['', '%', '', ''], [(15, 8), (6, 6), (17, 6)], [False, True, False, False], 70, False, [False, False, False, False], 2486, 'West', (15, 4))
Element 16: (0, (15, 4), ['', '.', '%', ''], [(16, 8), (6, 7), (16, 6)], [False, False, True, False], 68, False, [False, True, False, False], 2495, 'South', (15, 3))
Element 17: (0, (15, 3), ['%', '.', '', '%'], [(16, 7), (6, 8), (15, 6)], [True, False, False, True], 66, False, [False, True, False, False], 2514, 'South', (15, 2))
Element 18: (0, (15, 2), ['%', '.', '', '.'], [(16, 6), (6, 9), (14, 6)], [True, False, False, False], 64, False, [False, True, False, True], 2543, 'East', (16, 2))
Element 19: (0, (16, 2), ['', '.', '%', '.'], [(17, 6), (6, 10), (13, 6)], [False, False, True, False], 62, False, [False, True, False, True], 2572, 'East', (17, 2))
Element 20: (0, (17, 2), ['', '.', '%', ''], [(18, 6), (7, 10), (13, 7)], [False, False, True, False], 60, False, [False, True, False, False], 2601, 'South', (17, 1))
Element 21: (0, (17, 1), ['.', '%', '', '.'], [(18, 7), (8, 10), (13, 8)], [False, True, False, False], 58, False, [True, False, False, True], 2620, 'East', (18, 1))
Element 22: (0, (18, 1), ['', '%', '', '%'], [(18, 8), (9, 10), (13, 9)], [False, True, False, True], 56, False, [False, False, False, False], 2649, 'North', (18, 2))
Element 23: (0, (18, 2), ['', '', '.', '%'], [(18, 9), (10, 10), (13, 10)], [False, False, False, True], 54, False, [False, False, True, False], 2668, 'North', (18, 3))
Element 24: #1#
