Element 1: (2, (13, 1), ['.', '%', '.', '%'], [(6, 6), (3, 10), (16, 8)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (2, (13, 2), ['.', '', '.', '%'], [(6, 7), (4, 10), (16, 7)], [False, False, False, True], 96, False, [True, False, True, False], 58, 'North', (13, 3))
Element 3: (2, (13, 3), ['%', '', '.', '%'], [(6, 8), (4, 9), (16, 6)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 4))
Element 4: (2, (13, 4), ['.', '', '.', '.'], [(7, 8), (4, 8), (17, 6)], [False, False, False, False], 92, False, [True, False, True, True], 136, 'East', (14, 4))
Element 5: (2, (14, 4), ['', '%', '%', '.'], [(8, 8), (5, 8), (18, 6)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '.', '%', '.'], [(9, 8), (6, 8), (18, 7)], [False, False, True, False], 88, False, [False, True, False, True], 204, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', '.'], [(10, 8), (6, 9), (18, 8)], [False, True, False, False], 86, False, [False, False, True, True], 243, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '%', '%', '%'], [(11, 8), (6, 10), (18, 9)], [False, True, True, True], 84, False, [False, False, False, False], 282, 'West', (16, 4))
Element 9: (2, (16, 4), ['', '%', '.', ''], [(12, 8), (7, 10), (18, 10)], [False, True, False, False], 82, False, [False, False, True, False], 311, 'North', (16, 5))
Element 10: (2, (16, 5), ['%', '', '', '%'], [(13, 8), (8, 10), (17, 10)], [True, False, False, True], 80, False, [False, False, False, False], 350, 'North', (16, 6))
Element 11: (2, (16, 6), ['.', '', '', ''], [(14, 8), (9, 10), (16, 10)], [False, False, False, False], 78, False, [True, False, False, False], 379, 'West', (15, 6))
Element 12: (2, (15, 6), ['.', '%', '%', ''], [(15, 8), (10, 10), (15, 10)], [False, True, True, False], 76, False, [True, False, False, False], 418, 'West', (14, 6))
Element 13: (2, (14, 6), ['.', '%', '%', ''], [(16, 8), (11, 10), (15, 9)], [False, True, True, False], 74, False, [True, False, False, False], 1437, 'West', (13, 6))
Element 14: (2, (13, 6), ['%', '.', '.', ''], [(16, 7), (12, 10), (15, 8)], [True, False, False, False], 72, False, [False, True, True, False], 2446, 'North', (13, 7))
Element 15: (2, (13, 7), ['%', '', '', '%'], [(16, 6), (13, 10), (14, 8)], [True, False, False, True], 70, False, [False, False, False, False], 2465, 'North', (13, 8))
Element 16: (2, (13, 8), ['', '', 'G', ''], [(17, 6), (13, 9), (15, 8)], [False, False, False, False], 68, False, [False, False, False, False], 2474, 'East', (14, 8))
Element 17: (2, (14, 8), ['G', '%', '%', ''], [(18, 6), (13, 8), (15, 9)], [False, True, True, False], 66, False, [False, False, False, False], 2473, 'East', (15, 8))
Element 18: (2, (15, 8), ['G', '%', '', ''], [(18, 5), (14, 8), (15, 10)], [False, True, False, False], 64, False, [False, False, False, False], 2482, 'East', (16, 8))
Element 19: (2, (16, 8), ['G', '', '%', '%'], [(18, 6), (15, 8), (16, 10)], [False, False, True, True], 62, False, [False, False, False, False], 2481, 'South', (16, 7))
Element 20: (2, (16, 7), ['%', '', 'G', '%'], [(18, 7), (16, 8), (17, 10)], [True, False, False, True], 60, False, [False, False, False, False], 2480, 'South', (16, 6))
Element 21: (2, (16, 6), ['', '', 'G', ''], [(18, 8), (16, 7), (18, 10)], [False, False, False, False], 58, False, [False, False, False, False], 2479, 'North', (16, 7))
Element 22: (2, (16, 7), ['%', 'G', '', '%'], [(18, 7), (16, 6), (18, 9)], [True, False, False, True], 56, False, [False, False, False, False], 2478, 'North', (16, 8))
Element 23: (2, (16, 8), ['', '', '%', '%'], [(18, 6), (17, 6), (18, 8)], [False, False, True, True], 54, False, [False, False, False, False], 2477, 'West', (15, 8))
Element 24: (2, (15, 8), ['', '%', '', ''], [(18, 5), (18, 6), (18, 7)], [False, True, False, False], 52, False, [False, False, False, False], 2476, 'West', (14, 8))
Element 25: (2, (14, 8), ['', '%', '%', ''], [(18, 6), (18, 7), (18, 8)], [False, True, True, False], 50, False, [False, False, False, False], 2475, 'West', (13, 8))
Element 26: (2, (13, 8), ['', '', '', ''], [(18, 5), (18, 8), (18, 7)], [False, False, False, False], 48, False, [False, False, False, False], 2474, 'West', (12, 8))
Element 27: (2, (12, 8), ['', '%', '%', ''], [(18, 6), (18, 9), (18, 6)], [False, True, True, False], 46, False, [False, False, False, False], 2473, 'West', (11, 8))
Element 28: (2, (11, 8), ['', '%', '%', ''], [(17, 6), (18, 10), (17, 6)], [False, True, True, False], 44, False, [False, False, False, False], 2472, 'West', (10, 8))
Element 29: (2, (10, 8), ['', '', '%', ''], [(18, 6), (17, 10), (16, 6)], [False, False, True, False], 42, False, [False, False, False, False], 2471, 'South', (10, 7))
Element 30: (2, (10, 7), ['', '', '', '%'], [(18, 7), (16, 10), (16, 5)], [False, False, False, True], 40, False, [False, False, False, False], 2470, 'South', (10, 6))
Element 31: (2, (10, 6), ['', '%', '', '.'], [(18, 8), (15, 10), (16, 4)], [False, True, False, False], 38, False, [False, False, False, True], 2469, 'East', (11, 6))
Element 32: (2, (11, 6), ['', '%', '%', '%'], [(18, 8), (15, 9), (17, 4)], [False, True, True, True], 36, False, [False, False, False, False], 2478, 'West', (10, 6))
Element 33: (2, (10, 6), ['', '%', '', ''], [(18, 8), (15, 10), (16, 4)], [False, True, False, False], 34, False, [False, False, False, False], 2477, 'West', (9, 6))
Element 34: (2, (9, 6), ['.', '%', '', ''], [(18, 8), (16, 10), (15, 4)], [False, True, False, False], 32, False, [True, False, False, False], 2476, 'West', (8, 6))
Element 35: (2, (8, 6), ['%', '%', '%', ''], [(18, 9), (17, 10), (15, 3)], [True, True, True, False], 30, False, [False, False, False, False], 2495, 'East', (9, 6))
Element 36: (2, (9, 6), ['', '%', '', ''], [(18, 10), (16, 10), (15, 2)], [False, True, False, False], 28, False, [False, False, False, False], 2504, 'North', (9, 7))
