Element 1: (2, (11, 8), ['.', '%', '%', '.'], [(4, 4), (9, 6), (17, 4)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (12, 8))
Element 2: (2, (12, 8), ['', '%', '%', '.'], [(5, 4), (10, 6), (16, 4)], [False, True, True, False], 96, False, [False, False, False, True], 38, 'East', (13, 8))
Element 3: (2, (13, 8), ['', '.', '.', '.'], [(6, 4), (11, 6), (16, 5)], [False, False, False, False], 94, False, [False, True, True, True], 77, 'East', (14, 8))
Element 4: (2, (14, 8), ['', '%', '%', '.'], [(7, 4), (10, 6), (16, 6)], [False, True, True, False], 92, False, [False, False, False, True], 106, 'East', (15, 8))
Element 5: (2, (15, 8), ['', '%', '.', '.'], [(7, 5), (10, 7), (17, 6)], [False, True, False, False], 90, False, [False, False, True, True], 1125, 'East', (16, 8))
Element 6: (2, (16, 8), ['', '.', '%', '%'], [(6, 5), (10, 8), (18, 6)], [False, False, True, True], 88, False, [False, True, False, False], 1164, 'South', (16, 7))
Element 7: (2, (16, 7), ['%', '', '', '%'], [(6, 6), (9, 8), (18, 7)], [True, False, False, True], 86, False, [False, False, False, False], 1203, 'South', (16, 6))
Element 8: (2, (16, 6), ['.', '', '', ''], [(6, 7), (8, 8), (18, 8)], [False, False, False, False], 84, False, [True, False, False, False], 1232, 'West', (15, 6))
Element 9: (2, (15, 6), ['.', '%', '%', ''], [(6, 8), (7, 8), (18, 9)], [False, True, True, False], 82, False, [True, False, False, False], 1271, 'West', (14, 6))
Element 10: (2, (14, 6), ['.', '%', '%', ''], [(6, 9), (6, 8), (18, 10)], [False, True, True, False], 80, False, [True, False, False, False], 1300, 'West', (13, 6))
Element 11: (2, (13, 6), ['%', '.', '.', ''], [(6, 10), (5, 8), (17, 10)], [True, False, False, False], 78, False, [False, True, True, False], 1339, 'North', (13, 7))
Element 12: (2, (13, 7), ['%', '', '', '%'], [(7, 10), (4, 8), (16, 10)], [True, False, False, True], 76, False, [False, False, False, False], 1378, 'South', (13, 6))
Element 13: (2, (13, 6), ['%', '.', '', ''], [(8, 10), (4, 9), (15, 10)], [True, False, False, False], 74, False, [False, True, False, False], 1407, 'South', (13, 5))
Element 14: (2, (13, 5), ['%', '.', '', '%'], [(9, 10), (4, 10), (15, 9)], [True, False, False, True], 72, False, [False, True, False, False], 1446, 'South', (13, 4))
Element 15: (2, (13, 4), ['.', '.', '', '.'], [(10, 10), (3, 10), (15, 8)], [False, False, False, False], 70, False, [True, True, False, True], 1475, 'East', (14, 4))
Element 16: (2, (14, 4), ['', '%', '%', '.'], [(11, 10), (2, 10), (16, 8)], [False, True, True, False], 68, False, [False, False, False, True], 2494, 'East', (15, 4))
Element 17: (2, (15, 4), ['', '.', '%', ''], [(12, 10), (1, 10), (16, 7)], [False, False, True, False], 66, False, [False, True, False, False], 3513, 'South', (15, 3))
Element 18: (2, (15, 3), ['%', '.', '', '%'], [(13, 10), (1, 9), (16, 8)], [True, False, False, True], 64, False, [False, True, False, False], 3542, 'South', (15, 2))
Element 19: (2, (15, 2), ['%', '.', '', '.'], [(13, 9), (1, 8), (15, 8)], [True, False, False, False], 62, False, [False, True, False, True], 3571, 'East', (16, 2))
Element 20: (2, (16, 2), ['', '.', '%', '.'], [(13, 8), (1, 7), (14, 8)], [False, False, True, False], 60, False, [False, True, False, True], 3590, 'East', (17, 2))
Element 21: (2, (17, 2), ['', '.', '%', ''], [(14, 8), (1, 6), (15, 8)], [False, False, True, False], 58, False, [False, True, False, False], 3609, 'South', (17, 1))
Element 22: (2, (17, 1), ['.', '%', '', '.'], [(15, 8), (2, 6), (15, 9)], [False, True, False, False], 56, False, [True, False, False, True], 3628, 'East', (18, 1))
Element 23: (2, (18, 1), ['', '%', '', '%'], [(16, 8), (3, 6), (15, 10)], [False, True, False, True], 54, False, [False, False, False, False], 3647, 'North', (18, 2))
Element 24: (2, (18, 2), ['', '', '.', '%'], [(16, 7), (4, 6), (16, 10)], [False, False, False, True], 52, False, [False, False, True, False], 3656, 'North', (18, 3))
Element 25: (2, (18, 3), ['%', '', '%', '%'], [(16, 6), (5, 6), (17, 10)], [True, False, True, True], 50, False, [False, False, False, False], 3675, 'South', (18, 2))
Element 26: (2, (18, 2), ['', '', '', '%'], [(17, 6), (6, 6), (18, 10)], [False, False, False, True], 48, False, [False, False, False, False], 3674, 'South', (18, 1))
Element 27: (2, (18, 1), ['', '%', '', '%'], [(18, 6), (6, 7), (18, 9)], [False, True, False, True], 46, False, [False, False, False, False], 3673, 'West', (17, 1))
Element 28: (2, (17, 1), ['.', '%', '', ''], [(18, 5), (6, 6), (18, 8)], [False, True, False, False], 44, False, [True, False, False, False], 3682, 'West', (16, 1))
Element 29: (2, (16, 1), ['.', '%', '', ''], [(18, 6), (6, 5), (18, 7)], [False, True, False, False], 42, False, [True, False, False, False], 3691, 'West', (15, 1))
Element 30: (2, (15, 1), ['%', '%', '', ''], [(18, 7), (7, 5), (18, 8)], [True, True, False, False], 40, False, [False, False, False, False], 3700, 'East', (16, 1))
Element 31: (2, (16, 1), ['', '%', '', ''], [(18, 8), (7, 4), (18, 7)], [False, True, False, False], 38, False, [False, False, False, False], 3699, 'East', (17, 1))
Element 32: (2, (17, 1), ['', '%', '', ''], [(18, 9), (8, 4), (18, 6)], [False, True, False, False], 36, False, [False, False, False, False], 3698, 'North', (17, 2))
Element 33: (2, (17, 2), ['', '', '%', ''], [(18, 10), (9, 4), (17, 6)], [False, False, True, False], 34, False, [False, False, False, False], 3707, 'East', (18, 2))
Element 34: (2, (18, 2), ['', '', '', '%'], [(17, 10), (10, 4), (16, 6)], [False, False, False, True], 32, False, [False, False, False, False], 3716, 'West', (17, 2))
Element 35: (2, (17, 2), ['', '', '%', ''], [(16, 10), (11, 4), (16, 7)], [False, False, True, False], 30, False, [False, False, False, False], 3725, 'West', (16, 2))
Element 36: (2, (16, 2), ['', '', '%', ''], [(15, 10), (12, 4), (16, 6)], [False, False, True, False], 28, False, [False, False, False, False], 3734, 'South', (16, 1))
Element 37: (2, (16, 1), ['', '%', '', ''], [(15, 9), (13, 4), (15, 6)], [False, True, False, False], 26, False, [False, False, False, False], 3733, 'North', (16, 2))
Element 38: (2, (16, 2), ['', '', '%', ''], [(15, 10), (13, 3), (14, 6)], [False, False, True, False], 24, False, [False, False, False, False], 3742, 'West', (15, 2))
Element 39: (2, (15, 2), ['%', '', '', ''], [(16, 10), (13, 2), (13, 6)], [True, False, False, False], 22, False, [False, False, False, False], 3751, 'South', (15, 1))
Element 40: (2, (15, 1), ['%', '%', '', ''], [(17, 10), (13, 1), (13, 7)], [True, True, False, False], 20, False, [False, False, False, False], 3760, 'North', (15, 2))
Element 41: (2, (15, 2), ['%', '', '', ''], [(18, 10), (12, 1), (13, 8)], [True, False, False, False], 18, False, [False, False, False, False], 3769, 'North', (15, 3))
Element 42: #1#
