Element 1: (0, (15, 1), ['%', '%', '.', '.'], [(7, 10), (13, 6), (16, 10)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (16, 1))
Element 2: (0, (16, 1), ['', '%', '.', '.'], [(8, 10), (14, 6), (17, 10)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (17, 1))
Element 3: (0, (17, 1), ['', '%', '.', '.'], [(9, 10), (15, 6), (18, 10)], [False, True, False, False], 94, False, [False, False, True, True], 78, 'East', (18, 1))
Element 4: (0, (18, 1), ['', '%', '', '%'], [(10, 10), (16, 6), (18, 9)], [False, True, False, True], 92, False, [False, False, False, False], 117, 'North', (18, 2))
Element 5: (0, (18, 2), ['.', '', '.', '%'], [(11, 10), (17, 6), (18, 8)], [False, False, False, True], 90, False, [True, False, True, False], 1136, 'North', (18, 3))
Element 6: (0, (18, 3), ['%', '', '%', '%'], [(12, 10), (18, 6), (18, 7)], [True, False, True, True], 88, False, [False, False, False, False], 2165, 'South', (18, 2))
Element 7: (0, (18, 2), ['.', '', '', '%'], [(13, 10), (18, 5), (18, 6)], [False, False, False, True], 86, False, [True, False, False, False], 2184, 'West', (17, 2))
Element 8: (0, (17, 2), ['.', '', '%', ''], [(13, 9), (18, 5), (17, 6)], [False, False, True, False], 84, False, [True, False, False, False], 2203, 'West', (16, 2))
Element 9: (0, (16, 2), ['.', '', '%', ''], [(13, 8), (18, 6), (16, 6)], [False, False, True, False], 82, False, [True, False, False, False], 2222, 'West', (15, 2))
Element 10: (0, (15, 2), ['%', '', '.', ''], [(14, 8), (17, 6), (16, 7)], [True, False, False, False], 80, False, [False, False, True, False], 2251, 'North', (15, 3))
Element 11: (0, (15, 3), ['%', '', '.', '%'], [(15, 8), (16, 6), (16, 8)], [True, False, False, True], 78, False, [False, False, True, False], 2280, 'North', (15, 4))
Element 12: (0, (15, 4), ['.', '', '%', '.'], [(15, 9), (16, 6), (15, 8)], [False, False, True, False], 76, False, [True, False, False, True], 2299, 'East', (16, 4))
Element 13: (0, (16, 4), ['', '%', 'G', '.'], [(15, 10), (16, 5), (15, 9)], [False, True, False, False], 74, False, [False, False, False, True], 2328, 'East', (17, 4))
Element 14: (0, (17, 4), ['G', '%', '%', '%'], [(16, 10), (16, 4), (15, 10)], [False, True, True, True], 72, False, [False, False, False, False], 2337, 'Stop', (17, 4))
Element 15: (0, (17, 4), ['', '%', '%', '%'], [(17, 10), (15, 4), (15, 9)], [False, True, True, True], 70, False, [False, False, False, False], 2336, 'West', (16, 4))
Element 16: (0, (16, 4), ['', '%', '', ''], [(18, 10), (14, 4), (15, 8)], [False, True, False, False], 68, False, [False, False, False, False], 2345, 'West', (15, 4))
Element 17: (0, (15, 4), ['', '', '%', ''], [(18, 9), (13, 4), (14, 8)], [False, False, True, False], 66, False, [False, False, False, False], 2354, 'Stop', (15, 4))
Element 18: (0, (15, 4), ['', '', '%', ''], [(18, 8), (13, 5), (13, 8)], [False, False, True, False], 64, False, [False, False, False, False], 2363, 'South', (15, 3))
Element 19: (0, (15, 3), ['%', '', '', '%'], [(18, 7), (13, 4), (13, 7)], [True, False, False, True], 62, False, [False, False, False, False], 2372, 'South', (15, 2))
Element 20: (0, (15, 2), ['%', '', '', ''], [(18, 6), (13, 3), (13, 6)], [True, False, False, False], 60, False, [False, False, False, False], 2381, 'East', (16, 2))
Element 21: (0, (16, 2), ['', '', '%', ''], [(18, 5), (13, 2), (14, 6)], [False, False, True, False], 58, False, [False, False, False, False], 2390, 'East', (17, 2))
Element 22: (0, (17, 2), ['', '', '%', ''], [(18, 6), (13, 1), (15, 6)], [False, False, True, False], 56, False, [False, False, False, False], 2399, 'East', (18, 2))
Element 23: (0, (18, 2), ['', '', '', '%'], [(17, 6), (12, 1), (14, 6)], [False, False, False, True], 54, False, [False, False, False, False], 2408, 'South', (18, 1))
Element 24: (0, (18, 1), ['', '%', '', '%'], [(16, 6), (11, 1), (13, 6)], [False, True, False, True], 52, False, [False, False, False, False], 3407, 'West', (17, 1))
Element 25: (0, (17, 1), ['', '%', '', ''], [(16, 7), (11, 2), (13, 5)], [False, True, False, False], 50, False, [False, False, False, False], 3416, 'North', (17, 2))
Element 26: (0, (17, 2), ['', '', '%', ''], [(16, 8), (12, 2), (13, 4)], [False, False, True, False], 48, False, [False, False, False, False], 3425, 'South', (17, 1))
Element 27: (0, (17, 1), ['', '%', '', ''], [(16, 7), (11, 2), (12, 4)], [False, True, False, False], 46, False, [False, False, False, False], 3434, 'West', (16, 1))
Element 28: (0, (16, 1), ['', '%', '', ''], [(16, 6), (10, 2), (11, 4)], [False, True, False, False], 44, False, [False, False, False, False], 3453, 'North', (16, 2))
Element 29: (0, (16, 2), ['', '', '%', ''], [(16, 5), (10, 1), (10, 4)], [False, False, True, False], 42, False, [False, False, False, False], 3472, 'South', (16, 1))
Element 30: (0, (16, 1), ['', '%', '', ''], [(16, 4), (9, 1), (9, 4)], [False, True, False, False], 40, False, [False, False, False, False], 3491, 'West', (15, 1))
Element 31: (0, (15, 1), ['%', '%', '', ''], [(17, 4), (9, 2), (8, 4)], [True, True, False, False], 38, False, [False, False, False, False], 3500, 'North', (15, 2))
Element 32: (0, (15, 2), ['%', '', '', ''], [(16, 4), (8, 2), (7, 4)], [True, False, False, False], 36, False, [False, False, False, False], 3519, 'South', (15, 1))
Element 33: #1#
