Element 1: (1, (1, 6), ['%', '.', '.', '.'], [(11, 2), (1, 9), (6, 5)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (2, 6))
Element 2: (1, (2, 6), ['', '%', '%', '.'], [(11, 1), (1, 10), (7, 5)], [False, True, True, False], 96, False, [False, False, False, True], 2028, 'East', (3, 6))
Element 3: (1, (3, 6), ['', '.', '.', '.'], [(12, 1), (2, 10), (7, 4)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (4, 6))
Element 4: (1, (4, 6), ['', '%', '%', '.'], [(13, 1), (3, 10), (6, 4)], [False, True, True, False], 92, False, [False, False, False, True], 2106, 'East', (5, 6))
Element 5: (1, (5, 6), ['', '%', '%', '.'], [(13, 2), (4, 10), (6, 3)], [False, True, True, False], 90, False, [False, False, False, True], 2145, 'East', (6, 6))
Element 6: (1, (6, 6), ['', '', '.', '%'], [(13, 3), (4, 9), (6, 2)], [False, False, False, True], 88, False, [False, False, True, False], 2184, 'North', (6, 7))
Element 7: (1, (6, 7), ['%', '', '.', '%'], [(13, 4), (4, 8), (7, 2)], [True, False, False, True], 86, False, [False, False, True, False], 2223, 'North', (6, 8))
Element 8: (1, (6, 8), ['G', '', '.', '.'], [(14, 4), (5, 8), (8, 2)], [False, False, False, False], 84, False, [False, False, True, True], 2262, 'East', (7, 8))
Element 9: (1, (7, 8), ['G', '%', '%', '.'], [(15, 4), (6, 8), (9, 2)], [False, True, True, False], 82, False, [False, False, False, True], 2291, 'East', (8, 8))
Element 10: (1, (8, 8), ['', '%', '%', '.'], [(16, 4), (6, 9), (9, 1)], [False, True, True, False], 80, False, [False, False, False, True], 2330, 'East', (9, 8))
Element 11: (1, (9, 8), ['', '', '%', '.'], [(17, 4), (6, 10), (10, 1)], [False, False, True, False], 78, False, [False, False, False, True], 2369, 'East', (10, 8))
Element 12: (1, (10, 8), ['', '', '%', '.'], [(16, 4), (7, 10), (11, 1)], [False, False, True, False], 76, False, [False, False, False, True], 2388, 'East', (11, 8))
Element 13: (1, (11, 8), ['', '%', '%', '.'], [(16, 5), (8, 10), (12, 1)], [False, True, True, False], 74, False, [False, False, False, True], 2417, 'East', (12, 8))
Element 14: (1, (12, 8), ['', '%', '%', '.'], [(16, 6), (9, 10), (12, 2)], [False, True, True, False], 72, False, [False, False, False, True], 2456, 'East', (13, 8))
Element 15: (1, (13, 8), ['', '.', '.', '.'], [(17, 6), (10, 10), (13, 2)], [False, False, False, False], 70, False, [False, True, True, True], 2485, 'East', (14, 8))
Element 16: (1, (14, 8), ['', '%', '%', '.'], [(18, 6), (11, 10), (13, 3)], [False, True, True, False], 68, False, [False, False, False, True], 3504, 'East', (15, 8))
Element 17: #1#
