Element 1: (3, (15, 10), ['%', '.', '%', '.'], [(10, 4), (8, 8), (10, 1)], [True, False, True, False], 98, False, [False, True, False, True], 29, 'East', (16, 10))
Element 2: (3, (16, 10), ['', '%', '%', '.'], [(11, 4), (9, 8), (11, 1)], [False, True, True, False], 96, False, [False, False, False, True], 1058, 'East', (17, 10))
Element 3: (3, (17, 10), ['', '%', '%', '.'], [(12, 4), (10, 8), (12, 1)], [False, True, True, False], 94, False, [False, False, False, True], 1097, 'East', (18, 10))
Element 4: (3, (18, 10), ['', '.', '%', '%'], [(13, 4), (11, 8), (13, 1)], [False, False, True, True], 92, False, [False, True, False, False], 1136, 'South', (18, 9))
Element 5: (3, (18, 9), ['%', '.', '', '%'], [(14, 4), (12, 8), (13, 2)], [True, False, False, True], 90, False, [False, True, False, False], 1175, 'South', (18, 8))
Element 6: (3, (18, 8), ['%', '.', '', '%'], [(15, 4), (13, 8), (13, 3)], [True, False, False, True], 88, False, [False, True, False, False], 1214, 'South', (18, 7))
Element 7: (3, (18, 7), ['%', '.', '', '%'], [(16, 4), (14, 8), (13, 4)], [True, False, False, True], 86, False, [False, True, False, False], 1243, 'South', (18, 6))
Element 8: (3, (18, 6), ['.', '.', '', '%'], [(17, 4), (15, 8), (13, 5)], [False, False, False, True], 84, False, [True, True, False, False], 1282, 'South', (18, 5))
Element 9: (3, (18, 5), ['%', '%', '', '%'], [(16, 4), (16, 8), (13, 6)], [True, True, False, True], 82, False, [False, False, False, False], 1311, 'North', (18, 6))
Element 10: (3, (18, 6), ['.', '', '', '%'], [(16, 5), (16, 7), (14, 6)], [False, False, False, True], 80, False, [True, False, False, False], 1340, 'West', (17, 6))
Element 11: (3, (17, 6), ['G', '%', '%', ''], [(16, 6), (16, 8), (15, 6)], [False, True, True, False], 78, False, [False, False, False, False], 1369, 'East', (18, 6))
Element 12: (3, (18, 6), ['G', '', '', '%'], [(17, 6), (15, 8), (16, 6)], [False, False, False, True], 76, False, [False, False, False, False], 1368, 'North', (18, 7))
Element 13: (3, (18, 7), ['%', 'G', '', '%'], [(18, 6), (15, 9), (17, 6)], [True, False, False, True], 74, False, [False, False, False, False], 1377, 'North', (18, 8))
Element 14: (3, (18, 8), ['%', 'G', '', '%'], [(18, 7), (15, 10), (18, 6)], [True, False, False, True], 72, False, [False, False, False, False], 1376, 'North', (18, 9))
Element 15: (3, (18, 9), ['%', 'G', '', '%'], [(18, 8), (16, 10), (18, 7)], [True, False, False, True], 70, False, [False, False, False, False], 1375, 'North', (18, 10))
Element 16: (3, (18, 10), ['G', 'G', '%', '%'], [(18, 9), (17, 10), (18, 8)], [False, False, True, True], 68, False, [False, False, False, False], 1374, 'Stop', (18, 10))
Element 17: (3, (18, 10), ['', 'G', '%', '%'], [(18, 9), (16, 10), (18, 7)], [False, False, True, True], 66, False, [False, False, False, False], 1373, 'West', (17, 10))
Element 18: (3, (17, 10), ['', '%', '%', ''], [(18, 8), (15, 10), (18, 6)], [False, True, True, False], 64, False, [False, False, False, False], 1372, 'West', (16, 10))
Element 19: (3, (16, 10), ['', '%', '%', ''], [(18, 7), (15, 9), (18, 5)], [False, True, True, False], 62, False, [False, False, False, False], 1371, 'West', (15, 10))
Element 20: (3, (15, 10), ['%', '', '%', ''], [(18, 6), (15, 8), (18, 5)], [True, False, True, False], 60, False, [False, False, False, False], 1370, 'Stop', (15, 10))
Element 21: (3, (15, 10), ['%', '', '%', ''], [(18, 6), (14, 8), (18, 6)], [True, False, True, False], 58, False, [False, False, False, False], 1369, 'Stop', (15, 10))
Element 22: (3, (15, 10), ['%', '', '%', ''], [(17, 6), (13, 8), (17, 6)], [True, False, True, False], 56, False, [False, False, False, False], 1368, 'East', (16, 10))
Element 23: (3, (16, 10), ['', '%', '%', ''], [(16, 6), (13, 9), (17, 6)], [False, True, True, False], 54, False, [False, False, False, False], 1377, 'East', (17, 10))
Element 24: (3, (17, 10), ['', '%', '%', ''], [(16, 7), (13, 10), (16, 6)], [False, True, True, False], 52, False, [False, False, False, False], 1386, 'East', (18, 10))
Element 25: (3, (18, 10), ['', '', '%', '%'], [(16, 8), (12, 10), (16, 5)], [False, False, True, True], 50, False, [False, False, False, False], 2385, 'South', (18, 9))
Element 26: (3, (18, 9), ['%', '', '', '%'], [(15, 8), (11, 10), (16, 4)], [True, False, False, True], 48, False, [False, False, False, False], 3384, 'South', (18, 8))
Element 27: (3, (18, 8), ['%', '', '', '%'], [(15, 9), (10, 10), (17, 4)], [True, False, False, True], 46, False, [False, False, False, False], 3393, 'South', (18, 7))
Element 28: (3, (18, 7), ['%', '', '', '%'], [(15, 10), (9, 10), (16, 4)], [True, False, False, True], 44, False, [False, False, False, False], 3402, 'South', (18, 6))
Element 29: (3, (18, 6), ['', '', '', '%'], [(16, 10), (8, 10), (15, 4)], [False, False, False, True], 42, False, [False, False, False, False], 3411, 'South', (18, 5))
Element 30: (3, (18, 5), ['%', '%', '', '%'], [(17, 10), (7, 10), (15, 3)], [True, True, False, True], 40, False, [False, False, False, False], 3430, 'North', (18, 6))
Element 31: (3, (18, 6), ['', '', '', '%'], [(18, 10), (6, 10), (15, 2)], [False, False, False, True], 38, False, [False, False, False, False], 3449, 'West', (17, 6))
Element 32: (3, (17, 6), ['', '%', '%', ''], [(17, 10), (6, 9), (16, 2)], [False, True, True, False], 36, False, [False, False, False, False], 3468, 'West', (16, 6))
Element 33: (3, (16, 6), ['', '', '', ''], [(16, 10), (6, 8), (17, 2)], [False, False, False, False], 34, False, [False, False, False, False], 3487, 'North', (16, 7))
Element 34: (3, (16, 7), ['%', '', '', '%'], [(15, 10), (6, 7), (17, 1)], [True, False, False, True], 32, False, [False, False, False, False], 3506, 'North', (16, 8))
Element 35: (3, (16, 8), ['', '', '%', '%'], [(15, 9), (6, 6), (18, 1)], [False, False, True, True], 30, False, [False, False, False, False], 3525, 'West', (15, 8))
Element 36: (3, (15, 8), ['', '%', '', ''], [(15, 10), (6, 5), (18, 2)], [False, True, False, False], 28, False, [False, False, False, False], 3534, 'North', (15, 9))
Element 37: #1#
