Element 1: (1, (3, 4), ['%', '%', '.', '.'], [(4, 6), (4, 2), (11, 8)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 4))
Element 2: (1, (4, 4), ['', 'G', '%', '.'], [(5, 6), (4, 3), (12, 8)], [False, False, True, False], 96, False, [False, False, False, True], 48, 'East', (5, 4))
Element 3: (1, (5, 4), ['G', '%', '%', '.'], [(6, 6), (4, 4), (13, 8)], [False, True, True, False], 94, False, [False, False, False, True], 77, 'East', (6, 4))
Element 4: (1, (6, 4), ['G', '.', '.', '.'], [(6, 7), (5, 4), (14, 8)], [False, False, False, False], 92, False, [False, True, True, True], 106, 'East', (7, 4))
Element 5: (1, (7, 4), ['G', '%', 'F', ''], [(6, 8), (6, 4), (15, 8)], [False, True, False, False], 90, False, [False, False, False, False], 135, 'North', (7, 5))
Element 6: (1, (7, 5), ['G', '', '%', '%'], [(7, 8), (6, 5), (16, 8)], [False, False, True, True], 88, False, [False, False, False, False], 1164, 'South', (7, 4))
Element 7: (1, (7, 4), ['', '%', 'G', ''], [(8, 8), (7, 5), (16, 7)], [False, True, False, False], 86, False, [False, False, False, False], 1183, 'East', (8, 4))
Element 8: (1, (8, 4), ['G', '%', '%', '.'], [(9, 8), (7, 4), (16, 6)], [False, True, True, False], 84, False, [False, False, False, True], 1202, 'East', (9, 4))
Element 9: (1, (9, 4), ['G', '%', '%', '.'], [(10, 8), (8, 4), (17, 6)], [False, True, True, False], 82, False, [False, False, False, True], 1231, 'East', (10, 4))
Element 10: (1, (10, 4), ['G', '%', '%', '.'], [(11, 8), (9, 4), (18, 6)], [False, True, True, False], 80, False, [False, False, False, True], 1250, 'East', (11, 4))
Element 11: (1, (11, 4), ['G', '%', '%', '.'], [(12, 8), (10, 4), (18, 7)], [False, True, True, False], 78, False, [False, False, False, True], 1269, 'East', (12, 4))
Element 12: (1, (12, 4), ['G', '%', '%', '.'], [(13, 8), (11, 4), (18, 8)], [False, True, True, False], 76, False, [False, False, False, True], 1288, 'East', (13, 4))
Element 13: (1, (13, 4), ['G', '.', '.', '.'], [(13, 9), (12, 4), (18, 9)], [False, False, False, False], 74, False, [False, True, True, True], 1317, 'East', (14, 4))
Element 14: (1, (14, 4), ['G', '%', '%', '.'], [(13, 10), (13, 4), (18, 10)], [False, True, True, False], 72, False, [False, False, False, True], 1346, 'East', (15, 4))
Element 15: (1, (15, 4), ['', '.', '%', '.'], [(12, 10), (13, 5), (17, 10)], [False, False, True, False], 70, False, [False, True, False, True], 2375, 'East', (16, 4))
Element 16: (1, (16, 4), ['', '%', '.', '.'], [(11, 10), (13, 6), (16, 10)], [False, True, False, False], 68, False, [False, False, True, True], 3404, 'East', (17, 4))
Element 17: (1, (17, 4), ['', '%', '%', '%'], [(10, 10), (14, 6), (15, 10)], [False, True, True, True], 66, False, [False, False, False, False], 3443, 'West', (16, 4))
Element 18: (1, (16, 4), ['', '%', '.', ''], [(9, 10), (15, 6), (15, 9)], [False, True, False, False], 64, False, [False, False, True, False], 3472, 'North', (16, 5))
Element 19: (1, (16, 5), ['%', '', 'G', '%'], [(8, 10), (16, 6), (15, 10)], [True, False, False, True], 62, False, [False, False, False, False], 3491, 'South', (16, 4))
Element 20: (1, (16, 4), ['', '%', '', ''], [(7, 10), (17, 6), (16, 10)], [False, True, False, False], 60, False, [False, False, False, False], 3500, 'West', (15, 4))
Element 21: (1, (15, 4), ['', '.', '%', ''], [(6, 10), (18, 6), (17, 10)], [False, False, True, False], 58, False, [False, True, False, False], 3509, 'South', (15, 3))
Element 22: (1, (15, 3), ['%', '.', '', '%'], [(6, 9), (18, 5), (18, 10)], [True, False, False, True], 56, False, [False, True, False, False], 3538, 'South', (15, 2))
Element 23: (1, (15, 2), ['%', '.', '', '.'], [(6, 10), (18, 6), (18, 9)], [True, False, False, False], 54, False, [False, True, False, True], 3547, 'East', (16, 2))
Element 24: (1, (16, 2), ['', '.', '%', '.'], [(7, 10), (18, 7), (18, 8)], [False, False, True, False], 52, False, [False, True, False, True], 3556, 'East', (17, 2))
Element 25: (1, (17, 2), ['', '.', '%', ''], [(8, 10), (18, 6), (18, 7)], [False, False, True, False], 50, False, [False, True, False, False], 3565, 'South', (17, 1))
Element 26: (1, (17, 1), ['.', '%', '', '.'], [(9, 10), (17, 6), (18, 6)], [False, True, False, False], 48, False, [True, False, False, True], 3574, 'East', (18, 1))
Element 27: (1, (18, 1), ['', '%', '', '%'], [(10, 10), (16, 6), (18, 5)], [False, True, False, True], 46, False, [False, False, False, False], 3583, 'North', (18, 2))
Element 28: (1, (18, 2), ['', '', '.', '%'], [(11, 10), (16, 7), (18, 6)], [False, False, False, True], 44, False, [False, False, True, False], 3582, 'North', (18, 3))
Element 29: (1, (18, 3), ['%', '', '%', '%'], [(12, 10), (16, 8), (17, 6)], [True, False, True, True], 42, False, [False, False, False, False], 3591, 'South', (18, 2))
Element 30: (1, (18, 2), ['', '', '', '%'], [(13, 10), (15, 8), (16, 6)], [False, False, False, True], 40, False, [False, False, False, False], 3590, 'South', (18, 1))
Element 31: (1, (18, 1), ['', '%', '', '%'], [(13, 9), (15, 9), (16, 5)], [False, True, False, True], 38, False, [False, False, False, False], 3589, 'West', (17, 1))
