Element 1: (0, (4, 2), ['.', '.', '.', '%'], [(3, 4), (4, 8), (17, 10)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (4, 3))
Element 2: (0, (4, 3), ['%', '', 'G', '%'], [(4, 4), (5, 8), (18, 10)], [True, False, False, True], 96, False, [False, False, False, False], 39, 'South', (4, 2))
Element 3: (0, (4, 2), ['.', '.', '', '%'], [(5, 4), (6, 8), (18, 9)], [False, False, False, True], 94, False, [True, True, False, False], 68, 'South', (4, 1))
Element 4: (0, (4, 1), ['.', '%', '', '%'], [(6, 4), (7, 8), (18, 8)], [False, True, False, True], 92, False, [True, False, False, False], 107, 'West', (3, 1))
Element 5: (0, (3, 1), ['.', '%', '.', ''], [(7, 4), (8, 8), (18, 7)], [False, True, False, False], 90, False, [True, False, True, False], 146, 'North', (3, 2))
Element 6: (0, (3, 2), ['.', '', '%', ''], [(7, 5), (9, 8), (18, 6)], [False, False, True, False], 88, False, [True, False, False, False], 1175, 'West', (2, 2))
Element 7: (0, (2, 2), ['.', '.', '%', ''], [(6, 5), (10, 8), (18, 5)], [False, False, True, False], 86, False, [True, True, False, False], 1214, 'South', (2, 1))
Element 8: (0, (2, 1), ['', '%', '', ''], [(6, 6), (11, 8), (18, 6)], [False, True, False, False], 84, False, [False, False, False, False], 1243, 'West', (1, 1))
Element 9: (0, (1, 1), ['%', '%', '.', ''], [(6, 7), (12, 8), (17, 6)], [True, True, False, False], 82, False, [False, False, True, False], 1272, 'North', (1, 2))
Element 10: (0, (1, 2), ['%', '', '.', ''], [(6, 8), (13, 8), (16, 6)], [True, False, False, False], 80, False, [False, False, True, False], 1301, 'North', (1, 3))
Element 11: (0, (1, 3), ['%', '', '.', '%'], [(6, 9), (14, 8), (16, 7)], [True, False, False, True], 78, False, [False, False, True, False], 1340, 'North', (1, 4))
Element 12: (0, (1, 4), ['%', '', '.', '%'], [(6, 10), (15, 8), (16, 8)], [True, False, False, True], 76, False, [False, False, True, False], 1379, 'North', (1, 5))
Element 13: (0, (1, 5), ['%', '', '.', '%'], [(7, 10), (15, 9), (15, 8)], [True, False, False, True], 74, False, [False, False, True, False], 1408, 'North', (1, 6))
Element 14: (0, (1, 6), ['%', '', '.', '.'], [(8, 10), (15, 10), (15, 9)], [True, False, False, False], 72, False, [False, False, True, True], 1437, 'East', (2, 6))
Element 15: (0, (2, 6), ['', '%', '%', '.'], [(9, 10), (16, 10), (15, 10)], [False, True, True, False], 70, False, [False, False, False, True], 1466, 'East', (3, 6))
Element 16: (0, (3, 6), ['', '.', '.', '.'], [(10, 10), (17, 10), (16, 10)], [False, False, False, False], 68, False, [False, True, True, True], 1485, 'East', (4, 6))
Element 17: (0, (4, 6), ['', '%', '%', '.'], [(11, 10), (18, 10), (15, 10)], [False, True, True, False], 66, False, [False, False, False, True], 2494, 'East', (5, 6))
Element 18: (0, (5, 6), ['', '%', '%', ''], [(12, 10), (18, 9), (15, 9)], [False, True, True, False], 64, False, [False, False, False, False], 3503, 'East', (6, 6))
Element 19: (0, (6, 6), ['', '', '', '%'], [(13, 10), (18, 8), (15, 8)], [False, False, False, True], 62, False, [False, False, False, False], 3512, 'North', (6, 7))
Element 20: (0, (6, 7), ['%', '', '', '%'], [(13, 9), (18, 7), (14, 8)], [True, False, False, True], 60, False, [False, False, False, False], 3521, 'North', (6, 8))
Element 21: (0, (6, 8), ['', '', '', ''], [(13, 8), (18, 6), (15, 8)], [False, False, False, False], 58, False, [False, False, False, False], 3520, 'East', (7, 8))
Element 22: (0, (7, 8), ['', '%', '%', ''], [(13, 7), (18, 5), (16, 8)], [False, True, True, False], 56, False, [False, False, False, False], 3529, 'East', (8, 8))
Element 23: (0, (8, 8), ['', '%', '%', ''], [(13, 6), (18, 6), (16, 7)], [False, True, True, False], 54, False, [False, False, False, False], 3538, 'East', (9, 8))
Element 24: (0, (9, 8), ['', '', '%', ''], [(14, 6), (17, 6), (16, 6)], [False, False, True, False], 52, False, [False, False, False, False], 3547, 'East', (10, 8))
Element 25: (0, (10, 8), ['', '', '%', ''], [(15, 6), (18, 6), (16, 5)], [False, False, True, False], 50, False, [False, False, False, False], 3566, 'East', (11, 8))
Element 26: (0, (11, 8), ['', '%', '%', ''], [(16, 6), (18, 7), (16, 4)], [False, True, True, False], 48, False, [False, False, False, False], 3575, 'East', (12, 8))
Element 27: (0, (12, 8), ['', '%', '%', ''], [(17, 6), (18, 8), (17, 4)], [False, True, True, False], 46, False, [False, False, False, False], 3584, 'East', (13, 8))
Element 28: (0, (13, 8), ['', '', '', ''], [(18, 6), (18, 9), (16, 4)], [False, False, False, False], 44, False, [False, False, False, False], 3583, 'East', (14, 8))
Element 29: (0, (14, 8), ['', '%', '%', ''], [(18, 7), (18, 10), (15, 4)], [False, True, True, False], 42, False, [False, False, False, False], 3592, 'East', (15, 8))
Element 30: (0, (15, 8), ['', '%', '', ''], [(18, 8), (17, 10), (15, 3)], [False, True, False, False], 40, False, [False, False, False, False], 3601, 'East', (16, 8))
Element 31: (0, (16, 8), ['', '', '%', '%'], [(18, 9), (16, 10), (15, 2)], [False, False, True, True], 38, False, [False, False, False, False], 3610, 'South', (16, 7))
Element 32: (0, (16, 7), ['%', '', '', '%'], [(18, 10), (15, 10), (16, 2)], [True, False, False, True], 36, False, [False, False, False, False], 3619, 'South', (16, 6))
