Element 1: (1, (3, 4), ['%', '%', '.', '.'], [(17, 10), (18, 3), (18, 7)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 4))
Element 2: (1, (4, 4), ['', '.', '%', '.'], [(18, 10), (18, 2), (18, 8)], [False, False, True, False], 96, False, [False, True, False, True], 38, 'East', (5, 4))
Element 3: (1, (5, 4), ['', '%', '%', '.'], [(17, 10), (18, 1), (18, 9)], [False, True, True, False], 94, False, [False, False, False, True], 67, 'East', (6, 4))
Element 4: (1, (6, 4), ['', '.', '.', '.'], [(16, 10), (17, 1), (18, 10)], [False, False, False, False], 92, False, [False, True, True, True], 86, 'East', (7, 4))
Element 5: (1, (7, 4), ['', '%', 'F', ''], [(15, 10), (17, 2), (17, 10)], [False, True, False, False], 90, False, [False, False, False, False], 115, 'North', (7, 5))
Element 6: (1, (7, 5), ['.', '', '%', '%'], [(15, 9), (16, 2), (16, 10)], [False, False, True, True], 88, False, [True, False, False, False], 1134, 'West', (6, 5))
Element 7: (1, (6, 5), ['%', '', '.', ''], [(15, 8), (16, 1), (15, 10)], [True, False, False, False], 86, False, [False, False, True, False], 1163, 'North', (6, 6))
Element 8: (1, (6, 6), ['.', '', '.', '%'], [(16, 8), (15, 1), (15, 9)], [False, False, False, True], 84, False, [True, False, True, False], 1192, 'North', (6, 7))
Element 9: (1, (6, 7), ['%', '', '.', '%'], [(16, 7), (15, 2), (15, 8)], [True, False, False, True], 82, False, [False, False, True, False], 1221, 'North', (6, 8))
Element 10: (1, (6, 8), ['.', '', '.', '.'], [(16, 6), (15, 3), (14, 8)], [False, False, False, False], 80, False, [True, False, True, True], 1260, 'East', (7, 8))
Element 11: (1, (7, 8), ['', '%', '%', '.'], [(17, 6), (15, 4), (13, 8)], [False, True, True, False], 78, False, [False, False, False, True], 1299, 'East', (8, 8))
Element 12: (1, (8, 8), ['', '%', '%', '.'], [(18, 6), (16, 4), (13, 9)], [False, True, True, False], 76, False, [False, False, False, True], 1338, 'East', (9, 8))
Element 13: (1, (9, 8), ['', '', '%', '.'], [(18, 5), (17, 4), (13, 10)], [False, False, True, False], 74, False, [False, False, False, True], 1377, 'East', (10, 8))
Element 14: (1, (10, 8), ['', '', '%', '.'], [(18, 6), (16, 4), (12, 10)], [False, False, True, False], 72, False, [False, False, False, True], 2386, 'East', (11, 8))
Element 15: (1, (11, 8), ['', '%', '%', '.'], [(18, 7), (16, 5), (11, 10)], [False, True, True, False], 70, False, [False, False, False, True], 3405, 'East', (12, 8))
Element 16: (1, (12, 8), ['', '%', '%', ''], [(18, 8), (16, 6), (10, 10)], [False, True, True, False], 68, False, [False, False, False, False], 3424, 'East', (13, 8))
