Element 1: (3, (18, 10), ['.', '.', '%', '%'], [(16, 6), (13, 8), (14, 6)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (18, 9))
Element 2: (3, (18, 9), ['%', '.', '', '%'], [(17, 6), (14, 8), (15, 6)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (18, 8))
Element 3: (3, (18, 8), ['%', '.', '', '%'], [(18, 6), (15, 8), (16, 6)], [True, False, False, True], 94, False, [False, True, False, False], 97, 'South', (18, 7))
Element 4: (3, (18, 7), ['%', '', '', '%'], [(18, 5), (16, 8), (16, 7)], [True, False, False, True], 92, False, [False, False, False, False], 136, 'South', (18, 6))
Element 5: (3, (18, 6), ['', 'G', '', '%'], [(18, 5), (15, 8), (16, 8)], [False, False, False, True], 90, False, [False, False, False, False], 135, 'West', (17, 6))
Element 6: (3, (17, 6), ['', '%', '%', 'G'], [(18, 6), (15, 9), (15, 8)], [False, True, True, False], 88, False, [False, False, False, False], 144, 'West', (16, 6))
Element 7: (3, (16, 6), ['', '', '', 'G'], [(17, 6), (15, 10), (15, 9)], [False, False, False, False], 86, False, [False, False, False, False], 153, 'North', (16, 7))
Element 8: (3, (16, 7), ['%', 'G', '', '%'], [(16, 6), (16, 10), (15, 10)], [True, False, False, True], 84, False, [False, False, False, False], 162, 'North', (16, 8))
Element 9: (3, (16, 8), ['', '', '%', '%'], [(16, 6), (17, 10), (16, 10)], [False, False, True, True], 82, False, [False, False, False, False], 171, 'West', (15, 8))
Element 10: (3, (15, 8), ['', '%', '', ''], [(15, 6), (18, 10), (17, 10)], [False, True, False, False], 80, False, [False, False, False, False], 170, 'North', (15, 9))
Element 11: (3, (15, 9), ['%', '', '', '%'], [(14, 6), (18, 9), (18, 10)], [True, False, False, True], 78, False, [False, False, False, False], 169, 'North', (15, 10))
Element 12: (3, (15, 10), ['%', '', '%', ''], [(13, 6), (18, 8), (18, 9)], [True, False, True, False], 76, False, [False, False, False, False], 168, 'East', (16, 10))
Element 13: (3, (16, 10), ['', '%', '%', ''], [(13, 7), (18, 7), (18, 8)], [False, True, True, False], 74, False, [False, False, False, False], 177, 'East', (17, 10))
Element 14: (3, (17, 10), ['', '%', '%', ''], [(13, 8), (18, 6), (18, 7)], [False, True, True, False], 72, False, [False, False, False, False], 176, 'West', (16, 10))
Element 15: (3, (16, 10), ['', '%', '%', ''], [(13, 9), (18, 5), (18, 6)], [False, True, True, False], 70, False, [False, False, False, False], 185, 'West', (15, 10))
Element 16: (3, (15, 10), ['%', '', '%', ''], [(13, 10), (18, 5), (17, 6)], [True, False, True, False], 68, False, [False, False, False, False], 194, 'South', (15, 9))
Element 17: (3, (15, 9), ['%', '', '', '%'], [(12, 10), (18, 6), (16, 6)], [True, False, False, True], 66, False, [False, False, False, False], 1193, 'South', (15, 8))
Element 18: (3, (15, 8), ['', '%', '', ''], [(11, 10), (18, 6), (16, 7)], [False, True, False, False], 64, False, [False, False, False, False], 2192, 'West', (14, 8))
Element 19: (3, (14, 8), ['', '%', '%', ''], [(10, 10), (18, 7), (16, 8)], [False, True, True, False], 62, False, [False, False, False, False], 2201, 'West', (13, 8))
Element 20: (3, (13, 8), ['', '', '', ''], [(9, 10), (18, 8), (16, 8)], [False, False, False, False], 60, False, [False, False, False, False], 2210, 'North', (13, 9))
Element 21: (3, (13, 9), ['%', '', '', '%'], [(8, 10), (18, 9), (16, 8)], [True, False, False, True], 58, False, [False, False, False, False], 2219, 'North', (13, 10))
Element 22: (3, (13, 10), ['', '', '%', '%'], [(7, 10), (18, 10), (16, 8)], [False, False, True, True], 56, False, [False, False, False, False], 2228, 'West', (12, 10))
Element 23: (3, (12, 10), ['', '%', '%', ''], [(6, 10), (17, 10), (16, 8)], [False, True, True, False], 54, False, [False, False, False, False], 2237, 'West', (11, 10))
Element 24: (3, (11, 10), ['', '%', '%', ''], [(6, 9), (16, 10), (16, 8)], [False, True, True, False], 52, False, [False, False, False, False], 2246, 'West', (10, 10))
