Element 1: (2, (9, 8), ['.', '', '%', '.'], [(6, 8), (1, 4), (16, 1)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (10, 8))
Element 2: (2, (10, 8), ['', '', '%', '.'], [(7, 8), (1, 5), (17, 1)], [False, False, True, False], 96, False, [False, False, False, True], 58, 'East', (11, 8))
Element 3: (2, (11, 8), ['', '%', '%', '.'], [(8, 8), (1, 6), (18, 1)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (12, 8))
Element 4: (2, (12, 8), ['', '%', '%', '.'], [(9, 8), (2, 6), (18, 2)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (13, 8))
Element 5: (2, (13, 8), ['', '.', '.', '.'], [(10, 8), (3, 6), (18, 3)], [False, False, False, False], 90, False, [False, True, True, True], 145, 'East', (14, 8))
Element 6: (2, (14, 8), ['', '%', '%', '.'], [(11, 8), (4, 6), (18, 2)], [False, True, True, False], 88, False, [False, False, False, True], 164, 'East', (15, 8))
Element 7: (2, (15, 8), ['', '%', '.', '.'], [(12, 8), (5, 6), (17, 2)], [False, True, False, False], 86, False, [False, False, True, True], 193, 'East', (16, 8))
Element 8: (2, (16, 8), ['', '.', '%', '%'], [(13, 8), (6, 6), (16, 2)], [False, False, True, True], 84, False, [False, True, False, False], 222, 'South', (16, 7))
Element 9: (2, (16, 7), ['%', '.', '', '%'], [(13, 9), (6, 5), (15, 2)], [True, False, False, True], 82, False, [False, True, False, False], 261, 'South', (16, 6))
Element 10: (2, (16, 6), ['.', '.', '', '.'], [(13, 10), (7, 5), (15, 3)], [False, False, False, False], 80, False, [True, True, False, True], 1290, 'East', (17, 6))
Element 11: (2, (17, 6), ['', '%', '%', '.'], [(12, 10), (7, 4), (15, 4)], [False, True, True, False], 78, False, [False, False, False, True], 2319, 'East', (18, 6))
Element 12: (2, (18, 6), ['', '.', '.', '%'], [(11, 10), (6, 4), (16, 4)], [False, False, False, True], 76, False, [False, True, True, False], 3348, 'North', (18, 7))
Element 13: (2, (18, 7), ['%', '', '.', '%'], [(10, 10), (6, 3), (17, 4)], [True, False, False, True], 74, False, [False, False, True, False], 3387, 'North', (18, 8))
Element 14: (2, (18, 8), ['%', '', '.', '%'], [(9, 10), (6, 2), (16, 4)], [True, False, False, True], 72, False, [False, False, True, False], 3416, 'North', (18, 9))
Element 15: (2, (18, 9), ['%', '', '.', '%'], [(8, 10), (7, 2), (16, 5)], [True, False, False, True], 70, False, [False, False, True, False], 3455, 'North', (18, 10))
Element 16: (2, (18, 10), ['.', '', '%', '%'], [(7, 10), (8, 2), (16, 6)], [False, False, True, True], 68, False, [True, False, False, False], 3484, 'West', (17, 10))
Element 17: (2, (17, 10), ['.', '%', '%', ''], [(6, 10), (9, 2), (15, 6)], [False, True, True, False], 66, False, [True, False, False, False], 3523, 'West', (16, 10))
Element 18: (2, (16, 10), ['.', '%', '%', ''], [(6, 9), (10, 2), (14, 6)], [False, True, True, False], 64, False, [True, False, False, False], 3562, 'West', (15, 10))
Element 19: (2, (15, 10), ['%', '.', '%', ''], [(6, 10), (11, 2), (13, 6)], [True, False, True, False], 62, False, [False, True, False, False], 3591, 'South', (15, 9))
Element 20: #1#
