Element 1: (2, (12, 2), ['.', '.', '%', '.'], [(1, 8), (7, 8), (15, 10)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (13, 2))
Element 2: (2, (13, 2), ['', '.', '.', '%'], [(1, 9), (8, 8), (16, 10)], [False, False, False, True], 96, False, [False, True, True, False], 58, 'North', (13, 3))
Element 3: (2, (13, 3), ['%', '', '.', '%'], [(1, 10), (9, 8), (17, 10)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 4))
Element 4: (2, (13, 4), ['.', '', '.', '.'], [(2, 10), (10, 8), (18, 10)], [False, False, False, False], 92, False, [True, False, True, True], 136, 'East', (14, 4))
Element 5: (2, (14, 4), ['', '%', '%', '.'], [(3, 10), (11, 8), (18, 9)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '.', '%', '.'], [(4, 10), (12, 8), (18, 8)], [False, False, True, False], 88, False, [False, True, False, True], 214, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', '.'], [(4, 9), (13, 8), (18, 7)], [False, True, False, False], 86, False, [False, False, True, True], 253, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '%', '%', '%'], [(4, 8), (14, 8), (18, 6)], [False, True, True, True], 84, False, [False, False, False, False], 292, 'West', (16, 4))
Element 9: (2, (16, 4), ['', '%', '.', ''], [(5, 8), (15, 8), (18, 5)], [False, True, False, False], 82, False, [False, False, True, False], 321, 'North', (16, 5))
Element 10: (2, (16, 5), ['%', '', '.', '%'], [(6, 8), (16, 8), (18, 6)], [True, False, False, True], 80, False, [False, False, True, False], 340, 'North', (16, 6))
Element 11: (2, (16, 6), ['.', '', 'G', 'G'], [(6, 9), (16, 7), (17, 6)], [False, False, False, False], 78, False, [True, False, False, False], 379, 'West', (15, 6))
Element 12: (2, (15, 6), ['.', '%', '%', 'G'], [(6, 10), (16, 8), (16, 6)], [False, True, True, False], 76, False, [True, False, False, False], 398, 'West', (14, 6))
Element 13: (2, (14, 6), ['.', '%', '%', ''], [(7, 10), (15, 8), (16, 7)], [False, True, True, False], 74, False, [True, False, False, False], 417, 'West', (13, 6))
Element 14: (2, (13, 6), ['%', '.', '.', ''], [(8, 10), (15, 9), (16, 8)], [True, False, False, False], 72, False, [False, True, True, False], 446, 'North', (13, 7))
Element 15: (2, (13, 7), ['%', '', '', '%'], [(9, 10), (15, 10), (15, 8)], [True, False, False, True], 70, False, [False, False, False, False], 465, 'North', (13, 8))
Element 16: (2, (13, 8), ['', '', '.', ''], [(10, 10), (16, 10), (15, 9)], [False, False, False, False], 68, False, [False, False, True, False], 474, 'North', (13, 9))
Element 17: (2, (13, 9), ['%', '', '.', '%'], [(11, 10), (17, 10), (15, 8)], [True, False, False, True], 66, False, [False, False, True, False], 1483, 'North', (13, 10))
Element 18: (2, (13, 10), ['G', '', '%', '%'], [(12, 10), (18, 10), (14, 8)], [False, False, True, True], 64, False, [False, False, False, False], 2492, 'South', (13, 9))
Element 19: (2, (13, 9), ['%', 'G', 'G', '%'], [(13, 10), (18, 9), (13, 8)], [True, False, False, True], 62, False, [False, False, False, False], 2491, 'Stop', (13, 9))
Element 20: (2, (13, 9), ['%', '', '', '%'], [(12, 10), (18, 8), (13, 7)], [True, False, False, True], 60, False, [False, False, False, False], 2490, 'South', (13, 8))
Element 21: (2, (13, 8), ['', '', '', ''], [(11, 10), (18, 7), (13, 6)], [False, False, False, False], 58, False, [False, False, False, False], 2489, 'Stop', (13, 8))
Element 22: (2, (13, 8), ['', '', '', ''], [(10, 10), (18, 6), (13, 5)], [False, False, False, False], 56, False, [False, False, False, False], 2498, 'West', (12, 8))
Element 23: (2, (12, 8), ['', '%', '%', ''], [(9, 10), (18, 5), (13, 4)], [False, True, True, False], 54, False, [False, False, False, False], 2497, 'West', (11, 8))
Element 24: (2, (11, 8), ['', '%', '%', ''], [(8, 10), (18, 6), (12, 4)], [False, True, True, False], 52, False, [False, False, False, False], 2506, 'West', (10, 8))
Element 25: (2, (10, 8), ['', '', '%', ''], [(7, 10), (17, 6), (11, 4)], [False, False, True, False], 50, False, [False, False, False, False], 2515, 'South', (10, 7))
Element 26: (2, (10, 7), ['', '', '', '%'], [(6, 10), (16, 6), (10, 4)], [False, False, False, True], 48, False, [False, False, False, False], 2524, 'South', (10, 6))
Element 27: (2, (10, 6), ['', '%', '', '.'], [(6, 9), (16, 5), (9, 4)], [False, True, False, False], 46, False, [False, False, False, True], 2533, 'East', (11, 6))
Element 28: (2, (11, 6), ['', '%', '%', '%'], [(6, 8), (16, 4), (8, 4)], [False, True, True, True], 44, False, [False, False, False, False], 2542, 'West', (10, 6))
Element 29: (2, (10, 6), ['', '%', '', ''], [(6, 7), (17, 4), (7, 4)], [False, True, False, False], 42, False, [False, False, False, False], 2561, 'West', (9, 6))
Element 30: (2, (9, 6), ['.', '%', '', ''], [(6, 6), (16, 4), (7, 5)], [False, True, False, False], 40, False, [True, False, False, False], 3570, 'West', (8, 6))
Element 31: (2, (8, 6), ['%', '%', '%', ''], [(5, 6), (15, 4), (6, 5)], [True, True, True, False], 38, False, [False, False, False, False], 3599, 'East', (9, 6))
Element 32: (2, (9, 6), ['', '%', '', ''], [(4, 6), (15, 3), (6, 4)], [False, True, False, False], 36, False, [False, False, False, False], 3628, 'North', (9, 7))
Element 33: (2, (9, 7), ['%', '', '', ''], [(3, 6), (15, 2), (6, 3)], [True, False, False, False], 34, False, [False, False, False, False], 3657, 'North', (9, 8))
Element 34: (2, (9, 8), ['', '', '%', ''], [(3, 7), (16, 2), (6, 2)], [False, False, True, False], 32, False, [False, False, False, False], 3686, 'West', (8, 8))
Element 35: (2, (8, 8), ['', '%', '%', ''], [(3, 8), (17, 2), (7, 2)], [False, True, True, False], 30, False, [False, False, False, False], 3715, 'West', (7, 8))
Element 36: (2, (7, 8), ['', '%', '%', ''], [(3, 7), (17, 1), (8, 2)], [False, True, True, False], 28, False, [False, False, False, False], 3734, 'West', (6, 8))
Element 37: (2, (6, 8), ['', '', '', ''], [(3, 6), (18, 1), (9, 2)], [False, False, False, False], 26, False, [False, False, False, False], 3753, 'North', (6, 9))
Element 38: (2, (6, 9), ['%', '', '', '%'], [(3, 5), (18, 2), (10, 2)], [True, False, False, True], 24, False, [False, False, False, False], 3772, 'North', (6, 10))
