Element 1: (0, (16, 2), ['.', '.', '%', '.'], [(1, 8), (3, 10), (13, 5)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (17, 2))
Element 2: (0, (17, 2), ['', '.', '%', ''], [(1, 9), (4, 10), (13, 6)], [False, False, True, False], 96, False, [False, True, False, False], 39, 'South', (17, 1))
Element 3: (0, (17, 1), ['.', '%', '', '.'], [(1, 10), (4, 9), (14, 6)], [False, True, False, False], 94, False, [True, False, False, True], 78, 'East', (18, 1))
Element 4: (0, (18, 1), ['', '%', '', '%'], [(2, 10), (4, 8), (15, 6)], [False, True, False, True], 92, False, [False, False, False, False], 117, 'North', (18, 2))
Element 5: (0, (18, 2), ['', '', '.', '%'], [(3, 10), (5, 8), (16, 6)], [False, False, False, True], 90, False, [False, False, True, False], 136, 'North', (18, 3))
Element 6: (0, (18, 3), ['%', '', '%', '%'], [(4, 10), (6, 8), (17, 6)], [True, False, True, True], 88, False, [False, False, False, False], 165, 'South', (18, 2))
Element 7: (0, (18, 2), ['', '', '', '%'], [(4, 9), (7, 8), (18, 6)], [False, False, False, True], 86, False, [False, False, False, False], 184, 'South', (18, 1))
Element 8: (0, (18, 1), ['', '%', '', '%'], [(4, 8), (8, 8), (18, 7)], [False, True, False, True], 84, False, [False, False, False, False], 203, 'West', (17, 1))
Element 9: (0, (17, 1), ['.', '%', '', ''], [(3, 8), (9, 8), (18, 8)], [False, True, False, False], 82, False, [True, False, False, False], 232, 'West', (16, 1))
Element 10: (0, (16, 1), ['.', '%', '', ''], [(3, 7), (10, 8), (18, 9)], [False, True, False, False], 80, False, [True, False, False, False], 271, 'West', (15, 1))
Element 11: (0, (15, 1), ['%', '%', '.', ''], [(3, 6), (11, 8), (18, 10)], [True, True, False, False], 78, False, [False, False, True, False], 310, 'North', (15, 2))
Element 12: (0, (15, 2), ['%', '', '.', ''], [(4, 6), (12, 8), (17, 10)], [True, False, False, False], 76, False, [False, False, True, False], 349, 'North', (15, 3))
Element 13: (0, (15, 3), ['%', '', '.', '%'], [(5, 6), (13, 8), (16, 10)], [True, False, False, True], 74, False, [False, False, True, False], 388, 'North', (15, 4))
Element 14: (0, (15, 4), ['.', '', '%', '.'], [(6, 6), (14, 8), (15, 10)], [False, False, True, False], 72, False, [True, False, False, True], 427, 'East', (16, 4))
Element 15: (0, (16, 4), ['', '%', '.', '.'], [(6, 7), (15, 8), (15, 9)], [False, True, False, False], 70, False, [False, False, True, True], 466, 'East', (17, 4))
Element 16: (0, (17, 4), ['', '%', '%', '%'], [(6, 8), (16, 8), (15, 8)], [False, True, True, True], 68, False, [False, False, False, False], 485, 'West', (16, 4))
Element 17: (0, (16, 4), ['', '%', '.', ''], [(6, 9), (16, 7), (16, 8)], [False, True, False, False], 66, False, [False, False, True, False], 504, 'North', (16, 5))
Element 18: (0, (16, 5), ['%', '', 'G', '%'], [(6, 10), (16, 6), (16, 7)], [True, False, False, True], 64, False, [False, False, False, False], 523, 'South', (16, 4))
Element 19: (0, (16, 4), ['', '%', '', ''], [(7, 10), (17, 6), (16, 8)], [False, True, False, False], 62, False, [False, False, False, False], 532, 'West', (15, 4))
Element 20: (0, (15, 4), ['.', '', '%', ''], [(8, 10), (18, 6), (15, 8)], [False, False, True, False], 60, False, [True, False, False, False], 541, 'West', (14, 4))
Element 21: (0, (14, 4), ['.', '%', '%', ''], [(9, 10), (18, 5), (14, 8)], [False, True, True, False], 58, False, [True, False, False, False], 570, 'West', (13, 4))
Element 22: (0, (13, 4), ['.', '.', '', ''], [(10, 10), (18, 6), (13, 8)], [False, False, False, False], 56, False, [True, True, False, False], 589, 'South', (13, 3))
Element 23: (0, (13, 3), ['%', '.', '', '%'], [(11, 10), (18, 7), (13, 9)], [True, False, False, True], 54, False, [False, True, False, False], 1608, 'South', (13, 2))
Element 24: (0, (13, 2), ['.', '.', '', '%'], [(12, 10), (18, 8), (13, 10)], [False, False, False, True], 52, False, [True, True, False, False], 2627, 'South', (13, 1))
Element 25: (0, (13, 1), ['.', '%', '', '%'], [(11, 10), (18, 9), (12, 10)], [False, True, False, True], 50, False, [True, False, False, False], 2636, 'West', (12, 1))
Element 26: (0, (12, 1), ['F', '%', '.', ''], [(10, 10), (18, 10), (11, 10)], [False, True, False, False], 48, False, [False, False, True, False], 2645, 'West', (11, 1))
Element 27: (0, (11, 1), ['.', '%', '.', ''], [(9, 10), (17, 10), (10, 10)], [False, True, False, False], 46, False, [True, False, True, False], 3644, 'North', (11, 2))
Element 28: (0, (11, 2), ['.', '', '%', '.'], [(8, 10), (16, 10), (9, 10)], [False, False, True, False], 44, False, [True, False, False, True], 3653, 'East', (12, 2))
Element 29: (0, (12, 2), ['', '', '%', ''], [(7, 10), (15, 10), (8, 10)], [False, False, True, False], 42, False, [False, False, False, False], 3662, 'West', (11, 2))
Element 30: (0, (11, 2), ['.', '', '%', ''], [(6, 10), (15, 9), (7, 10)], [False, False, True, False], 40, False, [True, False, False, False], 3661, 'West', (10, 2))
Element 31: (0, (10, 2), ['.', '.', '%', ''], [(6, 9), (15, 10), (6, 10)], [False, False, True, False], 38, False, [True, True, False, False], 3670, 'South', (10, 1))
Element 32: (0, (10, 1), ['.', '%', '', ''], [(6, 8), (16, 10), (6, 9)], [False, True, False, False], 36, False, [True, False, False, False], 3679, 'West', (9, 1))
Element 33: (0, (9, 1), ['.', '%', '.', ''], [(7, 8), (17, 10), (6, 8)], [False, True, False, False], 34, False, [True, False, True, False], 3688, 'North', (9, 2))
Element 34: (0, (9, 2), ['.', '', '%', ''], [(8, 8), (18, 10), (7, 8)], [False, False, True, False], 32, False, [True, False, False, False], 3697, 'West', (8, 2))
Element 35: (0, (8, 2), ['.', '.', '%', ''], [(9, 8), (18, 9), (8, 8)], [False, False, True, False], 30, False, [True, True, False, False], 3706, 'South', (8, 1))
Element 36: (0, (8, 1), ['.', '%', '', ''], [(10, 8), (18, 8), (9, 8)], [False, True, False, False], 28, False, [True, False, False, False], 3715, 'West', (7, 1))
Element 37: (0, (7, 1), ['.', '%', '.', ''], [(11, 8), (18, 7), (10, 8)], [False, True, False, False], 26, False, [True, False, True, False], 3724, 'North', (7, 2))
