Element 1: (2, (6, 6), ['.', '.', '.', '%'], [(16, 6), (1, 5), (6, 10)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (6, 7))
Element 2: (2, (6, 7), ['%', '', '.', '%'], [(17, 6), (1, 6), (7, 10)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (6, 8))
Element 3: (2, (6, 8), ['.', '', '.', '.'], [(18, 6), (2, 6), (8, 10)], [False, False, False, False], 94, False, [True, False, True, True], 97, 'East', (7, 8))
Element 4: (2, (7, 8), ['', '%', '%', '.'], [(18, 7), (3, 6), (9, 10)], [False, True, True, False], 92, False, [False, False, False, True], 136, 'East', (8, 8))
Element 5: (2, (8, 8), ['', '%', '%', '.'], [(18, 8), (4, 6), (10, 10)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (9, 8))
Element 6: (2, (9, 8), ['', '', '%', '.'], [(18, 9), (5, 6), (11, 10)], [False, False, True, False], 88, False, [False, False, False, True], 1204, 'East', (10, 8))
Element 7: (2, (10, 8), ['', '', '%', '.'], [(18, 10), (6, 6), (12, 10)], [False, False, True, False], 86, False, [False, False, False, True], 2223, 'East', (11, 8))
Element 8: (2, (11, 8), ['', '%', '%', '.'], [(17, 10), (6, 5), (13, 10)], [False, True, True, False], 84, False, [False, False, False, True], 2262, 'East', (12, 8))
Element 9: (2, (12, 8), ['', '%', '%', '.'], [(16, 10), (7, 5), (13, 9)], [False, True, True, False], 82, False, [False, False, False, True], 3291, 'East', (13, 8))
Element 10: (2, (13, 8), ['', '.', '', '.'], [(15, 10), (7, 4), (13, 10)], [False, False, False, False], 80, False, [False, True, False, True], 3320, 'East', (14, 8))
Element 11: (2, (14, 8), ['', '%', '%', '.'], [(15, 9), (6, 4), (12, 10)], [False, True, True, False], 78, False, [False, False, False, True], 3349, 'East', (15, 8))
Element 12: (2, (15, 8), ['', '%', '', '.'], [(15, 10), (6, 3), (11, 10)], [False, True, False, False], 76, False, [False, False, False, True], 3368, 'East', (16, 8))
Element 13: (2, (16, 8), ['', '.', '%', '%'], [(16, 10), (6, 2), (10, 10)], [False, False, True, True], 74, False, [False, True, False, False], 3387, 'South', (16, 7))
Element 14: (2, (16, 7), ['%', '', '', '%'], [(17, 10), (7, 2), (9, 10)], [True, False, False, True], 72, False, [False, False, False, False], 3406, 'South', (16, 6))
Element 15: (2, (16, 6), ['.', '', '', ''], [(18, 10), (8, 2), (8, 10)], [False, False, False, False], 70, False, [True, False, False, False], 3415, 'West', (15, 6))
Element 16: (2, (15, 6), ['.', '%', '%', ''], [(18, 9), (9, 2), (7, 10)], [False, True, True, False], 68, False, [True, False, False, False], 3434, 'West', (14, 6))
Element 17: (2, (14, 6), ['.', '%', '%', ''], [(18, 8), (10, 2), (6, 10)], [False, True, True, False], 66, False, [True, False, False, False], 3453, 'West', (13, 6))
Element 18: (2, (13, 6), ['%', '.', '.', ''], [(18, 7), (11, 2), (6, 9)], [True, False, False, False], 64, False, [False, True, True, False], 3482, 'North', (13, 7))
Element 19: #1#
