Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(11, 1), (4, 8), (13, 5)], [False, True, False, True], 98, False, [True, False, True, False], 999, 'North', (4, 2))
Element 2: (1, (4, 2), ['.', '', '.', '%'], [(12, 1), (5, 8), (13, 6)], [False, False, False, True], 96, False, [True, False, True, False], 1038, 'North', (4, 3))
Element 3: (1, (4, 3), ['%', '', '.', '%'], [(13, 1), (6, 8), (14, 6)], [True, False, False, True], 94, False, [False, False, True, False], 1077, 'North', (4, 4))
Element 4: (1, (4, 4), ['.', '', '%', '.'], [(13, 2), (7, 8), (15, 6)], [False, False, True, False], 92, False, [True, False, False, True], 1116, 'East', (5, 4))
Element 5: (1, (5, 4), ['', '%', '%', '.'], [(13, 3), (8, 8), (16, 6)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (6, 4))
Element 6: (1, (6, 4), ['', '.', '.', '.'], [(13, 4), (9, 8), (17, 6)], [False, False, False, False], 88, False, [False, True, True, True], 1194, 'East', (7, 4))
Element 7: (1, (7, 4), ['', '%', 'F', ''], [(14, 4), (10, 8), (18, 6)], [False, True, False, False], 86, False, [False, False, False, False], 1233, 'North', (7, 5))
Element 8: (1, (7, 5), ['.', '', '%', '%'], [(15, 4), (11, 8), (18, 7)], [False, False, True, True], 84, False, [True, False, False, False], 2262, 'West', (6, 5))
Element 9: (1, (6, 5), ['%', '', '.', ''], [(16, 4), (12, 8), (18, 8)], [True, False, False, False], 82, False, [False, False, True, False], 2301, 'North', (6, 6))
Element 10: (1, (6, 6), ['.', '', '.', '%'], [(17, 4), (13, 8), (18, 9)], [False, False, False, True], 80, False, [True, False, True, False], 2340, 'North', (6, 7))
Element 11: (1, (6, 7), ['%', '', '', '%'], [(16, 4), (14, 8), (18, 10)], [True, False, False, True], 78, False, [False, False, False, False], 2369, 'North', (6, 8))
Element 12: (1, (6, 8), ['', '', '.', ''], [(16, 5), (15, 8), (17, 10)], [False, False, False, False], 76, False, [False, False, True, False], 2398, 'North', (6, 9))
Element 13: (1, (6, 9), ['%', '', '.', '%'], [(16, 6), (16, 8), (16, 10)], [True, False, False, True], 74, False, [False, False, True, False], 2427, 'North', (6, 10))
Element 14: (1, (6, 10), ['%', '', '%', '.'], [(17, 6), (16, 7), (15, 10)], [True, False, True, False], 72, False, [False, False, False, True], 2456, 'East', (7, 10))
Element 15: (1, (7, 10), ['', '%', '%', '.'], [(18, 6), (16, 6), (15, 9)], [False, True, True, False], 70, False, [False, False, False, True], 2475, 'East', (8, 10))
Element 16: (1, (8, 10), ['', '%', '%', '.'], [(18, 5), (17, 6), (15, 8)], [False, True, True, False], 68, False, [False, False, False, True], 2494, 'East', (9, 10))
Element 17: (1, (9, 10), ['', '%', '%', '.'], [(18, 5), (18, 6), (16, 8)], [False, True, True, False], 66, False, [False, False, False, True], 2503, 'East', (10, 10))
Element 18: (1, (10, 10), ['', '%', '%', 'F'], [(18, 6), (18, 7), (16, 7)], [False, True, True, False], 64, False, [False, False, False, False], 2512, 'East', (11, 10))
Element 19: (1, (11, 10), ['', '%', '%', 'F'], [(18, 6), (18, 8), (16, 8)], [False, True, True, False], 62, False, [False, False, False, False], 3511, 'East', (12, 10))
Element 20: #1#
