Element 1: (1, (2, 2), ['.', '.', '%', '.'], [(16, 4), (4, 8), (18, 1)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (3, 2))
Element 2: (1, (3, 2), ['', '.', '%', '.'], [(17, 4), (5, 8), (17, 1)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (4, 2))
Element 3: (1, (4, 2), ['', '.', '.', '%'], [(16, 4), (6, 8), (17, 2)], [False, False, False, True], 94, False, [False, True, True, False], 77, 'North', (4, 3))
Element 4: (1, (4, 3), ['%', '', '.', '%'], [(16, 5), (7, 8), (16, 2)], [True, False, False, True], 92, False, [False, False, True, False], 116, 'North', (4, 4))
Element 5: (1, (4, 4), ['.', '', '%', '.'], [(16, 6), (8, 8), (16, 1)], [False, False, True, False], 90, False, [True, False, False, True], 155, 'East', (5, 4))
Element 6: (1, (5, 4), ['', '%', '%', '.'], [(17, 6), (9, 8), (15, 1)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (6, 4))
Element 7: (1, (6, 4), ['', '.', '.', '.'], [(18, 6), (10, 8), (15, 2)], [False, False, False, False], 86, False, [False, True, True, True], 233, 'East', (7, 4))
Element 8: (1, (7, 4), ['', '%', 'F', ''], [(18, 7), (11, 8), (15, 3)], [False, True, False, False], 84, False, [False, False, False, False], 272, 'North', (7, 5))
Element 9: (1, (7, 5), ['.', '', '%', '%'], [(18, 8), (12, 8), (15, 4)], [False, False, True, True], 82, False, [True, False, False, False], 1291, 'West', (6, 5))
Element 10: (1, (6, 5), ['%', '', '.', ''], [(18, 9), (13, 8), (14, 4)], [True, False, False, False], 80, False, [False, False, True, False], 1330, 'North', (6, 6))
Element 11: (1, (6, 6), ['.', '', '.', '%'], [(18, 10), (14, 8), (13, 4)], [False, False, False, True], 78, False, [True, False, True, False], 1369, 'North', (6, 7))
Element 12: (1, (6, 7), ['%', '', '', '%'], [(17, 10), (15, 8), (13, 5)], [True, False, False, True], 76, False, [False, False, False, False], 1408, 'North', (6, 8))
Element 13: (1, (6, 8), ['', '', '.', ''], [(16, 10), (16, 8), (13, 6)], [False, False, False, False], 74, False, [False, False, True, False], 1437, 'North', (6, 9))
Element 14: (1, (6, 9), ['%', '', '.', '%'], [(15, 10), (16, 7), (14, 6)], [True, False, False, True], 72, False, [False, False, True, False], 1476, 'North', (6, 10))
Element 15: (1, (6, 10), ['%', '', '%', '.'], [(15, 9), (16, 6), (15, 6)], [True, False, True, False], 70, False, [False, False, False, True], 1505, 'East', (7, 10))
Element 16: (1, (7, 10), ['', '%', '%', '.'], [(15, 8), (17, 6), (16, 6)], [False, True, True, False], 68, False, [False, False, False, True], 1514, 'East', (8, 10))
Element 17: (1, (8, 10), ['', '%', '%', '.'], [(16, 8), (18, 6), (17, 6)], [False, True, True, False], 66, False, [False, False, False, True], 1523, 'East', (9, 10))
Element 18: (1, (9, 10), ['', '%', '%', '.'], [(16, 7), (18, 5), (18, 6)], [False, True, True, False], 64, False, [False, False, False, True], 1542, 'East', (10, 10))
Element 19: (1, (10, 10), ['', '%', '%', 'F'], [(16, 8), (18, 5), (18, 7)], [False, True, True, False], 62, False, [False, False, False, False], 1551, 'East', (11, 10))
Element 20: (1, (11, 10), ['', '%', '%', 'F'], [(15, 8), (18, 6), (18, 8)], [False, True, True, False], 60, False, [False, False, False, False], 2550, 'East', (12, 10))
Element 21: (1, (12, 10), ['', '%', '%', '.'], [(14, 8), (18, 6), (18, 9)], [False, True, True, False], 58, False, [False, False, False, True], 3549, 'East', (13, 10))
Element 22: (1, (13, 10), ['', '.', '%', '%'], [(13, 8), (17, 6), (18, 10)], [False, False, True, True], 56, False, [False, True, False, False], 3558, 'South', (13, 9))
Element 23: (1, (13, 9), ['%', '', '', '%'], [(13, 7), (16, 6), (17, 10)], [True, False, False, True], 54, False, [False, False, False, False], 3577, 'South', (13, 8))
Element 24: (1, (13, 8), ['', '', '', ''], [(13, 6), (16, 5), (16, 10)], [False, False, False, False], 52, False, [False, False, False, False], 3576, 'East', (14, 8))
Element 25: (1, (14, 8), ['', '%', '%', ''], [(14, 6), (16, 4), (15, 10)], [False, True, True, False], 50, False, [False, False, False, False], 3575, 'East', (15, 8))
Element 26: (1, (15, 8), ['', '%', 'G', ''], [(15, 6), (17, 4), (15, 9)], [False, True, False, False], 48, False, [False, False, False, False], 3574, 'East', (16, 8))
Element 27: (1, (16, 8), ['G', '', '%', '%'], [(14, 6), (16, 4), (15, 8)], [False, False, True, True], 46, False, [False, False, False, False], 3573, 'South', (16, 7))
Element 28: (1, (16, 7), ['%', '', 'G', '%'], [(13, 6), (15, 4), (16, 8)], [True, False, False, True], 44, False, [False, False, False, False], 3572, 'South', (16, 6))
Element 29: (1, (16, 6), ['', '', 'G', ''], [(13, 5), (15, 3), (16, 7)], [False, False, False, False], 42, False, [False, False, False, False], 3571, 'East', (17, 6))
Element 30: (1, (17, 6), ['', '%', '%', ''], [(13, 4), (15, 2), (16, 8)], [False, True, True, False], 40, False, [False, False, False, False], 3570, 'East', (18, 6))
Element 31: (1, (18, 6), ['', '', '', '%'], [(13, 3), (16, 2), (15, 8)], [False, False, False, True], 38, False, [False, False, False, False], 3579, 'North', (18, 7))
