Element 1: (2, (13, 2), ['.', '.', '.', '%'], [(6, 6), (3, 1), (14, 4)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (13, 3))
Element 2: (2, (13, 3), ['%', '', '.', '%'], [(6, 7), (4, 1), (15, 4)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (13, 4))
Element 3: (2, (13, 4), ['.', '', '.', ''], [(6, 8), (4, 2), (16, 4)], [False, False, False, False], 94, False, [True, False, True, False], 97, 'North', (13, 5))
Element 4: (2, (13, 5), ['%', '', '.', '%'], [(7, 8), (4, 3), (17, 4)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (13, 6))
Element 5: (2, (13, 6), ['%', '', '.', '.'], [(8, 8), (4, 4), (16, 4)], [True, False, False, False], 90, False, [False, False, True, True], 165, 'East', (14, 6))
Element 6: (2, (14, 6), ['', '%', '%', '.'], [(9, 8), (5, 4), (16, 5)], [False, True, True, False], 88, False, [False, False, False, True], 204, 'East', (15, 6))
Element 7: (2, (15, 6), ['', '%', '%', 'G'], [(10, 8), (6, 4), (16, 6)], [False, True, True, False], 86, False, [False, False, False, False], 243, 'West', (14, 6))
Element 8: (2, (14, 6), ['', '%', '%', ''], [(11, 8), (7, 4), (17, 6)], [False, True, True, False], 84, False, [False, False, False, False], 272, 'West', (13, 6))
Element 9: (2, (13, 6), ['%', '', '.', ''], [(12, 8), (7, 5), (18, 6)], [True, False, False, False], 82, False, [False, False, True, False], 1291, 'North', (13, 7))
Element 10: (2, (13, 7), ['%', '', 'G', '%'], [(13, 8), (6, 5), (18, 7)], [True, False, False, True], 80, False, [False, False, False, False], 1330, 'South', (13, 6))
Element 11: (2, (13, 6), ['%', '', '', ''], [(14, 8), (6, 6), (18, 8)], [True, False, False, False], 78, False, [False, False, False, False], 1349, 'South', (13, 5))
Element 12: (2, (13, 5), ['%', '', '', '%'], [(15, 8), (6, 7), (18, 9)], [True, False, False, True], 76, False, [False, False, False, False], 1368, 'South', (13, 4))
Element 13: (2, (13, 4), ['.', '', '', ''], [(16, 8), (6, 8), (18, 10)], [False, False, False, False], 74, False, [True, False, False, False], 1387, 'West', (12, 4))
Element 14: (2, (12, 4), ['.', '%', '%', ''], [(16, 7), (6, 9), (17, 10)], [False, True, True, False], 72, False, [True, False, False, False], 1426, 'West', (11, 4))
Element 15: (2, (11, 4), ['.', '%', '%', ''], [(16, 6), (6, 10), (16, 10)], [False, True, True, False], 70, False, [True, False, False, False], 1455, 'West', (10, 4))
Element 16: (2, (10, 4), ['.', '%', '%', ''], [(17, 6), (7, 10), (15, 10)], [False, True, True, False], 68, False, [True, False, False, False], 1484, 'West', (9, 4))
Element 17: (2, (9, 4), ['', '%', '%', ''], [(18, 6), (8, 10), (15, 9)], [False, True, True, False], 66, False, [False, False, False, False], 1513, 'West', (8, 4))
Element 18: (2, (8, 4), ['', '%', '%', ''], [(18, 5), (9, 10), (15, 8)], [False, True, True, False], 64, False, [False, False, False, False], 1532, 'West', (7, 4))
Element 19: (2, (7, 4), ['', '%', '', ''], [(18, 6), (10, 10), (16, 8)], [False, True, False, False], 62, False, [False, False, False, False], 1541, 'North', (7, 5))
Element 20: (2, (7, 5), ['', '', '%', '%'], [(18, 7), (11, 10), (16, 7)], [False, False, True, True], 60, False, [False, False, False, False], 2540, 'West', (6, 5))
Element 21: (2, (6, 5), ['%', '', '', ''], [(18, 8), (12, 10), (16, 8)], [True, False, False, False], 58, False, [False, False, False, False], 3539, 'North', (6, 6))
Element 22: (2, (6, 6), ['', '', '', '%'], [(18, 9), (13, 10), (15, 8)], [False, False, False, True], 56, False, [False, False, False, False], 3548, 'North', (6, 7))
Element 23: (2, (6, 7), ['%', '', '', '%'], [(18, 10), (13, 9), (14, 8)], [True, False, False, True], 54, False, [False, False, False, False], 3557, 'North', (6, 8))
Element 24: (2, (6, 8), ['.', '', '', ''], [(17, 10), (13, 10), (13, 8)], [False, False, False, False], 52, False, [True, False, False, False], 3556, 'West', (5, 8))
Element 25: (2, (5, 8), ['.', '%', '%', ''], [(16, 10), (12, 10), (13, 9)], [False, True, True, False], 50, False, [True, False, False, False], 3565, 'West', (4, 8))
Element 26: (2, (4, 8), ['.', '%', '.', ''], [(15, 10), (11, 10), (13, 10)], [False, True, False, False], 48, False, [True, False, True, False], 3574, 'North', (4, 9))
Element 27: (2, (4, 9), ['%', '', '.', '%'], [(15, 9), (10, 10), (12, 10)], [True, False, False, True], 46, False, [False, False, True, False], 3583, 'North', (4, 10))
Element 28: (2, (4, 10), ['.', '', '%', '%'], [(15, 10), (9, 10), (11, 10)], [False, False, True, True], 44, False, [True, False, False, False], 3592, 'West', (3, 10))
Element 29: (2, (3, 10), ['.', '%', '%', ''], [(16, 10), (8, 10), (10, 10)], [False, True, True, False], 42, False, [True, False, False, False], 3601, 'West', (2, 10))
Element 30: (2, (2, 10), ['.', '%', '%', ''], [(17, 10), (7, 10), (9, 10)], [False, True, True, False], 40, False, [True, False, False, False], 3610, 'West', (1, 10))
Element 31: (2, (1, 10), ['%', '.', '%', ''], [(18, 10), (6, 10), (8, 10)], [True, False, True, False], 38, False, [False, True, False, False], 3619, 'South', (1, 9))
Element 32: (2, (1, 9), ['%', '.', '', '%'], [(18, 9), (6, 9), (7, 10)], [True, False, False, True], 36, False, [False, True, False, False], 3628, 'South', (1, 8))
Element 33: (2, (1, 8), ['%', '.', '', '%'], [(18, 8), (6, 8), (6, 10)], [True, False, False, True], 34, False, [False, True, False, False], 3637, 'South', (1, 7))
Element 34: (2, (1, 7), ['%', '.', '', '%'], [(18, 7), (5, 8), (6, 9)], [True, False, False, True], 32, False, [False, True, False, False], 3646, 'South', (1, 6))
Element 35: (2, (1, 6), ['%', '.', '', '.'], [(18, 6), (4, 8), (6, 8)], [True, False, False, False], 30, False, [False, True, False, True], 3655, 'East', (2, 6))
Element 36: (2, (2, 6), ['', '%', '%', '.'], [(17, 6), (3, 8), (7, 8)], [False, True, True, False], 28, False, [False, False, False, True], 3674, 'East', (3, 6))
Element 37: (2, (3, 6), ['', '.', 'G', '.'], [(16, 6), (3, 7), (8, 8)], [False, False, False, False], 26, False, [False, True, False, True], 3693, 'East', (4, 6))
Element 38: (2, (4, 6), ['G', '%', '%', ''], [(16, 5), (3, 6), (9, 8)], [False, True, True, False], 24, False, [False, False, False, False], 3702, 'East', (5, 6))
Element 39: (2, (5, 6), ['', '%', '%', ''], [(16, 4), (3, 5), (10, 8)], [False, True, True, False], 22, False, [False, False, False, False], 3711, 'West', (4, 6))
Element 40: (2, (4, 6), ['', '%', '%', ''], [(17, 4), (3, 4), (11, 8)], [False, True, True, False], 20, False, [False, False, False, False], 3720, 'West', (3, 6))
Element 41: (2, (3, 6), ['', 'G', '', ''], [(16, 4), (3, 5), (12, 8)], [False, False, False, False], 18, False, [False, False, False, False], 3719, 'West', (2, 6))
Element 42: (2, (2, 6), ['', '%', '%', 'G'], [(15, 4), (3, 6), (11, 8)], [False, True, True, False], 16, False, [False, False, False, False], 3718, 'West', (1, 6))
Element 43: (2, (1, 6), ['%', '.', '', ''], [(15, 3), (4, 6), (10, 8)], [True, False, False, False], 14, False, [False, True, False, False], 3727, 'East', (2, 6))
Element 44: (2, (2, 6), ['', '%', '%', ''], [(15, 2), (5, 6), (10, 7)], [False, True, True, False], 12, False, [False, False, False, False], 3736, 'West', (1, 6))
Element 45: (2, (1, 6), ['%', '.', '', ''], [(16, 2), (4, 6), (10, 6)], [True, False, False, False], 10, False, [False, True, False, False], 3745, 'South', (1, 5))
Element 46: (2, (1, 5), ['%', '.', '', '%'], [(17, 2), (3, 6), (11, 6)], [True, False, False, True], 8, False, [False, True, False, False], 3774, 'South', (1, 4))
Element 47: (2, (1, 4), ['%', '.', '', '%'], [(17, 1), (2, 6), (10, 6)], [True, False, False, True], 6, False, [False, True, False, False], 3793, 'South', (1, 3))
Element 48: (2, (1, 3), ['%', '.', '', '%'], [(18, 1), (1, 6), (9, 6)], [True, False, False, True], 4, False, [False, True, False, False], 3812, 'South', (1, 2))
Element 49: (2, (1, 2), ['%', '', '', '.'], [(18, 2), (1, 7), (8, 6)], [True, False, False, False], 2, False, [False, False, False, True], 3831, 'East', (2, 2))
Element 50: (2, (2, 2), ['', '', '%', '.'], [(18, 2), (1, 7), (9, 6)], [False, False, True, False], 0, False, [False, False, False, True], 3840, 'Stop', (2, 2))
