Element 1: (2, (4, 1), ['.', '%', '.', '%'], [(7, 5), (3, 8), (18, 5)], [False, True, False, True], 98, False, [True, False, True, False], 1009, 'North', (4, 2))
Element 2: (2, (4, 2), ['.', '', '.', '%'], [(6, 5), (4, 8), (18, 6)], [False, False, False, True], 96, False, [True, False, True, False], 1048, 'North', (4, 3))
Element 3: (2, (4, 3), ['%', '', '.', '%'], [(6, 6), (5, 8), (18, 7)], [True, False, False, True], 94, False, [False, False, True, False], 1087, 'North', (4, 4))
Element 4: (2, (4, 4), ['.', '', '%', '.'], [(6, 7), (6, 8), (18, 8)], [False, False, True, False], 92, False, [True, False, False, True], 1126, 'East', (5, 4))
Element 5: (2, (5, 4), ['', '%', '%', '.'], [(6, 6), (7, 8), (18, 9)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (6, 4))
Element 6: (2, (6, 4), ['', '.', '', ''], [(5, 6), (8, 8), (18, 10)], [False, False, False, False], 88, False, [False, True, False, False], 1194, 'South', (6, 3))
Element 7: (2, (6, 3), ['%', '.', '', '%'], [(4, 6), (9, 8), (17, 10)], [True, False, False, True], 86, False, [False, True, False, False], 1233, 'South', (6, 2))
Element 8: (2, (6, 2), ['%', '.', '', '.'], [(3, 6), (10, 8), (16, 10)], [True, False, False, False], 84, False, [False, True, False, True], 1272, 'East', (7, 2))
Element 9: (2, (7, 2), ['', '.', '%', '.'], [(3, 5), (11, 8), (15, 10)], [False, False, True, False], 82, False, [False, True, False, True], 1311, 'East', (8, 2))
Element 10: (2, (8, 2), ['', '.', '%', '.'], [(3, 4), (12, 8), (15, 9)], [False, False, True, False], 80, False, [False, True, False, True], 1350, 'East', (9, 2))
Element 11: (2, (9, 2), ['', '.', '%', '.'], [(4, 4), (13, 8), (15, 8)], [False, False, True, False], 78, False, [False, True, False, True], 1379, 'East', (10, 2))
Element 12: (2, (10, 2), ['', '.', '%', '.'], [(5, 4), (14, 8), (16, 8)], [False, False, True, False], 76, False, [False, True, False, True], 1408, 'East', (11, 2))
Element 13: (2, (11, 2), ['', 'F', '%', '.'], [(6, 4), (15, 8), (16, 7)], [False, False, True, False], 74, False, [False, False, False, True], 1427, 'South', (11, 1))
Element 14: (2, (11, 1), ['.', '%', '', '.'], [(6, 3), (16, 8), (16, 6)], [False, True, False, False], 72, False, [True, False, False, True], 2436, 'East', (12, 1))
Element 15: (2, (12, 1), ['', '%', '.', '.'], [(6, 2), (16, 7), (17, 6)], [False, True, False, False], 70, False, [False, False, True, True], 2455, 'East', (13, 1))
Element 16: (2, (13, 1), ['', '%', '.', '%'], [(6, 1), (16, 8), (16, 6)], [False, True, False, True], 68, False, [False, False, True, False], 2474, 'North', (13, 2))
Element 17: (2, (13, 2), ['.', '', '.', '%'], [(7, 1), (15, 8), (16, 5)], [False, False, False, True], 66, False, [True, False, True, False], 2503, 'North', (13, 3))
Element 18: (2, (13, 3), ['%', '', '.', '%'], [(8, 1), (15, 9), (16, 4)], [True, False, False, True], 64, False, [False, False, True, False], 2532, 'North', (13, 4))
Element 19: (2, (13, 4), ['.', '', '.', '.'], [(9, 1), (15, 10), (17, 4)], [False, False, False, False], 62, False, [True, False, True, True], 2561, 'East', (14, 4))
Element 20: (2, (14, 4), ['', '%', '%', '.'], [(10, 1), (16, 10), (16, 4)], [False, True, True, False], 60, False, [False, False, False, True], 2580, 'East', (15, 4))
Element 21: (2, (15, 4), ['', '.', '%', ''], [(11, 1), (17, 10), (16, 5)], [False, False, True, False], 58, False, [False, True, False, False], 2589, 'South', (15, 3))
Element 22: (2, (15, 3), ['%', '.', '', '%'], [(12, 1), (18, 10), (16, 4)], [True, False, False, True], 56, False, [False, True, False, False], 2598, 'South', (15, 2))
Element 23: (2, (15, 2), ['%', '.', '', '.'], [(12, 2), (18, 9), (16, 5)], [True, False, False, False], 54, False, [False, True, False, True], 2617, 'East', (16, 2))
Element 24: (2, (16, 2), ['', '.', '%', '.'], [(13, 2), (18, 8), (16, 6)], [False, False, True, False], 52, False, [False, True, False, True], 2626, 'East', (17, 2))
Element 25: (2, (17, 2), ['', '.', '%', ''], [(13, 3), (18, 7), (15, 6)], [False, False, True, False], 50, False, [False, True, False, False], 2645, 'South', (17, 1))
Element 26: (2, (17, 1), ['.', '%', '', '.'], [(13, 4), (18, 6), (14, 6)], [False, True, False, False], 48, False, [True, False, False, True], 2664, 'East', (18, 1))
Element 27: (2, (18, 1), ['', '%', '', '%'], [(13, 5), (18, 5), (13, 6)], [False, True, False, True], 46, False, [False, False, False, False], 2693, 'North', (18, 2))
Element 28: (2, (18, 2), ['', '', '.', '%'], [(13, 6), (18, 6), (13, 7)], [False, False, False, True], 44, False, [False, False, True, False], 2702, 'North', (18, 3))
Element 29: (2, (18, 3), ['%', '', '%', '%'], [(14, 6), (17, 6), (13, 8)], [True, False, True, True], 42, False, [False, False, False, False], 2711, 'South', (18, 2))
Element 30: (2, (18, 2), ['', '', '', '%'], [(15, 6), (16, 6), (13, 9)], [False, False, False, True], 40, False, [False, False, False, False], 2720, 'South', (18, 1))
Element 31: (2, (18, 1), ['', '%', '', '%'], [(14, 6), (16, 5), (13, 10)], [False, True, False, True], 38, False, [False, False, False, False], 2729, 'West', (17, 1))
Element 32: (2, (17, 1), ['.', '%', '', ''], [(13, 6), (16, 4), (12, 10)], [False, True, False, False], 36, False, [True, False, False, False], 3728, 'West', (16, 1))
Element 33: #1#
