Element 1: (1, (6, 10), ['%', '.', '%', '.'], [(4, 2), (15, 3), (15, 8)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (7, 10))
Element 2: (1, (7, 10), ['', '%', '%', '.'], [(4, 3), (15, 4), (16, 8)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (8, 10))
Element 3: (1, (8, 10), ['', '%', '%', '.'], [(4, 4), (16, 4), (16, 7)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (9, 10))
Element 4: (1, (9, 10), ['', '%', '%', '.'], [(5, 4), (17, 4), (16, 6)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (10, 10))
Element 5: (1, (10, 10), ['', '%', '%', 'F'], [(6, 4), (16, 4), (17, 6)], [False, True, True, False], 90, False, [False, False, False, False], 155, 'East', (11, 10))
Element 6: (1, (11, 10), ['', '%', '%', 'F'], [(7, 4), (16, 5), (18, 6)], [False, True, True, False], 88, False, [False, False, False, False], 1184, 'East', (12, 10))
Element 7: (1, (12, 10), ['', '%', '%', '.'], [(7, 5), (16, 6), (18, 7)], [False, True, True, False], 86, False, [False, False, False, True], 3193, 'East', (13, 10))
Element 8: (1, (13, 10), ['', '.', '%', '%'], [(6, 5), (15, 6), (18, 8)], [False, False, True, True], 84, False, [False, True, False, False], 3232, 'South', (13, 9))
Element 9: (1, (13, 9), ['%', '.', '', '%'], [(6, 6), (14, 6), (18, 9)], [True, False, False, True], 82, False, [False, True, False, False], 3271, 'South', (13, 8))
Element 10: (1, (13, 8), ['.', '.', '', '.'], [(6, 7), (13, 6), (18, 10)], [False, False, False, False], 80, False, [True, True, False, True], 3310, 'East', (14, 8))
Element 11: (1, (14, 8), ['', '%', '%', ''], [(6, 8), (13, 7), (17, 10)], [False, True, True, False], 78, False, [False, False, False, False], 3349, 'East', (15, 8))
Element 12: (1, (15, 8), ['', '%', '.', ''], [(7, 8), (13, 8), (16, 10)], [False, True, False, False], 76, False, [False, False, True, False], 3368, 'North', (15, 9))
Element 13: (1, (15, 9), ['%', '', 'G', '%'], [(8, 8), (12, 8), (15, 10)], [True, False, False, True], 74, False, [False, False, False, False], 3407, 'South', (15, 8))
Element 14: (1, (15, 8), ['', '%', 'G', ''], [(9, 8), (11, 8), (15, 9)], [False, True, False, False], 72, False, [False, False, False, False], 3426, 'East', (16, 8))
Element 15: (1, (16, 8), ['', '', '%', '%'], [(9, 7), (10, 8), (15, 10)], [False, False, True, True], 70, False, [False, False, False, False], 3435, 'South', (16, 7))
Element 16: (1, (16, 7), ['%', '', '', '%'], [(9, 6), (10, 7), (16, 10)], [True, False, False, True], 68, False, [False, False, False, False], 3434, 'South', (16, 6))
Element 17: (1, (16, 6), ['', '', '', ''], [(8, 6), (10, 6), (17, 10)], [False, False, False, False], 66, False, [False, False, False, False], 3443, 'East', (17, 6))
Element 18: (1, (17, 6), ['', '%', '%', ''], [(9, 6), (11, 6), (18, 10)], [False, True, True, False], 64, False, [False, False, False, False], 3452, 'East', (18, 6))
Element 19: (1, (18, 6), ['', '.', '', '%'], [(9, 7), (10, 6), (18, 9)], [False, False, False, True], 62, False, [False, True, False, False], 3451, 'South', (18, 5))
Element 20: (1, (18, 5), ['%', '%', '', '%'], [(9, 8), (9, 6), (18, 8)], [True, True, False, True], 60, False, [False, False, False, False], 3460, 'North', (18, 6))
Element 21: (1, (18, 6), ['', '', 'G', '%'], [(8, 8), (9, 7), (18, 7)], [False, False, False, True], 58, False, [False, False, False, False], 3459, 'West', (17, 6))
Element 22: (1, (17, 6), ['', '%', '%', 'G'], [(7, 8), (9, 8), (18, 6)], [False, True, True, False], 56, False, [False, False, False, False], 3458, 'West', (16, 6))
Element 23: (1, (16, 6), ['', '', '', ''], [(6, 8), (8, 8), (18, 5)], [False, False, False, False], 54, False, [False, False, False, False], 3457, 'East', (17, 6))
Element 24: (1, (17, 6), ['', '%', '%', 'G'], [(6, 9), (7, 8), (18, 6)], [False, True, True, False], 52, False, [False, False, False, False], 3466, 'West', (16, 6))
Element 25: (1, (16, 6), ['', '', '', 'G'], [(6, 10), (6, 8), (17, 6)], [False, False, False, False], 50, False, [False, False, False, False], 3465, 'South', (16, 5))
Element 26: (1, (16, 5), ['%', '', 'G', '%'], [(7, 10), (5, 8), (16, 6)], [True, False, False, True], 48, False, [False, False, False, False], 3474, 'South', (16, 4))
Element 27: (1, (16, 4), ['', '%', 'G', ''], [(8, 10), (4, 8), (16, 5)], [False, True, False, False], 46, False, [False, False, False, False], 3483, 'East', (17, 4))
Element 28: (1, (17, 4), ['G', '%', '%', '%'], [(9, 10), (4, 9), (16, 4)], [False, True, True, True], 44, False, [False, False, False, False], 3492, 'Stop', (17, 4))
Element 29: (1, (17, 4), ['', '%', '%', '%'], [(10, 10), (4, 10), (15, 4)], [False, True, True, True], 42, False, [False, False, False, False], 3501, 'West', (16, 4))
Element 30: (1, (16, 4), ['', '%', '', ''], [(11, 10), (3, 10), (14, 4)], [False, True, False, False], 40, False, [False, False, False, False], 3520, 'Stop', (16, 4))
Element 31: (1, (16, 4), ['', '%', '', ''], [(12, 10), (2, 10), (13, 4)], [False, True, False, False], 38, False, [False, False, False, False], 3539, 'North', (16, 5))
Element 32: (1, (16, 5), ['%', '', '', '%'], [(13, 10), (1, 10), (13, 5)], [True, False, False, True], 36, False, [False, False, False, False], 3558, 'North', (16, 6))
Element 33: (1, (16, 6), ['', '', '', ''], [(13, 9), (1, 9), (13, 6)], [False, False, False, False], 34, False, [False, False, False, False], 3567, 'West', (15, 6))
Element 34: (1, (15, 6), ['G', '%', '%', ''], [(13, 8), (1, 8), (14, 6)], [False, True, True, False], 32, False, [False, False, False, False], 3576, 'East', (16, 6))
Element 35: (1, (16, 6), ['G', '', '', ''], [(14, 8), (1, 7), (15, 6)], [False, False, False, False], 30, False, [False, False, False, False], 3585, 'North', (16, 7))
Element 36: (1, (16, 7), ['%', '', '', '%'], [(15, 8), (1, 6), (14, 6)], [True, False, False, True], 28, False, [False, False, False, False], 3594, 'North', (16, 8))
Element 37: (1, (16, 8), ['', '', '%', '%'], [(15, 9), (2, 6), (13, 6)], [False, False, True, True], 26, False, [False, False, False, False], 3603, 'West', (15, 8))
