Element 1: (0, (6, 4), ['.', '.', '.', '.'], [(3, 10), (6, 6), (9, 1)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (7, 4))
Element 2: (0, (7, 4), ['', '%', 'F', ''], [(4, 10), (6, 7), (10, 1)], [False, True, False, False], 96, False, [False, False, False, False], 39, 'North', (7, 5))
Element 3: (0, (7, 5), ['.', '', '%', '%'], [(4, 9), (6, 8), (11, 1)], [False, False, True, True], 94, False, [True, False, False, False], 2058, 'West', (6, 5))
Element 4: (0, (6, 5), ['%', '', '', ''], [(4, 8), (7, 8), (12, 1)], [True, False, False, False], 92, False, [False, False, False, False], 2097, 'North', (6, 6))
Element 5: (0, (6, 6), ['.', '', '', '%'], [(5, 8), (8, 8), (13, 1)], [False, False, False, True], 90, False, [True, False, False, False], 2126, 'West', (5, 6))
Element 6: (0, (5, 6), ['.', '%', '%', ''], [(6, 8), (9, 8), (13, 2)], [False, True, True, False], 88, False, [True, False, False, False], 2155, 'West', (4, 6))
Element 7: (0, (4, 6), ['.', '%', '%', ''], [(6, 9), (10, 8), (13, 3)], [False, True, True, False], 86, False, [True, False, False, False], 2194, 'West', (3, 6))
Element 8: (0, (3, 6), ['.', '.', '.', ''], [(6, 10), (11, 8), (13, 4)], [False, False, False, False], 84, False, [True, True, True, False], 2233, 'North', (3, 7))
Element 9: (0, (3, 7), ['%', '', '.', '%'], [(7, 10), (12, 8), (14, 4)], [True, False, False, True], 82, False, [False, False, True, False], 2272, 'North', (3, 8))
Element 10: (0, (3, 8), ['%', '', '%', ''], [(8, 10), (13, 8), (15, 4)], [True, False, True, False], 80, False, [False, False, False, False], 2311, 'East', (4, 8))
Element 11: (0, (4, 8), ['', '%', '', ''], [(9, 10), (14, 8), (16, 4)], [False, True, False, False], 78, False, [False, False, False, False], 2340, 'East', (5, 8))
Element 12: (0, (5, 8), ['', '%', '%', ''], [(10, 10), (15, 8), (17, 4)], [False, True, True, False], 76, False, [False, False, False, False], 2369, 'East', (6, 8))
Element 13: (0, (6, 8), ['', '', '', ''], [(11, 10), (16, 8), (16, 4)], [False, False, False, False], 74, False, [False, False, False, False], 3378, 'East', (7, 8))
Element 14: #1#
