Element 1: (3, (16, 2), ['.', '.', '%', '.'], [(13, 10), (6, 8), (11, 8)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (17, 2))
Element 2: (3, (17, 2), ['', '.', '%', ''], [(12, 10), (7, 8), (12, 8)], [False, False, True, False], 96, False, [False, True, False, False], 1058, 'South', (17, 1))
Element 3: (3, (17, 1), ['.', '%', '', '.'], [(11, 10), (8, 8), (13, 8)], [False, True, False, False], 94, False, [True, False, False, True], 2087, 'East', (18, 1))
Element 4: (3, (18, 1), ['', '%', '', '%'], [(10, 10), (9, 8), (14, 8)], [False, True, False, True], 92, False, [False, False, False, False], 2126, 'North', (18, 2))
Element 5: (3, (18, 2), ['', '', '.', '%'], [(9, 10), (10, 8), (15, 8)], [False, False, False, True], 90, False, [False, False, True, False], 2145, 'North', (18, 3))
Element 6: (3, (18, 3), ['%', '', '%', '%'], [(8, 10), (11, 8), (16, 8)], [True, False, True, True], 88, False, [False, False, False, False], 2174, 'South', (18, 2))
Element 7: (3, (18, 2), ['', '', '', '%'], [(7, 10), (12, 8), (16, 7)], [False, False, False, True], 86, False, [False, False, False, False], 2193, 'South', (18, 1))
Element 8: (3, (18, 1), ['', '%', '', '%'], [(6, 10), (13, 8), (16, 6)], [False, True, False, True], 84, False, [False, False, False, False], 2212, 'West', (17, 1))
Element 9: (3, (17, 1), ['.', '%', '', ''], [(6, 9), (13, 7), (17, 6)], [False, True, False, False], 82, False, [True, False, False, False], 2241, 'West', (16, 1))
Element 10: (3, (16, 1), ['.', '%', '', ''], [(6, 8), (13, 6), (18, 6)], [False, True, False, False], 80, False, [True, False, False, False], 2270, 'West', (15, 1))
Element 11: (3, (15, 1), ['%', '%', '.', ''], [(5, 8), (14, 6), (18, 7)], [True, True, False, False], 78, False, [False, False, True, False], 2309, 'North', (15, 2))
Element 12: (3, (15, 2), ['%', '', '.', ''], [(4, 8), (15, 6), (18, 8)], [True, False, False, False], 76, False, [False, False, True, False], 2348, 'North', (15, 3))
Element 13: (3, (15, 3), ['%', '', '.', '%'], [(4, 9), (16, 6), (18, 9)], [True, False, False, True], 74, False, [False, False, True, False], 2377, 'North', (15, 4))
Element 14: (3, (15, 4), ['.', '', '%', '.'], [(4, 10), (16, 5), (18, 10)], [False, False, True, False], 72, False, [True, False, False, True], 2416, 'East', (16, 4))
Element 15: (3, (16, 4), ['', '%', '', '.'], [(3, 10), (16, 6), (17, 10)], [False, True, False, False], 70, False, [False, False, False, True], 2445, 'East', (17, 4))
Element 16: (3, (17, 4), ['', '%', '%', '%'], [(2, 10), (17, 6), (16, 10)], [False, True, True, True], 68, False, [False, False, False, False], 2474, 'West', (16, 4))
Element 17: (3, (16, 4), ['', '%', '', ''], [(1, 10), (18, 6), (15, 10)], [False, True, False, False], 66, False, [False, False, False, False], 2493, 'North', (16, 5))
Element 18: (3, (16, 5), ['%', '', '', '%'], [(1, 9), (18, 5), (15, 9)], [True, False, False, True], 64, False, [False, False, False, False], 2522, 'North', (16, 6))
Element 19: (3, (16, 6), ['', '', '', ''], [(1, 8), (18, 6), (15, 10)], [False, False, False, False], 62, False, [False, False, False, False], 2531, 'East', (17, 6))
Element 20: (3, (17, 6), ['', '%', '%', ''], [(1, 7), (18, 7), (16, 10)], [False, True, True, False], 60, False, [False, False, False, False], 2540, 'East', (18, 6))
Element 21: (3, (18, 6), ['', '', '', '%'], [(1, 6), (18, 8), (17, 10)], [False, False, False, True], 58, False, [False, False, False, False], 2549, 'North', (18, 7))
Element 22: (3, (18, 7), ['%', '', '', '%'], [(2, 6), (18, 9), (18, 10)], [True, False, False, True], 56, False, [False, False, False, False], 2558, 'North', (18, 8))
Element 23: (3, (18, 8), ['%', '', 'G', '%'], [(3, 6), (18, 9), (17, 10)], [True, False, False, True], 54, False, [False, False, False, False], 2567, 'South', (18, 7))
Element 24: (3, (18, 7), ['%', '', 'G', '%'], [(4, 6), (18, 8), (16, 10)], [True, False, False, True], 52, False, [False, False, False, False], 2576, 'South', (18, 6))
Element 25: (3, (18, 6), ['', '', 'G', '%'], [(5, 6), (18, 7), (15, 10)], [False, False, False, True], 50, False, [False, False, False, False], 2585, 'South', (18, 5))
Element 26: (3, (18, 5), ['%', '%', 'G', '%'], [(6, 6), (18, 6), (15, 9)], [True, True, False, True], 48, False, [False, False, False, False], 2594, 'Stop', (18, 5))
Element 27: (3, (18, 5), ['%', '%', '', '%'], [(6, 5), (17, 6), (15, 8)], [True, True, False, True], 46, False, [False, False, False, False], 2603, 'North', (18, 6))
Element 28: (3, (18, 6), ['G', '', '', '%'], [(7, 5), (17, 6), (14, 8)], [False, False, False, True], 44, False, [False, False, False, False], 3602, 'West', (17, 6))
Element 29: (3, (17, 6), ['G', '%', '%', ''], [(7, 4), (16, 6), (13, 8)], [False, True, True, False], 42, False, [False, False, False, False], 3611, 'Stop', (17, 6))
