Element 1: (3, (16, 4), ['.', '%', '.', '.'], [(7, 5), (4, 3), (6, 7)], [False, True, False, False], 98, False, [True, False, True, True], 1019, 'East', (17, 4))
Element 2: (3, (17, 4), ['', '%', '%', '%'], [(7, 4), (4, 4), (6, 8)], [False, True, True, True], 96, False, [False, False, False, False], 1058, 'West', (16, 4))
Element 3: (3, (16, 4), ['.', '%', '.', ''], [(6, 4), (5, 4), (7, 8)], [False, True, False, False], 94, False, [True, False, True, False], 1087, 'North', (16, 5))
Element 4: (3, (16, 5), ['%', '', '.', '%'], [(6, 3), (6, 4), (8, 8)], [True, False, False, True], 92, False, [False, False, True, False], 1116, 'North', (16, 6))
Element 5: (3, (16, 6), ['.', '', '.', '.'], [(6, 2), (7, 4), (9, 8)], [False, False, False, False], 90, False, [True, False, True, True], 1145, 'East', (17, 6))
Element 6: (3, (17, 6), ['', '%', '%', '.'], [(7, 2), (8, 4), (10, 8)], [False, True, True, False], 88, False, [False, False, False, True], 1174, 'East', (18, 6))
Element 7: (3, (18, 6), ['', '.', '.', '%'], [(8, 2), (9, 4), (11, 8)], [False, False, False, True], 86, False, [False, True, True, False], 1213, 'North', (18, 7))
Element 8: (3, (18, 7), ['%', '', '.', '%'], [(9, 2), (10, 4), (12, 8)], [True, False, False, True], 84, False, [False, False, True, False], 1252, 'North', (18, 8))
Element 9: (3, (18, 8), ['%', '', '.', '%'], [(10, 2), (11, 4), (13, 8)], [True, False, False, True], 82, False, [False, False, True, False], 1291, 'North', (18, 9))
Element 10: (3, (18, 9), ['%', '', '.', '%'], [(11, 2), (12, 4), (14, 8)], [True, False, False, True], 80, False, [False, False, True, False], 1330, 'North', (18, 10))
Element 11: (3, (18, 10), ['.', '', '%', '%'], [(11, 1), (13, 4), (15, 8)], [False, False, True, True], 78, False, [True, False, False, False], 2359, 'West', (17, 10))
Element 12: (3, (17, 10), ['.', '%', '%', ''], [(12, 1), (14, 4), (16, 8)], [False, True, True, False], 76, False, [True, False, False, False], 2398, 'West', (16, 10))
Element 13: (3, (16, 10), ['.', '%', '%', ''], [(13, 1), (15, 4), (16, 7)], [False, True, True, False], 74, False, [True, False, False, False], 2437, 'West', (15, 10))
Element 14: (3, (15, 10), ['%', '.', '%', ''], [(13, 2), (15, 3), (16, 6)], [True, False, True, False], 72, False, [False, True, False, False], 2466, 'South', (15, 9))
Element 15: (3, (15, 9), ['%', '', '', '%'], [(13, 3), (15, 2), (15, 6)], [True, False, False, True], 70, False, [False, False, False, False], 2505, 'South', (15, 8))
Element 16: (3, (15, 8), ['', '%', '', ''], [(13, 4), (16, 2), (14, 6)], [False, True, False, False], 68, False, [False, False, False, False], 2524, 'East', (16, 8))
Element 17: (3, (16, 8), ['', '', '%', '%'], [(13, 5), (17, 2), (13, 6)], [False, False, True, True], 66, False, [False, False, False, False], 2553, 'South', (16, 7))
Element 18: (3, (16, 7), ['%', '', '', '%'], [(13, 4), (17, 1), (13, 7)], [True, False, False, True], 64, False, [False, False, False, False], 2572, 'North', (16, 8))
Element 19: (3, (16, 8), ['', '', '%', '%'], [(14, 4), (18, 1), (13, 6)], [False, False, True, True], 62, False, [False, False, False, False], 2581, 'West', (15, 8))
Element 20: (3, (15, 8), ['', '%', '', ''], [(15, 4), (18, 2), (13, 5)], [False, True, False, False], 60, False, [False, False, False, False], 2580, 'West', (14, 8))
Element 21: (3, (14, 8), ['', '%', '%', ''], [(16, 4), (18, 3), (13, 4)], [False, True, True, False], 58, False, [False, False, False, False], 2589, 'West', (13, 8))
Element 22: (3, (13, 8), ['', '', '.', ''], [(17, 4), (18, 2), (14, 4)], [False, False, False, False], 56, False, [False, False, True, False], 2588, 'North', (13, 9))
Element 23: (3, (13, 9), ['%', '', '.', '%'], [(16, 4), (18, 1), (15, 4)], [True, False, False, True], 54, False, [False, False, True, False], 2597, 'North', (13, 10))
Element 24: (3, (13, 10), ['F', '', '%', '%'], [(16, 5), (17, 1), (16, 4)], [False, False, True, True], 52, False, [False, False, False, False], 2606, 'West', (12, 10))
Element 25: (3, (12, 10), ['F', '%', '%', ''], [(16, 6), (16, 1), (17, 4)], [False, True, True, False], 50, False, [False, False, False, False], 3615, 'West', (11, 10))
Element 26: #1#
