Element 1: (2, (15, 2), ['%', '.', '.', '.'], [(3, 1), (6, 8), (17, 4)], [True, False, False, False], 98, False, [False, True, True, True], 19, 'East', (16, 2))
Element 2: (2, (16, 2), ['', '.', '%', '.'], [(4, 1), (7, 8), (16, 4)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (17, 2))
Element 3: (2, (17, 2), ['', '.', '%', ''], [(4, 2), (8, 8), (16, 5)], [False, False, True, False], 94, False, [False, True, False, False], 97, 'South', (17, 1))
Element 4: (2, (17, 1), ['.', '%', '', '.'], [(4, 3), (9, 8), (16, 6)], [False, True, False, False], 92, False, [True, False, False, True], 136, 'East', (18, 1))
Element 5: (2, (18, 1), ['', '%', '', '%'], [(4, 4), (10, 8), (17, 6)], [False, True, False, True], 90, False, [False, False, False, False], 175, 'North', (18, 2))
Element 6: (2, (18, 2), ['', '', '.', '%'], [(5, 4), (11, 8), (18, 6)], [False, False, False, True], 88, False, [False, False, True, False], 204, 'North', (18, 3))
Element 7: (2, (18, 3), ['%', '', '%', '%'], [(6, 4), (12, 8), (18, 7)], [True, False, True, True], 86, False, [False, False, False, False], 243, 'South', (18, 2))
Element 8: (2, (18, 2), ['', '', '', '%'], [(7, 4), (13, 8), (18, 8)], [False, False, False, True], 84, False, [False, False, False, False], 272, 'South', (18, 1))
Element 9: (2, (18, 1), ['', '%', '', '%'], [(7, 5), (14, 8), (18, 9)], [False, True, False, True], 82, False, [False, False, False, False], 1291, 'West', (17, 1))
Element 10: (2, (17, 1), ['.', '%', '', ''], [(6, 5), (15, 8), (18, 10)], [False, True, False, False], 80, False, [True, False, False, False], 1320, 'West', (16, 1))
Element 11: (2, (16, 1), ['.', '%', '', ''], [(6, 6), (16, 8), (17, 10)], [False, True, False, False], 78, False, [True, False, False, False], 1359, 'West', (15, 1))
Element 12: (2, (15, 1), ['%', '%', '', ''], [(5, 6), (16, 7), (16, 10)], [True, True, False, False], 76, False, [False, False, False, False], 1398, 'East', (16, 1))
Element 13: (2, (16, 1), ['', '%', '', ''], [(4, 6), (16, 6), (15, 10)], [False, True, False, False], 74, False, [False, False, False, False], 1417, 'East', (17, 1))
Element 14: (2, (17, 1), ['', '%', '', ''], [(3, 6), (15, 6), (15, 9)], [False, True, False, False], 72, False, [False, False, False, False], 1446, 'North', (17, 2))
Element 15: (2, (17, 2), ['', '', '%', ''], [(3, 7), (14, 6), (15, 8)], [False, False, True, False], 70, False, [False, False, False, False], 1465, 'East', (18, 2))
Element 16: (2, (18, 2), ['', '', '', '%'], [(3, 8), (13, 6), (16, 8)], [False, False, False, True], 68, False, [False, False, False, False], 1484, 'West', (17, 2))
Element 17: (2, (17, 2), ['', '', '%', ''], [(4, 8), (13, 7), (16, 7)], [False, False, True, False], 66, False, [False, False, False, False], 1503, 'West', (16, 2))
Element 18: (2, (16, 2), ['', '', '%', ''], [(5, 8), (13, 6), (16, 8)], [False, False, True, False], 64, False, [False, False, False, False], 1512, 'South', (16, 1))
Element 19: (2, (16, 1), ['', '%', '', ''], [(6, 8), (13, 5), (15, 8)], [False, True, False, False], 62, False, [False, False, False, False], 1521, 'North', (16, 2))
Element 20: (2, (16, 2), ['', '', '%', ''], [(6, 9), (13, 4), (14, 8)], [False, False, True, False], 60, False, [False, False, False, False], 1540, 'West', (15, 2))
Element 21: (2, (15, 2), ['%', '', '.', ''], [(6, 10), (14, 4), (13, 8)], [True, False, False, False], 58, False, [False, False, True, False], 1559, 'North', (15, 3))
Element 22: (2, (15, 3), ['%', '', 'G', '%'], [(7, 10), (15, 4), (13, 9)], [True, False, False, True], 56, False, [False, False, False, False], 1598, 'South', (15, 2))
Element 23: (2, (15, 2), ['%', '', '', ''], [(8, 10), (16, 4), (13, 10)], [True, False, False, False], 54, False, [False, False, False, False], 1617, 'South', (15, 1))
Element 24: (2, (15, 1), ['%', '%', '', ''], [(9, 10), (17, 4), (12, 10)], [True, True, False, False], 52, False, [False, False, False, False], 2626, 'North', (15, 2))
Element 25: (2, (15, 2), ['%', '', '', ''], [(10, 10), (16, 4), (11, 10)], [True, False, False, False], 50, False, [False, False, False, False], 3635, 'Stop', (15, 2))
Element 26: (2, (15, 2), ['%', '', '', ''], [(11, 10), (16, 5), (12, 10)], [True, False, False, False], 48, False, [False, False, False, False], 3634, 'East', (16, 2))
