Element 1: (3, (14, 6), ['.', '%', '%', '.'], [(4, 2), (9, 8), (13, 3)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (15, 6))
Element 2: (3, (15, 6), ['', '%', '%', '.'], [(4, 3), (10, 8), (13, 4)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (16, 6))
Element 3: (3, (16, 6), ['', '.', '.', '.'], [(4, 4), (11, 8), (14, 4)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (17, 6))
Element 4: (3, (17, 6), ['', '%', '%', '.'], [(5, 4), (12, 8), (15, 4)], [False, True, True, False], 92, False, [False, False, False, True], 146, 'East', (18, 6))
Element 5: (3, (18, 6), ['', '.', '.', '%'], [(6, 4), (13, 8), (16, 4)], [False, False, False, True], 90, False, [False, True, True, False], 185, 'North', (18, 7))
Element 6: (3, (18, 7), ['%', '', '.', '%'], [(7, 4), (14, 8), (17, 4)], [True, False, False, True], 88, False, [False, False, True, False], 224, 'North', (18, 8))
Element 7: (3, (18, 8), ['%', '', '.', '%'], [(7, 5), (15, 8), (16, 4)], [True, False, False, True], 86, False, [False, False, True, False], 1243, 'North', (18, 9))
Element 8: (3, (18, 9), ['%', '', '.', '%'], [(6, 5), (16, 8), (16, 5)], [True, False, False, True], 84, False, [False, False, True, False], 1282, 'North', (18, 10))
Element 9: (3, (18, 10), ['.', '', '%', '%'], [(6, 6), (16, 7), (16, 6)], [False, False, True, True], 82, False, [True, False, False, False], 1311, 'West', (17, 10))
Element 10: (3, (17, 10), ['.', '%', '%', ''], [(6, 7), (16, 8), (17, 6)], [False, True, True, False], 80, False, [True, False, False, False], 1330, 'West', (16, 10))
Element 11: (3, (16, 10), ['.', '%', '%', ''], [(6, 8), (15, 8), (18, 6)], [False, True, True, False], 78, False, [True, False, False, False], 1349, 'West', (15, 10))
Element 12: (3, (15, 10), ['%', 'G', '%', ''], [(7, 8), (15, 9), (18, 5)], [True, False, True, False], 76, False, [False, False, False, False], 1388, 'East', (16, 10))
Element 13: (3, (16, 10), ['G', '%', '%', ''], [(8, 8), (15, 10), (18, 6)], [False, True, True, False], 74, False, [False, False, False, False], 1387, 'East', (17, 10))
Element 14: (3, (17, 10), ['G', '%', '%', ''], [(9, 8), (16, 10), (18, 7)], [False, True, True, False], 72, False, [False, False, False, False], 1386, 'East', (18, 10))
