Element 1: (3, (13, 1), ['.', '%', '.', '%'], [(16, 6), (8, 1), (9, 6)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (3, (13, 2), ['.', '', '.', '%'], [(17, 6), (9, 1), (10, 6)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (13, 3))
Element 3: (3, (13, 3), ['%', '', '.', '%'], [(18, 6), (10, 1), (11, 6)], [True, False, False, True], 94, False, [False, False, True, False], 87, 'North', (13, 4))
Element 4: (3, (13, 4), ['.', '', '.', '.'], [(18, 7), (11, 1), (10, 6)], [False, False, False, False], 92, False, [True, False, True, True], 1106, 'East', (14, 4))
Element 5: (3, (14, 4), ['', '%', '%', '.'], [(18, 8), (12, 1), (10, 7)], [False, True, True, False], 90, False, [False, False, False, True], 1135, 'East', (15, 4))
Element 6: (3, (15, 4), ['', '.', '%', '.'], [(18, 9), (12, 2), (10, 8)], [False, False, True, False], 88, False, [False, True, False, True], 1174, 'East', (16, 4))
Element 7: (3, (16, 4), ['', '%', '', '.'], [(18, 10), (11, 2), (11, 8)], [False, True, False, False], 86, False, [False, False, False, True], 1213, 'East', (17, 4))
Element 8: (3, (17, 4), ['', '%', '%', '%'], [(17, 10), (10, 2), (12, 8)], [False, True, True, True], 84, False, [False, False, False, False], 1252, 'West', (16, 4))
Element 9: (3, (16, 4), ['', '%', '', ''], [(16, 10), (9, 2), (13, 8)], [False, True, False, False], 82, False, [False, False, False, False], 1281, 'North', (16, 5))
Element 10: (3, (16, 5), ['%', '', '', '%'], [(15, 10), (8, 2), (14, 8)], [True, False, False, True], 80, False, [False, False, False, False], 1310, 'North', (16, 6))
Element 11: (3, (16, 6), ['.', '', '.', ''], [(15, 9), (7, 2), (15, 8)], [False, False, False, False], 78, False, [True, False, True, False], 1339, 'North', (16, 7))
Element 12: (3, (16, 7), ['%', '', 'G', '%'], [(15, 10), (6, 2), (16, 8)], [True, False, False, True], 76, False, [False, False, False, False], 1368, 'South', (16, 6))
Element 13: (3, (16, 6), ['.', '', 'G', ''], [(16, 10), (6, 3), (16, 7)], [False, False, False, False], 74, False, [True, False, False, False], 1377, 'West', (15, 6))
Element 14: (3, (15, 6), ['.', '%', '%', 'G'], [(17, 10), (6, 4), (16, 6)], [False, True, True, False], 72, False, [True, False, False, False], 1396, 'West', (14, 6))
Element 15: (3, (14, 6), ['.', '%', '%', ''], [(18, 10), (7, 4), (17, 6)], [False, True, True, False], 70, False, [True, False, False, False], 1415, 'West', (13, 6))
Element 16: (3, (13, 6), ['%', '.', '.', ''], [(18, 9), (7, 5), (18, 6)], [True, False, False, False], 68, False, [False, True, True, False], 2424, 'North', (13, 7))
Element 17: (3, (13, 7), ['%', '', '', '%'], [(18, 8), (6, 5), (18, 5)], [True, False, False, True], 66, False, [False, False, False, False], 2453, 'North', (13, 8))
Element 18: (3, (13, 8), ['', '', '.', ''], [(18, 7), (6, 6), (18, 6)], [False, False, False, False], 64, False, [False, False, True, False], 2462, 'North', (13, 9))
Element 19: (3, (13, 9), ['%', '', '.', '%'], [(18, 8), (6, 7), (18, 7)], [True, False, False, True], 62, False, [False, False, True, False], 2481, 'North', (13, 10))
Element 20: (3, (13, 10), ['F', '', '%', '%'], [(18, 7), (6, 8), (18, 8)], [False, False, True, True], 60, False, [False, False, False, False], 2500, 'West', (12, 10))
Element 21: (3, (12, 10), ['F', '%', '%', ''], [(18, 6), (7, 8), (18, 9)], [False, True, True, False], 58, False, [False, False, False, False], 3509, 'West', (11, 10))
Element 22: #1#
