Element 1: (1, (4, 10), ['.', '.', '%', '%'], [(8, 10), (7, 4), (9, 10)], [False, False, True, True], 98, False, [True, True, False, False], 9, 'South', (4, 9))
Element 2: (1, (4, 9), ['%', '.', '', '%'], [(9, 10), (7, 5), (10, 10)], [True, False, False, True], 96, False, [False, True, False, False], 1028, 'South', (4, 8))
Element 3: (1, (4, 8), ['.', '%', '', '.'], [(10, 10), (6, 5), (11, 10)], [False, True, False, False], 94, False, [True, False, False, True], 2047, 'East', (5, 8))
Element 4: (1, (5, 8), ['', '%', '%', '.'], [(11, 10), (6, 6), (12, 10)], [False, True, True, False], 92, False, [False, False, False, True], 3066, 'East', (6, 8))
Element 5: (1, (6, 8), ['', 'G', '.', '.'], [(12, 10), (6, 7), (13, 10)], [False, False, False, False], 90, False, [False, False, True, True], 3095, 'East', (7, 8))
Element 6: (1, (7, 8), ['G', '%', '%', '.'], [(13, 10), (6, 8), (13, 9)], [False, True, True, False], 88, False, [False, False, False, True], 3114, 'East', (8, 8))
Element 7: (1, (8, 8), ['', '%', '%', '.'], [(13, 9), (6, 9), (13, 8)], [False, True, True, False], 86, False, [False, False, False, True], 3143, 'East', (9, 8))
Element 8: (1, (9, 8), ['', '', '%', '.'], [(13, 8), (6, 10), (14, 8)], [False, False, True, False], 84, False, [False, False, False, True], 3172, 'East', (10, 8))
Element 9: (1, (10, 8), ['', '', '%', '.'], [(13, 7), (7, 10), (15, 8)], [False, False, True, False], 82, False, [False, False, False, True], 3201, 'East', (11, 8))
Element 10: (1, (11, 8), ['', '%', '%', '.'], [(13, 6), (8, 10), (16, 8)], [False, True, True, False], 80, False, [False, False, False, True], 3230, 'East', (12, 8))
Element 11: (1, (12, 8), ['', '%', '%', ''], [(14, 6), (9, 10), (16, 7)], [False, True, True, False], 78, False, [False, False, False, False], 3259, 'East', (13, 8))
Element 12: (1, (13, 8), ['', '', '', ''], [(15, 6), (10, 10), (16, 6)], [False, False, False, False], 76, False, [False, False, False, False], 3278, 'East', (14, 8))
Element 13: (1, (14, 8), ['', '%', '%', ''], [(16, 6), (11, 10), (17, 6)], [False, True, True, False], 74, False, [False, False, False, False], 3287, 'East', (15, 8))
Element 14: (1, (15, 8), ['', '%', '.', ''], [(16, 5), (12, 10), (18, 6)], [False, True, False, False], 72, False, [False, False, True, False], 3306, 'North', (15, 9))
Element 15: (1, (15, 9), ['%', '', '.', '%'], [(16, 4), (13, 10), (18, 7)], [True, False, False, True], 70, False, [False, False, True, False], 3335, 'North', (15, 10))
Element 16: (1, (15, 10), ['%', '', '%', '.'], [(17, 4), (13, 9), (18, 8)], [True, False, True, False], 68, False, [False, False, False, True], 3364, 'East', (16, 10))
Element 17: (1, (16, 10), ['', '%', '%', '.'], [(16, 4), (13, 8), (18, 9)], [False, True, True, False], 66, False, [False, False, False, True], 3383, 'East', (17, 10))
Element 18: (1, (17, 10), ['', '%', '%', 'G'], [(15, 4), (14, 8), (18, 10)], [False, True, True, False], 64, False, [False, False, False, False], 3412, 'West', (16, 10))
Element 19: (1, (16, 10), ['', '%', '%', 'G'], [(15, 3), (15, 8), (17, 10)], [False, True, True, False], 62, False, [False, False, False, False], 3421, 'West', (15, 10))
Element 20: (1, (15, 10), ['%', '', '%', 'G'], [(15, 2), (16, 8), (16, 10)], [True, False, True, False], 60, False, [False, False, False, False], 3430, 'South', (15, 9))
Element 21: (1, (15, 9), ['%', '', 'G', '%'], [(16, 2), (16, 7), (15, 10)], [True, False, False, True], 58, False, [False, False, False, False], 3439, 'South', (15, 8))
Element 22: (1, (15, 8), ['', '%', 'G', ''], [(17, 2), (16, 6), (15, 9)], [False, True, False, False], 56, False, [False, False, False, False], 3448, 'East', (16, 8))
Element 23: (1, (16, 8), ['', '', '%', '%'], [(17, 1), (17, 6), (15, 10)], [False, False, True, True], 54, False, [False, False, False, False], 3457, 'South', (16, 7))
Element 24: (1, (16, 7), ['%', '', '', '%'], [(18, 1), (18, 6), (16, 10)], [True, False, False, True], 52, False, [False, False, False, False], 3466, 'South', (16, 6))
Element 25: (1, (16, 6), ['', '', '', ''], [(18, 2), (18, 5), (17, 10)], [False, False, False, False], 50, False, [False, False, False, False], 3475, 'East', (17, 6))
Element 26: (1, (17, 6), ['', '%', '%', 'G'], [(18, 3), (18, 6), (18, 10)], [False, True, True, False], 48, False, [False, False, False, False], 3484, 'West', (16, 6))
Element 27: (1, (16, 6), ['', '', '', ''], [(18, 2), (18, 7), (18, 9)], [False, False, False, False], 46, False, [False, False, False, False], 3483, 'South', (16, 5))
Element 28: (1, (16, 5), ['%', '', '', '%'], [(18, 1), (18, 8), (18, 10)], [True, False, False, True], 44, False, [False, False, False, False], 3482, 'South', (16, 4))
Element 29: (1, (16, 4), ['', '%', '', ''], [(17, 1), (18, 9), (18, 9)], [False, True, False, False], 42, False, [False, False, False, False], 3481, 'East', (17, 4))
Element 30: (1, (17, 4), ['', '%', '%', '%'], [(16, 1), (18, 10), (18, 8)], [False, True, True, True], 40, False, [False, False, False, False], 3490, 'West', (16, 4))
Element 31: (1, (16, 4), ['', '%', '', ''], [(15, 1), (17, 10), (18, 7)], [False, True, False, False], 38, False, [False, False, False, False], 3499, 'West', (15, 4))
Element 32: (1, (15, 4), ['.', '', '%', ''], [(16, 1), (16, 10), (18, 6)], [False, False, True, False], 36, False, [True, False, False, False], 3498, 'West', (14, 4))
Element 33: (1, (14, 4), ['.', '%', '%', ''], [(17, 1), (15, 10), (17, 6)], [False, True, True, False], 34, False, [True, False, False, False], 3507, 'West', (13, 4))
Element 34: (1, (13, 4), ['.', '.', '.', ''], [(17, 2), (15, 9), (16, 6)], [False, False, False, False], 32, False, [True, True, True, False], 3516, 'North', (13, 5))
Element 35: (1, (13, 5), ['%', '', '', '%'], [(18, 2), (15, 10), (16, 5)], [True, False, False, True], 30, False, [False, False, False, False], 3525, 'North', (13, 6))
Element 36: (1, (13, 6), ['%', '', '', ''], [(17, 2), (16, 10), (16, 4)], [True, False, False, False], 28, False, [False, False, False, False], 3524, 'East', (14, 6))
Element 37: (1, (14, 6), ['', '%', '%', ''], [(16, 2), (17, 10), (17, 4)], [False, True, True, False], 26, False, [False, False, False, False], 3523, 'East', (15, 6))
Element 38: (1, (15, 6), ['', '%', '%', ''], [(16, 1), (18, 10), (16, 4)], [False, True, True, False], 24, False, [False, False, False, False], 3522, 'West', (14, 6))
Element 39: (1, (14, 6), ['', '%', '%', ''], [(16, 2), (18, 9), (15, 4)], [False, True, True, False], 22, False, [False, False, False, False], 3521, 'West', (13, 6))
Element 40: (1, (13, 6), ['%', '', '', ''], [(15, 2), (18, 8), (15, 3)], [True, False, False, False], 20, False, [False, False, False, False], 3520, 'North', (13, 7))
Element 41: (1, (13, 7), ['%', '', '', '%'], [(15, 1), (18, 7), (15, 4)], [True, False, False, True], 18, False, [False, False, False, False], 3519, 'South', (13, 6))
Element 42: (1, (13, 6), ['%', '', '', ''], [(15, 2), (18, 6), (14, 4)], [True, False, False, False], 16, False, [False, False, False, False], 3518, 'South', (13, 5))
Element 43: (1, (13, 5), ['%', 'G', '', '%'], [(15, 3), (17, 6), (13, 4)], [True, False, False, True], 14, False, [False, False, False, False], 3517, 'North', (13, 6))
Element 44: (1, (13, 6), ['%', '', '', ''], [(15, 4), (16, 6), (13, 3)], [True, False, False, False], 12, False, [False, False, False, False], 3526, 'South', (13, 5))
Element 45: (1, (13, 5), ['%', '', '', '%'], [(14, 4), (16, 5), (13, 2)], [True, False, False, True], 10, False, [False, False, False, False], 3535, 'South', (13, 4))
Element 46: (1, (13, 4), ['.', '', '', ''], [(15, 4), (16, 4), (13, 1)], [False, False, False, False], 8, False, [True, False, False, False], 3544, 'West', (12, 4))
Element 47: (1, (12, 4), ['.', '%', '%', ''], [(16, 4), (17, 4), (12, 1)], [False, True, True, False], 6, False, [True, False, False, False], 3563, 'West', (11, 4))
Element 48: #1#
