Element 1: (1, (1, 4), ['%', '.', '.', '%'], [(16, 1), (7, 4), (18, 8)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 5))
Element 2: (1, (1, 5), ['%', '', '.', '%'], [(17, 1), (7, 5), (18, 9)], [True, False, False, True], 96, False, [False, False, True, False], 1038, 'North', (1, 6))
Element 3: (1, (1, 6), ['%', '', '.', '.'], [(18, 1), (6, 5), (18, 10)], [True, False, False, False], 94, False, [False, False, True, True], 1077, 'East', (2, 6))
Element 4: (1, (2, 6), ['', '%', '%', '.'], [(18, 2), (6, 6), (17, 10)], [False, True, True, False], 92, False, [False, False, False, True], 1106, 'East', (3, 6))
Element 5: (1, (3, 6), ['', '.', '.', '.'], [(18, 3), (6, 7), (16, 10)], [False, False, False, False], 90, False, [False, True, True, True], 1145, 'East', (4, 6))
Element 6: (1, (4, 6), ['', '%', '%', '.'], [(18, 2), (6, 8), (15, 10)], [False, True, True, False], 88, False, [False, False, False, True], 1174, 'East', (5, 6))
Element 7: (1, (5, 6), ['', '%', '%', ''], [(17, 2), (7, 8), (15, 9)], [False, True, True, False], 86, False, [False, False, False, False], 1213, 'East', (6, 6))
Element 8: (1, (6, 6), ['', '', '', '%'], [(16, 2), (8, 8), (15, 8)], [False, False, False, True], 84, False, [False, False, False, False], 1242, 'North', (6, 7))
Element 9: (1, (6, 7), ['%', '', '', '%'], [(15, 2), (9, 8), (16, 8)], [True, False, False, True], 82, False, [False, False, False, False], 1271, 'North', (6, 8))
Element 10: (1, (6, 8), ['.', '', '.', ''], [(15, 3), (10, 8), (16, 7)], [False, False, False, False], 80, False, [True, False, True, False], 1300, 'North', (6, 9))
Element 11: (1, (6, 9), ['%', '', '.', '%'], [(15, 4), (11, 8), (16, 6)], [True, False, False, True], 78, False, [False, False, True, False], 1339, 'North', (6, 10))
Element 12: (1, (6, 10), ['%', '', '%', '.'], [(16, 4), (12, 8), (17, 6)], [True, False, True, False], 76, False, [False, False, False, True], 1378, 'East', (7, 10))
Element 13: (1, (7, 10), ['', '%', '%', '.'], [(17, 4), (13, 8), (18, 6)], [False, True, True, False], 74, False, [False, False, False, True], 1417, 'East', (8, 10))
Element 14: (1, (8, 10), ['', '%', '%', '.'], [(16, 4), (14, 8), (18, 7)], [False, True, True, False], 72, False, [False, False, False, True], 1446, 'East', (9, 10))
Element 15: (1, (9, 10), ['', '%', '%', '.'], [(16, 5), (15, 8), (18, 6)], [False, True, True, False], 70, False, [False, False, False, True], 1465, 'East', (10, 10))
Element 16: (1, (10, 10), ['', '%', '%', 'F'], [(16, 6), (16, 8), (18, 5)], [False, True, True, False], 68, False, [False, False, False, False], 1484, 'East', (11, 10))
Element 17: (1, (11, 10), ['', '%', '%', 'F'], [(15, 6), (16, 7), (18, 6)], [False, True, True, False], 66, False, [False, False, False, False], 2493, 'East', (12, 10))
Element 18: (1, (12, 10), ['', '%', '%', '.'], [(14, 6), (16, 6), (17, 6)], [False, True, True, False], 64, False, [False, False, False, True], 3502, 'East', (13, 10))
Element 19: (1, (13, 10), ['', '.', '%', '%'], [(13, 6), (16, 5), (16, 6)], [False, False, True, True], 62, False, [False, True, False, False], 3521, 'South', (13, 9))
Element 20: (1, (13, 9), ['%', '', '', '%'], [(13, 7), (16, 4), (16, 5)], [True, False, False, True], 60, False, [False, False, False, False], 3540, 'South', (13, 8))
Element 21: (1, (13, 8), ['', '', '', ''], [(13, 6), (17, 4), (16, 4)], [False, False, False, False], 58, False, [False, False, False, False], 3539, 'East', (14, 8))
Element 22: (1, (14, 8), ['', '%', '%', ''], [(13, 5), (17, 4), (15, 4)], [False, True, True, False], 56, False, [False, False, False, False], 3548, 'East', (15, 8))
Element 23: (1, (15, 8), ['', '%', '', ''], [(13, 4), (16, 4), (14, 4)], [False, True, False, False], 54, False, [False, False, False, False], 3567, 'East', (16, 8))
Element 24: (1, (16, 8), ['', '', '%', '%'], [(13, 3), (16, 4), (15, 4)], [False, False, True, True], 52, False, [False, False, False, False], 3576, 'South', (16, 7))
Element 25: (1, (16, 7), ['%', '', '', '%'], [(13, 2), (16, 5), (15, 3)], [True, False, False, True], 50, False, [False, False, False, False], 3585, 'South', (16, 6))
Element 26: (1, (16, 6), ['', '', '', ''], [(13, 1), (16, 4), (15, 2)], [False, False, False, False], 48, False, [False, False, False, False], 3594, 'East', (17, 6))
Element 27: (1, (17, 6), ['', '%', '%', ''], [(12, 1), (16, 5), (16, 2)], [False, True, True, False], 46, False, [False, False, False, False], 3603, 'East', (18, 6))
Element 28: #1#
