Element 1: (0, (3, 7), ['%', '.', '.', '%'], [(3, 2), (7, 4), (10, 4)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (3, 8))
Element 2: (0, (3, 8), ['%', '', '%', '.'], [(4, 2), (7, 5), (11, 4)], [True, False, True, False], 96, False, [False, False, False, True], 1029, 'East', (4, 8))
Element 3: (0, (4, 8), ['', '%', '.', '.'], [(4, 3), (6, 5), (12, 4)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (5, 8))
Element 4: (0, (5, 8), ['', '%', '%', '.'], [(4, 4), (6, 6), (13, 4)], [False, True, True, False], 92, False, [False, False, False, True], 1107, 'East', (6, 8))
Element 5: (0, (6, 8), ['', 'G', '.', '.'], [(5, 4), (6, 7), (14, 4)], [False, False, False, False], 90, False, [False, False, True, True], 1146, 'East', (7, 8))
Element 6: (0, (7, 8), ['G', '%', '%', '.'], [(6, 4), (6, 8), (15, 4)], [False, True, True, False], 88, False, [False, False, False, True], 1175, 'East', (8, 8))
Element 7: (0, (8, 8), ['', '%', '%', '.'], [(6, 3), (6, 9), (16, 4)], [False, True, True, False], 86, False, [False, False, False, True], 1214, 'East', (9, 8))
Element 8: (0, (9, 8), ['', '', '%', '.'], [(6, 2), (6, 10), (17, 4)], [False, False, True, False], 84, False, [False, False, False, True], 1253, 'East', (10, 8))
Element 9: (0, (10, 8), ['', '', '%', '.'], [(7, 2), (7, 10), (16, 4)], [False, False, True, False], 82, False, [False, False, False, True], 1282, 'East', (11, 8))
Element 10: (0, (11, 8), ['', '%', '%', '.'], [(8, 2), (8, 10), (16, 5)], [False, True, True, False], 80, False, [False, False, False, True], 1321, 'East', (12, 8))
Element 11: (0, (12, 8), ['', '%', '%', '.'], [(9, 2), (9, 10), (16, 6)], [False, True, True, False], 78, False, [False, False, False, True], 1360, 'East', (13, 8))
Element 12: (0, (13, 8), ['', '.', '.', '.'], [(10, 2), (10, 10), (17, 6)], [False, False, False, False], 76, False, [False, True, True, True], 1399, 'East', (14, 8))
Element 13: (0, (14, 8), ['', '%', '%', '.'], [(11, 2), (11, 10), (18, 6)], [False, True, True, False], 74, False, [False, False, False, True], 2428, 'East', (15, 8))
Element 14: #1#
