Element 1: (1, (1, 6), ['%', '.', '.', '.'], [(14, 6), (5, 8), (9, 1)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (2, 6))
Element 2: (1, (2, 6), ['', '%', '%', '.'], [(15, 6), (6, 8), (10, 1)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 6))
Element 3: (1, (3, 6), ['', '.', '.', '.'], [(16, 6), (7, 8), (11, 1)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (4, 6))
Element 4: (1, (4, 6), ['', '%', '%', '.'], [(17, 6), (8, 8), (12, 1)], [False, True, True, False], 92, False, [False, False, False, True], 1116, 'East', (5, 6))
Element 5: (1, (5, 6), ['', '%', '%', '.'], [(18, 6), (9, 8), (13, 1)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (6, 6))
Element 6: (1, (6, 6), ['', '.', '.', '%'], [(18, 7), (10, 8), (13, 2)], [False, False, False, True], 88, False, [False, True, True, False], 1194, 'North', (6, 7))
Element 7: (1, (6, 7), ['%', '', '', '%'], [(18, 8), (11, 8), (13, 3)], [True, False, False, True], 86, False, [False, False, False, False], 1233, 'North', (6, 8))
Element 8: (1, (6, 8), ['', '', '.', ''], [(18, 9), (12, 8), (13, 4)], [False, False, False, False], 84, False, [False, False, True, False], 1262, 'North', (6, 9))
Element 9: (1, (6, 9), ['%', '', '.', '%'], [(18, 10), (13, 8), (14, 4)], [True, False, False, True], 82, False, [False, False, True, False], 1301, 'North', (6, 10))
Element 10: (1, (6, 10), ['%', '', '%', '.'], [(17, 10), (14, 8), (15, 4)], [True, False, True, False], 80, False, [False, False, False, True], 1340, 'East', (7, 10))
Element 11: (1, (7, 10), ['', '%', '%', '.'], [(16, 10), (15, 8), (16, 4)], [False, True, True, False], 78, False, [False, False, False, True], 1379, 'East', (8, 10))
Element 12: (1, (8, 10), ['', '%', '%', '.'], [(15, 10), (16, 8), (17, 4)], [False, True, True, False], 76, False, [False, False, False, True], 1418, 'East', (9, 10))
Element 13: (1, (9, 10), ['', '%', '%', '.'], [(15, 9), (16, 7), (16, 4)], [False, True, True, False], 74, False, [False, False, False, True], 1447, 'East', (10, 10))
Element 14: (1, (10, 10), ['', '%', '%', 'F'], [(15, 8), (16, 6), (16, 5)], [False, True, True, False], 72, False, [False, False, False, False], 1466, 'East', (11, 10))
Element 15: (1, (11, 10), ['', '%', '%', 'F'], [(16, 8), (17, 6), (16, 6)], [False, True, True, False], 70, False, [False, False, False, False], 2465, 'East', (12, 10))
Element 16: (1, (12, 10), ['', '%', '%', '.'], [(16, 7), (18, 6), (17, 6)], [False, True, True, False], 68, False, [False, False, False, True], 3464, 'East', (13, 10))
Element 17: (1, (13, 10), ['', '.', '%', '%'], [(16, 8), (18, 5), (18, 6)], [False, False, True, True], 66, False, [False, True, False, False], 3483, 'South', (13, 9))
Element 18: (1, (13, 9), ['%', '', '', '%'], [(15, 8), (18, 5), (18, 7)], [True, False, False, True], 64, False, [False, False, False, False], 3492, 'South', (13, 8))
Element 19: (1, (13, 8), ['', '.', '', 'G'], [(14, 8), (18, 6), (18, 8)], [False, False, False, False], 62, False, [False, True, False, False], 3491, 'South', (13, 7))
Element 20: (1, (13, 7), ['%', '', 'G', '%'], [(13, 8), (18, 6), (18, 9)], [True, False, False, True], 60, False, [False, False, False, False], 3500, 'South', (13, 6))
Element 21: (1, (13, 6), ['%', '.', '', ''], [(13, 9), (17, 6), (18, 10)], [True, False, False, False], 58, False, [False, True, False, False], 3499, 'South', (13, 5))
Element 22: (1, (13, 5), ['%', '', '', '%'], [(13, 10), (16, 6), (17, 10)], [True, False, False, True], 56, False, [False, False, False, False], 3508, 'South', (13, 4))
Element 23: (1, (13, 4), ['.', '', '', ''], [(12, 10), (15, 6), (16, 10)], [False, False, False, False], 54, False, [True, False, False, False], 3507, 'West', (12, 4))
Element 24: (1, (12, 4), ['.', '%', '%', ''], [(11, 10), (14, 6), (15, 10)], [False, True, True, False], 52, False, [True, False, False, False], 3516, 'West', (11, 4))
Element 25: (1, (11, 4), ['.', '%', '%', ''], [(10, 10), (13, 6), (15, 9)], [False, True, True, False], 50, False, [True, False, False, False], 3525, 'West', (10, 4))
Element 26: (1, (10, 4), ['.', '%', '%', ''], [(9, 10), (13, 7), (15, 8)], [False, True, True, False], 48, False, [True, False, False, False], 3534, 'West', (9, 4))
Element 27: (1, (9, 4), ['', '%', '%', ''], [(8, 10), (13, 6), (16, 8)], [False, True, True, False], 46, False, [False, False, False, False], 3543, 'West', (8, 4))
Element 28: (1, (8, 4), ['.', '%', '%', ''], [(7, 10), (13, 5), (16, 7)], [False, True, True, False], 44, False, [True, False, False, False], 3542, 'West', (7, 4))
Element 29: (1, (7, 4), ['.', '%', 'F', ''], [(6, 10), (13, 4), (16, 8)], [False, True, False, False], 42, False, [True, False, False, False], 3551, 'North', (7, 5))
Element 30: #1#
