Element 1: (0, (6, 3), ['%', '.', '.', '%'], [(6, 7), (9, 1), (17, 4)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (6, 4))
Element 2: (0, (6, 4), ['.', '', '.', '.'], [(6, 8), (10, 1), (16, 4)], [False, False, False, False], 96, False, [True, False, True, True], 39, 'East', (7, 4))
Element 3: (0, (7, 4), ['', '%', 'F', ''], [(7, 8), (11, 1), (16, 5)], [False, True, False, False], 94, False, [False, False, False, False], 1068, 'North', (7, 5))
Element 4: (0, (7, 5), ['.', '', '%', '%'], [(8, 8), (12, 1), (16, 6)], [False, False, True, True], 92, False, [True, False, False, False], 2097, 'West', (6, 5))
Element 5: (0, (6, 5), ['%', '', '.', ''], [(9, 8), (13, 1), (17, 6)], [True, False, False, False], 90, False, [False, False, True, False], 2136, 'North', (6, 6))
Element 6: (0, (6, 6), ['.', '', '', '%'], [(10, 8), (13, 2), (18, 6)], [False, False, False, True], 88, False, [True, False, False, False], 2175, 'West', (5, 6))
Element 7: (0, (5, 6), ['.', '%', '%', ''], [(11, 8), (13, 3), (18, 7)], [False, True, True, False], 86, False, [True, False, False, False], 2214, 'West', (4, 6))
Element 8: (0, (4, 6), ['.', '%', '%', ''], [(12, 8), (13, 4), (18, 8)], [False, True, True, False], 84, False, [True, False, False, False], 2253, 'West', (3, 6))
Element 9: (0, (3, 6), ['.', '.', '.', ''], [(13, 8), (14, 4), (18, 9)], [False, False, False, False], 82, False, [True, True, True, False], 2292, 'North', (3, 7))
Element 10: (0, (3, 7), ['%', '', '.', '%'], [(14, 8), (15, 4), (18, 10)], [True, False, False, True], 80, False, [False, False, True, False], 2331, 'North', (3, 8))
Element 11: (0, (3, 8), ['%', '', '%', '.'], [(15, 8), (15, 3), (17, 10)], [True, False, True, False], 78, False, [False, False, False, True], 2370, 'East', (4, 8))
Element 12: (0, (4, 8), ['', '%', '.', '.'], [(16, 8), (15, 2), (16, 10)], [False, True, False, False], 76, False, [False, False, True, True], 2409, 'East', (5, 8))
Element 13: (0, (5, 8), ['', '%', '%', ''], [(16, 7), (16, 2), (15, 10)], [False, True, True, False], 74, False, [False, False, False, False], 2448, 'East', (6, 8))
Element 14: (0, (6, 8), ['', '', '.', ''], [(16, 6), (17, 2), (15, 9)], [False, False, False, False], 72, False, [False, False, True, False], 2467, 'North', (6, 9))
Element 15: (0, (6, 9), ['%', '', '.', '%'], [(15, 6), (17, 1), (15, 8)], [True, False, False, True], 70, False, [False, False, True, False], 2496, 'North', (6, 10))
Element 16: (0, (6, 10), ['%', '', '%', '.'], [(14, 6), (18, 1), (16, 8)], [True, False, True, False], 68, False, [False, False, False, True], 2525, 'East', (7, 10))
Element 17: (0, (7, 10), ['', '%', '%', '.'], [(13, 6), (18, 2), (16, 7)], [False, True, True, False], 66, False, [False, False, False, True], 2544, 'East', (8, 10))
Element 18: (0, (8, 10), ['', '%', '%', '.'], [(13, 7), (18, 3), (16, 8)], [False, True, True, False], 64, False, [False, False, False, True], 2573, 'East', (9, 10))
Element 19: (0, (9, 10), ['', '%', '%', '.'], [(13, 6), (18, 2), (15, 8)], [False, True, True, False], 62, False, [False, False, False, True], 2582, 'East', (10, 10))
Element 20: (0, (10, 10), ['', '%', '%', 'F'], [(13, 5), (18, 1), (14, 8)], [False, True, True, False], 60, False, [False, False, False, False], 2601, 'East', (11, 10))
Element 21: (0, (11, 10), ['', '%', '%', 'F'], [(13, 4), (17, 1), (13, 8)], [False, True, True, False], 58, False, [False, False, False, False], 3600, 'East', (12, 10))
Element 22: #1#
