Element 1: (3, (17, 10), ['.', '%', '%', '.'], [(13, 2), (2, 2), (7, 10)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (18, 10))
Element 2: (3, (18, 10), ['', '.', '%', '%'], [(13, 3), (3, 2), (8, 10)], [False, False, True, True], 96, False, [False, True, False, False], 68, 'South', (18, 9))
Element 3: (3, (18, 9), ['%', '.', '', '%'], [(13, 4), (4, 2), (9, 10)], [True, False, False, True], 94, False, [False, True, False, False], 107, 'South', (18, 8))
Element 4: (3, (18, 8), ['%', '.', '', '%'], [(14, 4), (4, 3), (10, 10)], [True, False, False, True], 92, False, [False, True, False, False], 146, 'South', (18, 7))
Element 5: (3, (18, 7), ['%', '.', '', '%'], [(15, 4), (4, 4), (11, 10)], [True, False, False, True], 90, False, [False, True, False, False], 1175, 'South', (18, 6))
Element 6: (3, (18, 6), ['.', '.', '', '%'], [(16, 4), (5, 4), (12, 10)], [False, False, False, True], 88, False, [True, True, False, False], 2204, 'South', (18, 5))
Element 7: (3, (18, 5), ['%', '%', '', '%'], [(17, 4), (6, 4), (13, 10)], [True, True, False, True], 86, False, [False, False, False, False], 2243, 'North', (18, 6))
Element 8: (3, (18, 6), ['.', '', '', '%'], [(16, 4), (7, 4), (13, 9)], [False, False, False, True], 84, False, [True, False, False, False], 2262, 'West', (17, 6))
Element 9: (3, (17, 6), ['.', '%', '%', ''], [(16, 5), (7, 5), (13, 8)], [False, True, True, False], 82, False, [True, False, False, False], 3291, 'West', (16, 6))
Element 10: (3, (16, 6), ['.', '', '.', ''], [(16, 4), (6, 5), (14, 8)], [False, False, False, False], 80, False, [True, False, True, False], 3320, 'North', (16, 7))
Element 11: (3, (16, 7), ['%', '', '.', '%'], [(15, 4), (6, 6), (15, 8)], [True, False, False, True], 78, False, [False, False, True, False], 3349, 'North', (16, 8))
Element 12: (3, (16, 8), ['', '', '%', '%'], [(15, 3), (6, 7), (15, 9)], [False, False, True, True], 76, False, [False, False, False, False], 3388, 'West', (15, 8))
Element 13: (3, (15, 8), ['', '%', '', ''], [(15, 2), (6, 8), (15, 10)], [False, True, False, False], 74, False, [False, False, False, False], 3417, 'North', (15, 9))
Element 14: (3, (15, 9), ['%', '', '', '%'], [(16, 2), (7, 8), (16, 10)], [True, False, False, True], 72, False, [False, False, False, False], 3446, 'North', (15, 10))
Element 15: (3, (15, 10), ['%', '', '%', ''], [(17, 2), (8, 8), (17, 10)], [True, False, True, False], 70, False, [False, False, False, False], 3465, 'East', (16, 10))
Element 16: (3, (16, 10), ['', '%', '%', ''], [(17, 1), (9, 8), (18, 10)], [False, True, True, False], 68, False, [False, False, False, False], 3484, 'West', (15, 10))
Element 17: (3, (15, 10), ['%', '', '%', ''], [(18, 1), (10, 8), (18, 9)], [True, False, True, False], 66, False, [False, False, False, False], 3503, 'South', (15, 9))
Element 18: (3, (15, 9), ['%', '', '', '%'], [(18, 2), (11, 8), (18, 8)], [True, False, False, True], 64, False, [False, False, False, False], 3512, 'South', (15, 8))
Element 19: (3, (15, 8), ['', '%', '', ''], [(18, 3), (12, 8), (18, 7)], [False, True, False, False], 62, False, [False, False, False, False], 3531, 'West', (14, 8))
Element 20: (3, (14, 8), ['G', '%', '%', ''], [(18, 2), (13, 8), (18, 6)], [False, True, True, False], 60, False, [False, False, False, False], 3530, 'East', (15, 8))
Element 21: (3, (15, 8), ['', '%', '', ''], [(18, 1), (13, 7), (18, 5)], [False, True, False, False], 58, False, [False, False, False, False], 3539, 'East', (16, 8))
Element 22: (3, (16, 8), ['', '', '%', '%'], [(17, 1), (13, 6), (18, 6)], [False, False, True, True], 56, False, [False, False, False, False], 3548, 'South', (16, 7))
Element 23: (3, (16, 7), ['%', '', '', '%'], [(16, 1), (14, 6), (17, 6)], [True, False, False, True], 54, False, [False, False, False, False], 3567, 'South', (16, 6))
Element 24: (3, (16, 6), ['G', '', '', ''], [(15, 1), (15, 6), (18, 6)], [False, False, False, False], 52, False, [False, False, False, False], 3586, 'South', (16, 5))
Element 25: (3, (16, 5), ['%', '', 'G', '%'], [(16, 1), (16, 6), (18, 7)], [True, False, False, True], 50, False, [False, False, False, False], 3585, 'South', (16, 4))
Element 26: (3, (16, 4), ['', '%', '', ''], [(17, 1), (17, 6), (18, 8)], [False, True, False, False], 48, False, [False, False, False, False], 3584, 'East', (17, 4))
Element 27: (3, (17, 4), ['', '%', '%', '%'], [(17, 2), (18, 6), (18, 9)], [False, True, True, True], 46, False, [False, False, False, False], 3583, 'West', (16, 4))
Element 28: (3, (16, 4), ['', '%', '', ''], [(18, 2), (18, 7), (18, 10)], [False, True, False, False], 44, False, [False, False, False, False], 3582, 'West', (15, 4))
Element 29: (3, (15, 4), ['', '', '%', ''], [(17, 2), (18, 8), (17, 10)], [False, False, True, False], 42, False, [False, False, False, False], 3581, 'South', (15, 3))
Element 30: (3, (15, 3), ['%', '', '', '%'], [(16, 2), (18, 9), (16, 10)], [True, False, False, True], 40, False, [False, False, False, False], 3580, 'South', (15, 2))
Element 31: (3, (15, 2), ['%', '', '', ''], [(16, 1), (18, 10), (15, 10)], [True, False, False, False], 38, False, [False, False, False, False], 3579, 'East', (16, 2))
Element 32: (3, (16, 2), ['', '', '%', ''], [(15, 1), (17, 10), (15, 9)], [False, False, True, False], 36, False, [False, False, False, False], 3578, 'East', (17, 2))
Element 33: (3, (17, 2), ['', '', '%', ''], [(15, 2), (16, 10), (15, 8)], [False, False, True, False], 34, False, [False, False, False, False], 3577, 'East', (18, 2))
Element 34: (3, (18, 2), ['', '', '', '%'], [(15, 1), (15, 10), (14, 8)], [False, False, False, True], 32, False, [False, False, False, False], 3576, 'North', (18, 3))
Element 35: (3, (18, 3), ['%', '', '%', '%'], [(15, 2), (15, 9), (13, 8)], [True, False, True, True], 30, False, [False, False, False, False], 3575, 'South', (18, 2))
Element 36: (3, (18, 2), ['', '', '', '%'], [(15, 3), (15, 8), (13, 7)], [False, False, False, True], 28, False, [False, False, False, False], 3574, 'South', (18, 1))
Element 37: (3, (18, 1), ['', '%', '', '%'], [(15, 4), (16, 8), (13, 6)], [False, True, False, True], 26, False, [False, False, False, False], 3573, 'West', (17, 1))
Element 38: (3, (17, 1), ['', '%', '', ''], [(14, 4), (16, 7), (13, 5)], [False, True, False, False], 24, False, [False, False, False, False], 3582, 'West', (16, 1))
Element 39: (3, (16, 1), ['', '%', '', ''], [(13, 4), (16, 8), (13, 6)], [False, True, False, False], 22, False, [False, False, False, False], 3581, 'West', (15, 1))
Element 40: (3, (15, 1), ['%', '%', '', ''], [(13, 5), (15, 8), (14, 6)], [True, True, False, False], 20, False, [False, False, False, False], 3580, 'East', (16, 1))
Element 41: (3, (16, 1), ['', '%', '', ''], [(13, 6), (14, 8), (15, 6)], [False, True, False, False], 18, False, [False, False, False, False], 3579, 'East', (17, 1))
Element 42: (3, (17, 1), ['', '%', '', ''], [(14, 6), (15, 8), (16, 6)], [False, True, False, False], 16, False, [False, False, False, False], 3578, 'East', (18, 1))
Element 43: (3, (18, 1), ['', '%', '', '%'], [(15, 6), (15, 9), (16, 7)], [False, True, False, True], 14, False, [False, False, False, False], 3577, 'North', (18, 2))
Element 44: (3, (18, 2), ['', '', '', '%'], [(16, 6), (15, 10), (16, 8)], [False, False, False, True], 12, False, [False, False, False, False], 3576, 'West', (17, 2))
Element 45: (3, (17, 2), ['', '', '%', ''], [(17, 6), (16, 10), (16, 7)], [False, False, True, False], 10, False, [False, False, False, False], 3575, 'South', (17, 1))
Element 46: (3, (17, 1), ['', '%', '', ''], [(18, 6), (17, 10), (16, 6)], [False, True, False, False], 8, False, [False, False, False, False], 3574, 'North', (17, 2))
Element 47: (3, (17, 2), ['', '', '%', ''], [(18, 7), (18, 10), (16, 5)], [False, False, True, False], 6, False, [False, False, False, False], 3573, 'West', (16, 2))
Element 48: (3, (16, 2), ['', '', '%', ''], [(18, 8), (18, 9), (16, 4)], [False, False, True, False], 4, False, [False, False, False, False], 3572, 'South', (16, 1))
Element 49: (3, (16, 1), ['', '%', '', ''], [(18, 7), (18, 8), (17, 4)], [False, True, False, False], 2, False, [False, False, False, False], 3571, 'North', (16, 2))
Element 50: (3, (16, 2), ['', '', '%', ''], [(18, 7), (18, 8), (17, 4)], [False, False, True, False], 0, False, [False, False, False, False], 3570, 'Stop', (16, 2))
Element 51: #0#
