Element 1: (2, (10, 4), ['.', '%', '%', '.'], [(7, 4), (10, 10), (11, 8)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (11, 4))
Element 2: (2, (11, 4), ['', '%', '%', '.'], [(7, 5), (11, 10), (12, 8)], [False, True, True, False], 96, False, [False, False, False, True], 2038, 'East', (12, 4))
Element 3: (2, (12, 4), ['', '%', '%', '.'], [(6, 5), (12, 10), (13, 8)], [False, True, True, False], 94, False, [False, False, False, True], 3067, 'East', (13, 4))
Element 4: (2, (13, 4), ['', '.', '.', '.'], [(6, 6), (13, 10), (14, 8)], [False, False, False, False], 92, False, [False, True, True, True], 3106, 'East', (14, 4))
Element 5: (2, (14, 4), ['', '%', '%', '.'], [(6, 7), (13, 9), (15, 8)], [False, True, True, False], 90, False, [False, False, False, True], 3145, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '.', '%', '.'], [(6, 8), (13, 8), (16, 8)], [False, False, True, False], 88, False, [False, True, False, True], 3174, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', '.'], [(7, 8), (13, 7), (16, 7)], [False, True, False, False], 86, False, [False, False, True, True], 3213, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '%', '%', '%'], [(8, 8), (13, 6), (16, 6)], [False, True, True, True], 84, False, [False, False, False, False], 3252, 'West', (16, 4))
Element 9: (2, (16, 4), ['', '%', '.', ''], [(9, 8), (14, 6), (17, 6)], [False, True, False, False], 82, False, [False, False, True, False], 3281, 'North', (16, 5))
Element 10: (2, (16, 5), ['%', '', '', '%'], [(10, 8), (15, 6), (18, 6)], [True, False, False, True], 80, False, [False, False, False, False], 3320, 'North', (16, 6))
Element 11: (2, (16, 6), ['', '', '', ''], [(11, 8), (14, 6), (18, 7)], [False, False, False, False], 78, False, [False, False, False, False], 3329, 'East', (17, 6))
Element 12: (2, (17, 6), ['', '%', '%', ''], [(12, 8), (13, 6), (18, 8)], [False, True, True, False], 76, False, [False, False, False, False], 3338, 'East', (18, 6))
Element 13: (2, (18, 6), ['', '.', '', '%'], [(13, 8), (13, 5), (18, 9)], [False, False, False, True], 74, False, [False, True, False, False], 3357, 'South', (18, 5))
Element 14: (2, (18, 5), ['%', '%', '', '%'], [(14, 8), (13, 4), (18, 10)], [True, True, False, True], 72, False, [False, False, False, False], 3376, 'North', (18, 6))
Element 15: (2, (18, 6), ['', '', '', '%'], [(15, 8), (13, 3), (17, 10)], [False, False, False, True], 70, False, [False, False, False, False], 3395, 'North', (18, 7))
Element 16: (2, (18, 7), ['%', '', '', '%'], [(15, 9), (13, 2), (16, 10)], [True, False, False, True], 68, False, [False, False, False, False], 3424, 'North', (18, 8))
Element 17: (2, (18, 8), ['%', '', '', '%'], [(15, 8), (13, 1), (15, 10)], [True, False, False, True], 66, False, [False, False, False, False], 3443, 'North', (18, 9))
Element 18: (2, (18, 9), ['%', '', '', '%'], [(16, 8), (12, 1), (15, 9)], [True, False, False, True], 64, False, [False, False, False, False], 3452, 'North', (18, 10))
Element 19: #1#
