Element 1: (0, (15, 10), ['%', '.', '%', '.'], [(2, 1), (6, 2), (8, 8)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (16, 10))
Element 2: (0, (16, 10), ['', '%', '%', '.'], [(3, 1), (7, 2), (9, 8)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (17, 10))
Element 3: (0, (17, 10), ['', '%', '%', '.'], [(4, 1), (8, 2), (10, 8)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (18, 10))
Element 4: (0, (18, 10), ['', '.', '%', '%'], [(4, 2), (9, 2), (11, 8)], [False, False, True, True], 92, False, [False, True, False, False], 117, 'South', (18, 9))
Element 5: (0, (18, 9), ['%', '.', '', '%'], [(4, 3), (10, 2), (12, 8)], [True, False, False, True], 90, False, [False, True, False, False], 156, 'South', (18, 8))
Element 6: (0, (18, 8), ['%', '.', '', '%'], [(4, 4), (11, 2), (13, 8)], [True, False, False, True], 88, False, [False, True, False, False], 195, 'South', (18, 7))
Element 7: (0, (18, 7), ['%', '.', '', '%'], [(5, 4), (11, 1), (14, 8)], [True, False, False, True], 86, False, [False, True, False, False], 1224, 'South', (18, 6))
Element 8: (0, (18, 6), ['.', '.', '', '%'], [(6, 4), (12, 1), (15, 8)], [False, False, False, True], 84, False, [True, True, False, False], 1263, 'South', (18, 5))
Element 9: (0, (18, 5), ['%', '%', '', '%'], [(7, 4), (13, 1), (16, 8)], [True, True, False, True], 82, False, [False, False, False, False], 1302, 'North', (18, 6))
Element 10: (0, (18, 6), ['.', '', '', '%'], [(7, 5), (13, 2), (16, 7)], [False, False, False, True], 80, False, [True, False, False, False], 2321, 'West', (17, 6))
Element 11: (0, (17, 6), ['G', '%', '%', ''], [(6, 5), (13, 3), (16, 6)], [False, True, True, False], 78, False, [False, False, False, False], 2360, 'East', (18, 6))
Element 12: (0, (18, 6), ['', '', '', '%'], [(6, 6), (13, 4), (16, 5)], [False, False, False, True], 76, False, [False, False, False, False], 2389, 'North', (18, 7))
Element 13: (0, (18, 7), ['%', '', '', '%'], [(6, 7), (14, 4), (16, 4)], [True, False, False, True], 74, False, [False, False, False, False], 2418, 'North', (18, 8))
Element 14: (0, (18, 8), ['%', '', '', '%'], [(6, 8), (15, 4), (17, 4)], [True, False, False, True], 72, False, [False, False, False, False], 2447, 'North', (18, 9))
Element 15: (0, (18, 9), ['%', '', '', '%'], [(7, 8), (15, 3), (16, 4)], [True, False, False, True], 70, False, [False, False, False, False], 2466, 'North', (18, 10))
Element 16: (0, (18, 10), ['', '', '%', '%'], [(8, 8), (15, 2), (16, 5)], [False, False, True, True], 68, False, [False, False, False, False], 2475, 'West', (17, 10))
Element 17: (0, (17, 10), ['', '%', '%', ''], [(9, 8), (16, 2), (16, 6)], [False, True, True, False], 66, False, [False, False, False, False], 2484, 'West', (16, 10))
Element 18: (0, (16, 10), ['', '%', '%', ''], [(10, 8), (17, 2), (15, 6)], [False, True, True, False], 64, False, [False, False, False, False], 2503, 'West', (15, 10))
Element 19: (0, (15, 10), ['%', '.', '%', ''], [(11, 8), (17, 1), (14, 6)], [True, False, True, False], 62, False, [False, True, False, False], 2522, 'South', (15, 9))
Element 20: (0, (15, 9), ['%', '', '', '%'], [(12, 8), (18, 1), (13, 6)], [True, False, False, True], 60, False, [False, False, False, False], 2551, 'South', (15, 8))
Element 21: (0, (15, 8), ['', '%', '', ''], [(13, 8), (18, 2), (13, 7)], [False, True, False, False], 58, False, [False, False, False, False], 2560, 'East', (16, 8))
Element 22: (0, (16, 8), ['', '', '%', '%'], [(13, 9), (18, 3), (13, 6)], [False, False, True, True], 56, False, [False, False, False, False], 2579, 'South', (16, 7))
Element 23: (0, (16, 7), ['%', '', '', '%'], [(13, 10), (18, 2), (13, 5)], [True, False, False, True], 54, False, [False, False, False, False], 2598, 'South', (16, 6))
Element 24: (0, (16, 6), ['', '', '', ''], [(12, 10), (18, 1), (13, 4)], [False, False, False, False], 52, False, [False, False, False, False], 3597, 'South', (16, 5))
Element 25: #1#
