Element 1: (0, (1, 2), ['%', '', '.', '.'], [(5, 4), (13, 3), (18, 6)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'East', (2, 2))
Element 2: (0, (2, 2), ['', '.', '%', '.'], [(6, 4), (13, 4), (18, 7)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (3, 2))
Element 3: (0, (3, 2), ['', '.', '%', '.'], [(7, 4), (14, 4), (18, 8)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (4, 2))
Element 4: (0, (4, 2), ['', '.', '.', '%'], [(7, 5), (15, 4), (18, 9)], [False, False, False, True], 92, False, [False, True, True, False], 1107, 'North', (4, 3))
Element 5: (0, (4, 3), ['%', '', '.', '%'], [(6, 5), (16, 4), (18, 10)], [True, False, False, True], 90, False, [False, False, True, False], 1146, 'North', (4, 4))
Element 6: (0, (4, 4), ['.', '', '%', ''], [(6, 6), (17, 4), (17, 10)], [False, False, True, False], 88, False, [True, False, False, False], 1185, 'West', (3, 4))
Element 7: (0, (3, 4), ['%', '%', '.', ''], [(6, 7), (16, 4), (16, 10)], [True, True, False, False], 86, False, [False, False, True, False], 1214, 'North', (3, 5))
Element 8: (0, (3, 5), ['%', '', '.', '%'], [(6, 8), (16, 5), (15, 10)], [True, False, False, True], 84, False, [False, False, True, False], 1253, 'North', (3, 6))
Element 9: (0, (3, 6), ['.', '', '.', '.'], [(7, 8), (16, 6), (15, 9)], [False, False, False, False], 82, False, [True, False, True, True], 1292, 'East', (4, 6))
Element 10: (0, (4, 6), ['', '%', '%', '.'], [(8, 8), (17, 6), (15, 8)], [False, True, True, False], 80, False, [False, False, False, True], 1331, 'East', (5, 6))
Element 11: (0, (5, 6), ['', '%', '%', ''], [(9, 8), (18, 6), (16, 8)], [False, True, True, False], 78, False, [False, False, False, False], 1360, 'East', (6, 6))
Element 12: (0, (6, 6), ['', '', '', '%'], [(10, 8), (18, 5), (16, 7)], [False, False, False, True], 76, False, [False, False, False, False], 1389, 'North', (6, 7))
Element 13: (0, (6, 7), ['%', '', '', '%'], [(11, 8), (18, 6), (16, 6)], [True, False, False, True], 74, False, [False, False, False, False], 1398, 'North', (6, 8))
Element 14: (0, (6, 8), ['.', '', '.', ''], [(12, 8), (18, 7), (15, 6)], [False, False, False, False], 72, False, [True, False, True, False], 1417, 'North', (6, 9))
Element 15: (0, (6, 9), ['%', '', '.', '%'], [(13, 8), (18, 8), (14, 6)], [True, False, False, True], 70, False, [False, False, True, False], 1446, 'North', (6, 10))
Element 16: (0, (6, 10), ['%', '', '%', '.'], [(14, 8), (18, 9), (13, 6)], [True, False, True, False], 68, False, [False, False, False, True], 1475, 'East', (7, 10))
Element 17: (0, (7, 10), ['', '%', '%', '.'], [(15, 8), (18, 10), (13, 7)], [False, True, True, False], 66, False, [False, False, False, True], 1494, 'East', (8, 10))
Element 18: (0, (8, 10), ['', '%', '%', '.'], [(16, 8), (17, 10), (13, 8)], [False, True, True, False], 64, False, [False, False, False, True], 1503, 'East', (9, 10))
Element 19: (0, (9, 10), ['', '%', '%', '.'], [(16, 7), (16, 10), (13, 9)], [False, True, True, False], 62, False, [False, False, False, True], 1522, 'East', (10, 10))
Element 20: (0, (10, 10), ['', '%', '%', 'F'], [(16, 6), (15, 10), (13, 10)], [False, True, True, False], 60, False, [False, False, False, False], 1541, 'East', (11, 10))
Element 21: (0, (11, 10), ['', '%', '%', 'G'], [(17, 6), (15, 9), (12, 10)], [False, True, True, False], 58, False, [False, False, False, False], 3540, 'West', (10, 10))
Element 22: (0, (10, 10), ['', '%', '%', 'G'], [(18, 6), (15, 8), (11, 10)], [False, True, True, False], 56, False, [False, False, False, False], 3539, 'West', (9, 10))
Element 23: (0, (9, 10), ['', '%', '%', 'G'], [(18, 7), (16, 8), (10, 10)], [False, True, True, False], 54, False, [False, False, False, False], 3538, 'West', (8, 10))
Element 24: (0, (8, 10), ['', '%', '%', 'G'], [(18, 8), (16, 7), (9, 10)], [False, True, True, False], 52, False, [False, False, False, False], 3537, 'West', (7, 10))
Element 25: (0, (7, 10), ['', '%', '%', 'G'], [(18, 9), (16, 8), (8, 10)], [False, True, True, False], 50, False, [False, False, False, False], 3536, 'West', (6, 10))
Element 26: (0, (6, 10), ['%', '', '%', 'G'], [(18, 10), (15, 8), (7, 10)], [True, False, True, False], 48, False, [False, False, False, False], 3535, 'South', (6, 9))
Element 27: (0, (6, 9), ['%', '', 'G', '%'], [(17, 10), (14, 8), (6, 10)], [True, False, False, True], 46, False, [False, False, False, False], 3534, 'South', (6, 8))
Element 28: (0, (6, 8), ['.', '', 'G', ''], [(16, 10), (13, 8), (6, 9)], [False, False, False, False], 44, False, [True, False, False, False], 3533, 'West', (5, 8))
Element 29: (0, (5, 8), ['.', '%', '%', 'G'], [(15, 10), (13, 9), (6, 8)], [False, True, True, False], 42, False, [True, False, False, False], 3542, 'West', (4, 8))
Element 30: (0, (4, 8), ['.', '%', '.', ''], [(15, 9), (13, 10), (7, 8)], [False, True, False, False], 40, False, [True, False, True, False], 3551, 'North', (4, 9))
Element 31: (0, (4, 9), ['%', '', '.', '%'], [(15, 10), (12, 10), (8, 8)], [True, False, False, True], 38, False, [False, False, True, False], 3560, 'North', (4, 10))
Element 32: (0, (4, 10), ['.', '', '%', '%'], [(16, 10), (11, 10), (9, 8)], [False, False, True, True], 36, False, [True, False, False, False], 3569, 'West', (3, 10))
Element 33: (0, (3, 10), ['.', '%', '%', ''], [(17, 10), (10, 10), (10, 8)], [False, True, True, False], 34, False, [True, False, False, False], 3578, 'West', (2, 10))
Element 34: (0, (2, 10), ['.', '%', '%', ''], [(18, 10), (9, 10), (11, 8)], [False, True, True, False], 32, False, [True, False, False, False], 3587, 'West', (1, 10))
Element 35: (0, (1, 10), ['%', '.', '%', ''], [(18, 9), (8, 10), (12, 8)], [True, False, True, False], 30, False, [False, True, False, False], 3596, 'South', (1, 9))
Element 36: (0, (1, 9), ['%', '.', '', '%'], [(18, 8), (7, 10), (11, 8)], [True, False, False, True], 28, False, [False, True, False, False], 3605, 'South', (1, 8))
Element 37: (0, (1, 8), ['%', '.', '', '%'], [(18, 7), (6, 10), (10, 8)], [True, False, False, True], 26, False, [False, True, False, False], 3614, 'South', (1, 7))
Element 38: (0, (1, 7), ['%', '.', '', '%'], [(18, 6), (6, 9), (10, 7)], [True, False, False, True], 24, False, [False, True, False, False], 3623, 'South', (1, 6))
Element 39: (0, (1, 6), ['%', '.', '', '.'], [(18, 5), (6, 8), (10, 6)], [True, False, False, False], 22, False, [False, True, False, True], 3632, 'East', (2, 6))
Element 40: (0, (2, 6), ['', '%', '%', ''], [(18, 6), (7, 8), (11, 6)], [False, True, True, False], 20, False, [False, False, False, False], 3651, 'West', (1, 6))
Element 41: (0, (1, 6), ['%', '.', '', ''], [(17, 6), (8, 8), (10, 6)], [True, False, False, False], 18, False, [False, True, False, False], 3650, 'South', (1, 5))
Element 42: (0, (1, 5), ['%', '.', '', '%'], [(16, 6), (9, 8), (9, 6)], [True, False, False, True], 16, False, [False, True, False, False], 3659, 'South', (1, 4))
Element 43: (0, (1, 4), ['%', '.', '', '%'], [(16, 5), (10, 8), (8, 6)], [True, False, False, True], 14, False, [False, True, False, False], 3678, 'South', (1, 3))
