Element 1: (1, (3, 8), ['%', '.', '%', '.'], [(3, 6), (15, 9), (15, 10)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 8))
Element 2: (1, (4, 8), ['', '%', '.', '.'], [(4, 6), (15, 8), (16, 10)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (5, 8))
Element 3: (1, (5, 8), ['', '%', '%', '.'], [(5, 6), (16, 8), (17, 10)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (6, 8))
Element 4: (1, (6, 8), ['', '.', '.', '.'], [(6, 6), (16, 7), (18, 10)], [False, False, False, False], 92, False, [False, True, True, True], 126, 'East', (7, 8))
Element 5: (1, (7, 8), ['', '%', '%', '.'], [(6, 7), (16, 6), (18, 9)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (8, 8))
Element 6: (1, (8, 8), ['', '%', '%', '.'], [(6, 8), (17, 6), (18, 8)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (9, 8))
Element 7: (1, (9, 8), ['', '', '%', '.'], [(6, 9), (18, 6), (18, 7)], [False, False, True, False], 86, False, [False, False, False, True], 233, 'East', (10, 8))
Element 8: (1, (10, 8), ['', '', '%', '.'], [(6, 10), (18, 5), (18, 6)], [False, False, True, False], 84, False, [False, False, False, True], 262, 'East', (11, 8))
Element 9: (1, (11, 8), ['', '%', '%', '.'], [(7, 10), (18, 5), (17, 6)], [False, True, True, False], 82, False, [False, False, False, True], 281, 'East', (12, 8))
Element 10: (1, (12, 8), ['', '%', '%', '.'], [(8, 10), (18, 6), (16, 6)], [False, True, True, False], 80, False, [False, False, False, True], 300, 'East', (13, 8))
Element 11: (1, (13, 8), ['', '.', '.', '.'], [(9, 10), (17, 6), (16, 5)], [False, False, False, False], 78, False, [False, True, True, True], 329, 'East', (14, 8))
Element 12: (1, (14, 8), ['', '%', '%', ''], [(10, 10), (16, 6), (16, 4)], [False, True, True, False], 76, False, [False, False, False, False], 358, 'East', (15, 8))
Element 13: (1, (15, 8), ['', '%', '', ''], [(11, 10), (16, 6), (17, 4)], [False, True, False, False], 74, False, [False, False, False, False], 1367, 'East', (16, 8))
Element 14: (1, (16, 8), ['', '', '%', '%'], [(12, 10), (15, 6), (16, 4)], [False, False, True, True], 72, False, [False, False, False, False], 2376, 'South', (16, 7))
