Element 1: (2, (4, 10), ['.', '.', '%', '%'], [(8, 8), (4, 2), (8, 6)], [False, False, True, True], 98, False, [True, True, False, False], 19, 'South', (4, 9))
Element 2: (2, (4, 9), ['%', '.', '', '%'], [(9, 8), (4, 3), (9, 6)], [True, False, False, True], 96, False, [False, True, False, False], 48, 'South', (4, 8))
Element 3: (2, (4, 8), ['.', '%', '', '.'], [(10, 8), (4, 4), (10, 6)], [False, True, False, False], 94, False, [True, False, False, True], 77, 'East', (5, 8))
Element 4: (2, (5, 8), ['', '%', '%', '.'], [(11, 8), (5, 4), (11, 6)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (6, 8))
Element 5: (2, (6, 8), ['', '.', '.', ''], [(12, 8), (6, 4), (10, 6)], [False, False, False, False], 90, False, [False, True, True, False], 145, 'North', (6, 9))
Element 6: (2, (6, 9), ['%', '', '.', '%'], [(13, 8), (7, 4), (10, 7)], [True, False, False, True], 88, False, [False, False, True, False], 174, 'North', (6, 10))
Element 7: (2, (6, 10), ['%', '', '%', '.'], [(14, 8), (7, 5), (10, 8)], [True, False, True, False], 86, False, [False, False, False, True], 1193, 'East', (7, 10))
Element 8: (2, (7, 10), ['', '%', '%', '.'], [(15, 8), (6, 5), (11, 8)], [False, True, True, False], 84, False, [False, False, False, True], 1222, 'East', (8, 10))
Element 9: (2, (8, 10), ['', '%', '%', '.'], [(16, 8), (6, 6), (12, 8)], [False, True, True, False], 82, False, [False, False, False, True], 1251, 'East', (9, 10))
Element 10: (2, (9, 10), ['', '%', '%', '.'], [(16, 7), (6, 7), (13, 8)], [False, True, True, False], 80, False, [False, False, False, True], 1280, 'East', (10, 10))
Element 11: (2, (10, 10), ['', '%', '%', 'F'], [(16, 6), (6, 8), (13, 9)], [False, True, True, False], 78, False, [False, False, False, False], 1309, 'East', (11, 10))
Element 12: (2, (11, 10), ['', '%', '%', 'F'], [(17, 6), (7, 8), (13, 10)], [False, True, True, False], 76, False, [False, False, False, False], 2328, 'East', (12, 10))
Element 13: (2, (12, 10), ['', '%', '%', ''], [(18, 6), (8, 8), (13, 9)], [False, True, True, False], 74, False, [False, False, False, False], 3337, 'East', (13, 10))
Element 14: (2, (13, 10), ['', '', '%', '%'], [(18, 7), (9, 8), (13, 8)], [False, False, True, True], 72, False, [False, False, False, False], 3346, 'South', (13, 9))
Element 15: (2, (13, 9), ['%', '', '', '%'], [(18, 8), (10, 8), (13, 7)], [True, False, False, True], 70, False, [False, False, False, False], 3365, 'South', (13, 8))
