Element 1: (0, (6, 2), ['%', '.', '.', '.'], [(4, 10), (12, 4), (13, 1)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (7, 2))
Element 2: (0, (7, 2), ['', '.', '%', '.'], [(4, 9), (13, 4), (13, 2)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (8, 2))
Element 3: (0, (8, 2), ['', '.', '%', '.'], [(4, 8), (14, 4), (13, 3)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (9, 2))
Element 4: (0, (9, 2), ['', '.', '%', '.'], [(5, 8), (15, 4), (13, 4)], [False, False, True, False], 92, False, [False, True, False, True], 107, 'East', (10, 2))
Element 5: (0, (10, 2), ['', '.', '%', '.'], [(6, 8), (16, 4), (13, 5)], [False, False, True, False], 90, False, [False, True, False, True], 146, 'East', (11, 2))
Element 6: (0, (11, 2), ['', 'F', '%', '.'], [(7, 8), (17, 4), (13, 6)], [False, False, True, False], 88, False, [False, False, False, True], 185, 'South', (11, 1))
Element 7: (0, (11, 1), ['.', '%', '', '.'], [(8, 8), (16, 4), (14, 6)], [False, True, False, False], 86, False, [True, False, False, True], 1204, 'East', (12, 1))
Element 8: (0, (12, 1), ['', '%', '.', ''], [(9, 8), (16, 5), (15, 6)], [False, True, False, False], 84, False, [False, False, True, False], 1243, 'North', (12, 2))
Element 9: (0, (12, 2), ['', '', '%', ''], [(10, 8), (16, 6), (14, 6)], [False, False, True, False], 82, False, [False, False, False, False], 1272, 'East', (13, 2))
Element 10: (0, (13, 2), ['', '', '', '%'], [(11, 8), (17, 6), (13, 6)], [False, False, False, True], 80, False, [False, False, False, False], 1291, 'North', (13, 3))
Element 11: (0, (13, 3), ['%', '', '', '%'], [(12, 8), (18, 6), (13, 7)], [True, False, False, True], 78, False, [False, False, False, False], 1320, 'North', (13, 4))
Element 12: (0, (13, 4), ['', '', '', ''], [(13, 8), (18, 7), (13, 6)], [False, False, False, False], 76, False, [False, False, False, False], 1339, 'East', (14, 4))
Element 13: (0, (14, 4), ['', '%', '%', ''], [(14, 8), (18, 8), (13, 5)], [False, True, True, False], 74, False, [False, False, False, False], 1358, 'East', (15, 4))
Element 14: (0, (15, 4), ['', '.', '%', ''], [(15, 8), (18, 9), (13, 4)], [False, False, True, False], 72, False, [False, True, False, False], 1377, 'South', (15, 3))
Element 15: (0, (15, 3), ['%', '.', '', '%'], [(16, 8), (18, 10), (14, 4)], [True, False, False, True], 70, False, [False, True, False, False], 1406, 'South', (15, 2))
Element 16: (0, (15, 2), ['%', '.', '', '.'], [(16, 7), (17, 10), (15, 4)], [True, False, False, False], 68, False, [False, True, False, True], 1435, 'East', (16, 2))
Element 17: (0, (16, 2), ['', '.', '%', '.'], [(16, 6), (16, 10), (16, 4)], [False, False, True, False], 66, False, [False, True, False, True], 1454, 'East', (17, 2))
Element 18: (0, (17, 2), ['', '.', '%', ''], [(17, 6), (15, 10), (17, 4)], [False, False, True, False], 64, False, [False, True, False, False], 1473, 'South', (17, 1))
Element 19: (0, (17, 1), ['.', '%', '', '.'], [(18, 6), (15, 9), (16, 4)], [False, True, False, False], 62, False, [True, False, False, True], 1492, 'East', (18, 1))
Element 20: (0, (18, 1), ['', '%', '', '%'], [(18, 5), (15, 8), (16, 5)], [False, True, False, True], 60, False, [False, False, False, False], 1511, 'North', (18, 2))
Element 21: (0, (18, 2), ['', '', '.', '%'], [(18, 6), (16, 8), (16, 6)], [False, False, False, True], 58, False, [False, False, True, False], 1510, 'North', (18, 3))
Element 22: (0, (18, 3), ['%', '', '%', '%'], [(18, 7), (16, 7), (17, 6)], [True, False, True, True], 56, False, [False, False, False, False], 1519, 'South', (18, 2))
Element 23: (0, (18, 2), ['', '', '', '%'], [(18, 8), (16, 8), (18, 6)], [False, False, False, True], 54, False, [False, False, False, False], 1518, 'South', (18, 1))
Element 24: (0, (18, 1), ['', '%', '', '%'], [(18, 9), (15, 8), (18, 7)], [False, True, False, True], 52, False, [False, False, False, False], 1517, 'West', (17, 1))
Element 25: (0, (17, 1), ['.', '%', '', ''], [(18, 10), (14, 8), (18, 8)], [False, True, False, False], 50, False, [True, False, False, False], 1516, 'West', (16, 1))
Element 26: (0, (16, 1), ['.', '%', '', ''], [(17, 10), (13, 8), (18, 9)], [False, True, False, False], 48, False, [True, False, False, False], 1525, 'West', (15, 1))
Element 27: (0, (15, 1), ['%', '%', '', ''], [(16, 10), (13, 9), (18, 10)], [True, True, False, False], 46, False, [False, False, False, False], 1544, 'East', (16, 1))
