Element 1: (1, (3, 2), ['.', '.', '%', '.'], [(3, 8), (7, 4), (10, 4)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (4, 2))
Element 2: (1, (4, 2), ['', '.', '.', '%'], [(4, 8), (7, 5), (11, 4)], [False, False, False, True], 96, False, [False, True, True, False], 1038, 'North', (4, 3))
Element 3: (1, (4, 3), ['%', '', '.', '%'], [(5, 8), (6, 5), (12, 4)], [True, False, False, True], 94, False, [False, False, True, False], 1077, 'North', (4, 4))
Element 4: (1, (4, 4), ['.', '', '%', '.'], [(6, 8), (6, 6), (13, 4)], [False, False, True, False], 92, False, [True, False, False, True], 1116, 'East', (5, 4))
Element 5: (1, (5, 4), ['', '%', '%', '.'], [(7, 8), (6, 7), (14, 4)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (6, 4))
Element 6: (1, (6, 4), ['', '.', '', ''], [(8, 8), (6, 8), (15, 4)], [False, False, False, False], 88, False, [False, True, False, False], 1184, 'South', (6, 3))
Element 7: (1, (6, 3), ['%', '.', '', '%'], [(9, 8), (6, 9), (16, 4)], [True, False, False, True], 86, False, [False, True, False, False], 1223, 'South', (6, 2))
Element 8: (1, (6, 2), ['%', '.', '', '.'], [(10, 8), (6, 10), (17, 4)], [True, False, False, False], 84, False, [False, True, False, True], 1262, 'East', (7, 2))
Element 9: (1, (7, 2), ['', '.', '%', '.'], [(11, 8), (7, 10), (16, 4)], [False, False, True, False], 82, False, [False, True, False, True], 1291, 'East', (8, 2))
Element 10: (1, (8, 2), ['', '.', '%', '.'], [(12, 8), (8, 10), (16, 5)], [False, False, True, False], 80, False, [False, True, False, True], 1330, 'East', (9, 2))
Element 11: (1, (9, 2), ['', '.', '%', '.'], [(13, 8), (9, 10), (16, 6)], [False, False, True, False], 78, False, [False, True, False, True], 1369, 'East', (10, 2))
Element 12: (1, (10, 2), ['', '.', '%', '.'], [(14, 8), (10, 10), (17, 6)], [False, False, True, False], 76, False, [False, True, False, True], 1408, 'East', (11, 2))
Element 13: (1, (11, 2), ['', 'F', '%', '.'], [(15, 8), (11, 10), (18, 6)], [False, False, True, False], 74, False, [False, False, False, True], 2437, 'South', (11, 1))
Element 14: #1#
