Element 1: (0, (9, 4), ['', '%', '%', '.'], [(2, 2), (6, 1), (12, 8)], [False, True, True, False], 98, False, [False, False, False, True], 0, 'East', (10, 4))
Element 2: (0, (10, 4), ['', '%', '%', '.'], [(3, 2), (7, 1), (13, 8)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (11, 4))
Element 3: (0, (11, 4), ['', '%', '%', '.'], [(4, 2), (8, 1), (14, 8)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (12, 4))
Element 4: (0, (12, 4), ['', '%', '%', '.'], [(4, 3), (9, 1), (15, 8)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (13, 4))
Element 5: (0, (13, 4), ['', '.', '.', '.'], [(4, 4), (10, 1), (16, 8)], [False, False, False, False], 90, False, [False, True, True, True], 156, 'East', (14, 4))
Element 6: (0, (14, 4), ['', '%', '%', '.'], [(5, 4), (11, 1), (16, 7)], [False, True, True, False], 88, False, [False, False, False, True], 1185, 'East', (15, 4))
Element 7: (0, (15, 4), ['', '.', '%', '.'], [(6, 4), (12, 1), (16, 6)], [False, False, True, False], 86, False, [False, True, False, True], 1224, 'East', (16, 4))
Element 8: (0, (16, 4), ['', '%', '.', '.'], [(7, 4), (13, 1), (17, 6)], [False, True, False, False], 84, False, [False, False, True, True], 1263, 'East', (17, 4))
Element 9: (0, (17, 4), ['', '%', '%', '%'], [(7, 5), (13, 2), (18, 6)], [False, True, True, True], 82, False, [False, False, False, False], 2292, 'West', (16, 4))
Element 10: (0, (16, 4), ['', '%', '.', ''], [(6, 5), (13, 3), (18, 7)], [False, True, False, False], 80, False, [False, False, True, False], 2321, 'North', (16, 5))
Element 11: (0, (16, 5), ['%', '', '', '%'], [(6, 6), (13, 4), (18, 8)], [True, False, False, True], 78, False, [False, False, False, False], 2350, 'North', (16, 6))
Element 12: (0, (16, 6), ['.', '', '', ''], [(6, 7), (13, 5), (18, 9)], [False, False, False, False], 76, False, [True, False, False, False], 2379, 'West', (15, 6))
Element 13: (0, (15, 6), ['.', '%', '%', ''], [(6, 8), (13, 6), (18, 10)], [False, True, True, False], 74, False, [True, False, False, False], 2418, 'West', (14, 6))
Element 14: (0, (14, 6), ['', '%', '%', ''], [(7, 8), (13, 7), (17, 10)], [False, True, True, False], 72, False, [False, False, False, False], 2457, 'West', (13, 6))
Element 15: (0, (13, 6), ['%', '', '', ''], [(8, 8), (13, 8), (16, 10)], [True, False, False, False], 70, False, [False, False, False, False], 2476, 'North', (13, 7))
Element 16: (0, (13, 7), ['%', '', '', '%'], [(9, 8), (13, 9), (15, 10)], [True, False, False, True], 68, False, [False, False, False, False], 2505, 'North', (13, 8))
Element 17: (0, (13, 8), ['', '', '', ''], [(10, 8), (13, 10), (15, 9)], [False, False, False, False], 66, False, [False, False, False, False], 2534, 'East', (14, 8))
Element 18: (0, (14, 8), ['', '%', '%', ''], [(11, 8), (12, 10), (15, 10)], [False, True, True, False], 64, False, [False, False, False, False], 3543, 'East', (15, 8))
Element 19: #1#
