Element 1: (2, (9, 8), ['.', '', '%', '.'], [(5, 6), (7, 8), (16, 4)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (10, 8))
Element 2: (2, (10, 8), ['', '', '%', '.'], [(6, 6), (8, 8), (17, 4)], [False, False, True, False], 96, False, [False, False, False, True], 58, 'East', (11, 8))
Element 3: (2, (11, 8), ['', '%', '%', '.'], [(6, 7), (9, 8), (16, 4)], [False, True, True, False], 94, False, [False, False, False, True], 77, 'East', (12, 8))
Element 4: (2, (12, 8), ['', '%', '%', '.'], [(6, 8), (10, 8), (16, 5)], [False, True, True, False], 92, False, [False, False, False, True], 96, 'East', (13, 8))
Element 5: (2, (13, 8), ['', '.', '.', '.'], [(6, 9), (11, 8), (16, 6)], [False, False, False, False], 90, False, [False, True, True, True], 125, 'East', (14, 8))
Element 6: (2, (14, 8), ['', '%', '%', '.'], [(6, 10), (12, 8), (17, 6)], [False, True, True, False], 88, False, [False, False, False, True], 154, 'East', (15, 8))
Element 7: (2, (15, 8), ['', '%', '.', '.'], [(7, 10), (13, 8), (18, 6)], [False, True, False, False], 86, False, [False, False, True, True], 183, 'East', (16, 8))
Element 8: (2, (16, 8), ['', '.', '%', '%'], [(8, 10), (13, 9), (18, 7)], [False, False, True, True], 84, False, [False, True, False, False], 222, 'South', (16, 7))
Element 9: (2, (16, 7), ['%', '', '', '%'], [(9, 10), (13, 10), (18, 8)], [True, False, False, True], 82, False, [False, False, False, False], 261, 'South', (16, 6))
Element 10: (2, (16, 6), ['.', '', '', ''], [(10, 10), (12, 10), (18, 9)], [False, False, False, False], 80, False, [True, False, False, False], 1280, 'West', (15, 6))
Element 11: (2, (15, 6), ['.', '%', '%', ''], [(11, 10), (13, 10), (18, 10)], [False, True, True, False], 78, False, [True, False, False, False], 2299, 'West', (14, 6))
Element 12: (2, (14, 6), ['.', '%', '%', ''], [(12, 10), (13, 9), (17, 10)], [False, True, True, False], 76, False, [True, False, False, False], 2318, 'West', (13, 6))
Element 13: (2, (13, 6), ['%', '.', '.', ''], [(13, 10), (13, 8), (16, 10)], [True, False, False, False], 74, False, [False, True, True, False], 2337, 'North', (13, 7))
Element 14: (2, (13, 7), ['%', '', '', '%'], [(13, 9), (12, 8), (15, 10)], [True, False, False, True], 72, False, [False, False, False, False], 2356, 'South', (13, 6))
Element 15: (2, (13, 6), ['%', '.', '', ''], [(13, 8), (11, 8), (15, 9)], [True, False, False, False], 70, False, [False, True, False, False], 2365, 'South', (13, 5))
Element 16: (2, (13, 5), ['%', '.', '', '%'], [(14, 8), (10, 8), (15, 8)], [True, False, False, True], 68, False, [False, True, False, False], 2374, 'South', (13, 4))
Element 17: (2, (13, 4), ['.', '.', '', '.'], [(15, 8), (11, 8), (16, 8)], [False, False, False, False], 66, False, [True, True, False, True], 2383, 'East', (14, 4))
Element 18: (2, (14, 4), ['', '%', '%', '.'], [(16, 8), (12, 8), (16, 7)], [False, True, True, False], 64, False, [False, False, False, True], 2392, 'East', (15, 4))
Element 19: (2, (15, 4), ['', '.', '%', ''], [(16, 7), (11, 8), (16, 6)], [False, False, True, False], 62, False, [False, True, False, False], 2401, 'South', (15, 3))
