Element 1: (2, (13, 1), ['.', '%', '.', '%'], [(4, 1), (6, 8), (13, 10)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (2, (13, 2), ['.', '', '.', '%'], [(4, 2), (7, 8), (12, 10)], [False, False, False, True], 96, False, [True, False, True, False], 1048, 'North', (13, 3))
Element 3: (2, (13, 3), ['%', '', '.', '%'], [(4, 3), (8, 8), (11, 10)], [True, False, False, True], 94, False, [False, False, True, False], 2077, 'North', (13, 4))
Element 4: (2, (13, 4), ['.', '', '.', '.'], [(4, 4), (9, 8), (10, 10)], [False, False, False, False], 92, False, [True, False, True, True], 2116, 'East', (14, 4))
Element 5: (2, (14, 4), ['', '%', '%', '.'], [(5, 4), (10, 8), (9, 10)], [False, True, True, False], 90, False, [False, False, False, True], 2155, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '.', '%', '.'], [(6, 4), (11, 8), (8, 10)], [False, False, True, False], 88, False, [False, True, False, True], 2194, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', '.'], [(7, 4), (12, 8), (7, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2233, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '%', '%', '%'], [(7, 5), (13, 8), (6, 10)], [False, True, True, True], 84, False, [False, False, False, False], 3262, 'West', (16, 4))
Element 9: (2, (16, 4), ['', '%', '.', ''], [(6, 5), (14, 8), (6, 9)], [False, True, False, False], 82, False, [False, False, True, False], 3291, 'North', (16, 5))
Element 10: (2, (16, 5), ['%', '', '.', '%'], [(6, 6), (15, 8), (6, 8)], [True, False, False, True], 80, False, [False, False, True, False], 3320, 'North', (16, 6))
Element 11: (2, (16, 6), ['.', '', '.', '.'], [(5, 6), (16, 8), (5, 8)], [False, False, False, False], 78, False, [True, False, True, True], 3359, 'East', (17, 6))
Element 12: (2, (17, 6), ['', '%', '%', '.'], [(4, 6), (16, 7), (4, 8)], [False, True, True, False], 76, False, [False, False, False, True], 3398, 'East', (18, 6))
Element 13: (2, (18, 6), ['', '.', '.', '%'], [(3, 6), (16, 6), (4, 9)], [False, False, False, True], 74, False, [False, True, True, False], 3427, 'North', (18, 7))
Element 14: (2, (18, 7), ['%', '', '.', '%'], [(3, 7), (15, 6), (4, 10)], [True, False, False, True], 72, False, [False, False, True, False], 3466, 'North', (18, 8))
Element 15: (2, (18, 8), ['%', '', '.', '%'], [(3, 8), (14, 6), (3, 10)], [True, False, False, True], 70, False, [False, False, True, False], 3505, 'North', (18, 9))
Element 16: (2, (18, 9), ['%', '', '.', '%'], [(4, 8), (13, 6), (2, 10)], [True, False, False, True], 68, False, [False, False, True, False], 3534, 'North', (18, 10))
Element 17: (2, (18, 10), ['.', '', '%', '%'], [(5, 8), (13, 7), (1, 10)], [False, False, True, True], 66, False, [True, False, False, False], 3563, 'West', (17, 10))
Element 18: (2, (17, 10), ['.', '%', '%', ''], [(6, 8), (13, 6), (1, 9)], [False, True, True, False], 64, False, [True, False, False, False], 3582, 'West', (16, 10))
Element 19: (2, (16, 10), ['.', '%', '%', ''], [(7, 8), (13, 5), (1, 8)], [False, True, True, False], 62, False, [True, False, False, False], 3611, 'West', (15, 10))
Element 20: (2, (15, 10), ['%', '.', '%', ''], [(8, 8), (13, 4), (1, 7)], [True, False, True, False], 60, False, [False, True, False, False], 3630, 'South', (15, 9))
Element 21: (2, (15, 9), ['%', '', '', '%'], [(9, 8), (12, 4), (1, 6)], [True, False, False, True], 58, False, [False, False, False, False], 3659, 'South', (15, 8))
Element 22: (2, (15, 8), ['', '%', '', ''], [(10, 8), (11, 4), (2, 6)], [False, True, False, False], 56, False, [False, False, False, False], 3678, 'East', (16, 8))
Element 23: (2, (16, 8), ['', '', '%', '%'], [(11, 8), (10, 4), (3, 6)], [False, False, True, True], 54, False, [False, False, False, False], 3687, 'South', (16, 7))
Element 24: (2, (16, 7), ['%', '', '', '%'], [(12, 8), (9, 4), (3, 5)], [True, False, False, True], 52, False, [False, False, False, False], 3706, 'North', (16, 8))
Element 25: (2, (16, 8), ['', '', '%', '%'], [(13, 8), (8, 4), (3, 4)], [False, False, True, True], 50, False, [False, False, False, False], 3715, 'West', (15, 8))
Element 26: (2, (15, 8), ['', '%', '', ''], [(13, 9), (7, 4), (4, 4)], [False, True, False, False], 48, False, [False, False, False, False], 3724, 'West', (14, 8))
Element 27: (2, (14, 8), ['', '%', '%', ''], [(13, 10), (7, 5), (5, 4)], [False, True, True, False], 46, False, [False, False, False, False], 3723, 'West', (13, 8))
Element 28: (2, (13, 8), ['', '', '', ''], [(12, 10), (6, 5), (6, 4)], [False, False, False, False], 44, False, [False, False, False, False], 3722, 'North', (13, 9))
