Element 1: (1, (6, 6), ['.', '.', '.', '%'], [(17, 10), (8, 1), (10, 10)], [False, False, False, True], 98, False, [True, True, True, False], 9, 'North', (6, 7))
Element 2: (1, (6, 7), ['%', '', '.', '%'], [(18, 10), (9, 1), (11, 10)], [True, False, False, True], 96, False, [False, False, True, False], 1038, 'North', (6, 8))
Element 3: (1, (6, 8), ['.', '', '.', '.'], [(18, 9), (10, 1), (12, 10)], [False, False, False, False], 94, False, [True, False, True, True], 2067, 'East', (7, 8))
Element 4: (1, (7, 8), ['', '%', '%', '.'], [(18, 8), (11, 1), (13, 10)], [False, True, True, False], 92, False, [False, False, False, True], 3096, 'East', (8, 8))
Element 5: (1, (8, 8), ['', '%', '%', '.'], [(18, 7), (12, 1), (13, 9)], [False, True, True, False], 90, False, [False, False, False, True], 3135, 'East', (9, 8))
Element 6: (1, (9, 8), ['', '', '%', '.'], [(18, 6), (13, 1), (13, 8)], [False, False, True, False], 88, False, [False, False, False, True], 3174, 'East', (10, 8))
Element 7: (1, (10, 8), ['', '', '%', '.'], [(18, 5), (13, 2), (14, 8)], [False, False, True, False], 86, False, [False, False, False, True], 3213, 'East', (11, 8))
Element 8: (1, (11, 8), ['', '%', '%', '.'], [(18, 6), (13, 3), (15, 8)], [False, True, True, False], 84, False, [False, False, False, True], 3242, 'East', (12, 8))
Element 9: (1, (12, 8), ['', '%', '%', ''], [(17, 6), (13, 4), (16, 8)], [False, True, True, False], 82, False, [False, False, False, False], 3281, 'East', (13, 8))
Element 10: (1, (13, 8), ['', '.', '', ''], [(16, 6), (14, 4), (16, 7)], [False, False, False, False], 80, False, [False, True, False, False], 3310, 'South', (13, 7))
Element 11: (1, (13, 7), ['%', '.', '', '%'], [(16, 5), (15, 4), (16, 8)], [True, False, False, True], 78, False, [False, True, False, False], 3339, 'South', (13, 6))
Element 12: (1, (13, 6), ['%', '.', '', '.'], [(16, 6), (16, 4), (15, 8)], [True, False, False, False], 76, False, [False, True, False, True], 3358, 'East', (14, 6))
Element 13: (1, (14, 6), ['', '%', '%', 'G'], [(15, 6), (17, 4), (15, 9)], [False, True, True, False], 74, False, [False, False, False, False], 3397, 'West', (13, 6))
Element 14: (1, (13, 6), ['%', '.', '', 'G'], [(14, 6), (16, 4), (15, 10)], [True, False, False, False], 72, False, [False, True, False, False], 3406, 'South', (13, 5))
Element 15: (1, (13, 5), ['%', '', 'G', '%'], [(13, 6), (16, 5), (16, 10)], [True, False, False, True], 70, False, [False, False, False, False], 3415, 'South', (13, 4))
Element 16: (1, (13, 4), ['.', '', '', ''], [(13, 7), (16, 6), (17, 10)], [False, False, False, False], 68, False, [True, False, False, False], 3414, 'West', (12, 4))
Element 17: (1, (12, 4), ['.', '%', '%', ''], [(13, 8), (17, 6), (18, 10)], [False, True, True, False], 66, False, [True, False, False, False], 3423, 'West', (11, 4))
Element 18: (1, (11, 4), ['.', '%', '%', ''], [(14, 8), (18, 6), (18, 9)], [False, True, True, False], 64, False, [True, False, False, False], 3432, 'West', (10, 4))
Element 19: (1, (10, 4), ['.', '%', '%', ''], [(15, 8), (18, 7), (18, 8)], [False, True, True, False], 62, False, [True, False, False, False], 3441, 'West', (9, 4))
Element 20: (1, (9, 4), ['', '%', '%', ''], [(16, 8), (18, 6), (18, 7)], [False, True, True, False], 60, False, [False, False, False, False], 3450, 'West', (8, 4))
Element 21: (1, (8, 4), ['.', '%', '%', ''], [(16, 7), (18, 5), (18, 6)], [False, True, True, False], 58, False, [True, False, False, False], 3449, 'West', (7, 4))
Element 22: (1, (7, 4), ['.', '%', 'F', ''], [(16, 8), (18, 5), (17, 6)], [False, True, False, False], 56, False, [True, False, False, False], 3458, 'North', (7, 5))
Element 23: #1#
