Element 1: (0, (8, 2), ['.', '.', '%', '.'], [(5, 4), (5, 8), (12, 8)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (9, 2))
Element 2: (0, (9, 2), ['', '.', '%', '.'], [(6, 4), (6, 8), (13, 8)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (10, 2))
Element 3: (0, (10, 2), ['', '.', '%', '.'], [(7, 4), (7, 8), (14, 8)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (11, 2))
Element 4: (0, (11, 2), ['', 'F', '%', '.'], [(7, 5), (8, 8), (15, 8)], [False, False, True, False], 92, False, [False, False, False, True], 1107, 'South', (11, 1))
Element 5: (0, (11, 1), ['.', '%', '', '.'], [(6, 5), (9, 8), (16, 8)], [False, True, False, False], 90, False, [True, False, False, True], 2136, 'East', (12, 1))
Element 6: (0, (12, 1), ['', '%', '.', '.'], [(6, 6), (10, 8), (16, 7)], [False, True, False, False], 88, False, [False, False, True, True], 2175, 'East', (13, 1))
Element 7: (0, (13, 1), ['', '%', '.', '%'], [(6, 7), (11, 8), (16, 6)], [False, True, False, True], 86, False, [False, False, True, False], 2214, 'North', (13, 2))
Element 8: (0, (13, 2), ['.', '', '.', '%'], [(6, 8), (12, 8), (17, 6)], [False, False, False, True], 84, False, [True, False, True, False], 2233, 'North', (13, 3))
Element 9: (0, (13, 3), ['%', '', '.', '%'], [(6, 9), (13, 8), (18, 6)], [True, False, False, True], 82, False, [False, False, True, False], 2262, 'North', (13, 4))
Element 10: (0, (13, 4), ['.', '', '.', '.'], [(6, 10), (13, 9), (18, 7)], [False, False, False, False], 80, False, [True, False, True, True], 2301, 'East', (14, 4))
Element 11: (0, (14, 4), ['', '%', '%', '.'], [(7, 10), (13, 10), (18, 8)], [False, True, True, False], 78, False, [False, False, False, True], 2340, 'East', (15, 4))
Element 12: (0, (15, 4), ['', '.', '%', '.'], [(8, 10), (12, 10), (18, 9)], [False, False, True, False], 76, False, [False, True, False, True], 3369, 'East', (16, 4))
Element 13: #1#
