Element 1: (2, (3, 4), ['%', '%', '.', '.'], [(6, 10), (1, 9), (18, 8)], [True, True, False, False], 98, False, [False, False, True, True], 19, 'East', (4, 4))
Element 2: (2, (4, 4), ['', '.', '%', '.'], [(7, 10), (1, 10), (18, 9)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (5, 4))
Element 3: (2, (5, 4), ['', '%', '%', '.'], [(8, 10), (2, 10), (18, 10)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (6, 4))
Element 4: (2, (6, 4), ['', '.', '.', '.'], [(9, 10), (3, 10), (17, 10)], [False, False, False, False], 92, False, [False, True, True, True], 136, 'East', (7, 4))
Element 5: (2, (7, 4), ['', '%', 'F', ''], [(10, 10), (4, 10), (16, 10)], [False, True, False, False], 90, False, [False, False, False, False], 175, 'North', (7, 5))
Element 6: (2, (7, 5), ['.', '', '%', '%'], [(11, 10), (4, 9), (15, 10)], [False, False, True, True], 88, False, [True, False, False, False], 2194, 'West', (6, 5))
Element 7: (2, (6, 5), ['%', '', '.', ''], [(12, 10), (4, 8), (15, 9)], [True, False, False, False], 86, False, [False, False, True, False], 3223, 'North', (6, 6))
Element 8: (2, (6, 6), ['.', '', '.', '%'], [(13, 10), (5, 8), (15, 8)], [False, False, False, True], 84, False, [True, False, True, False], 3262, 'North', (6, 7))
Element 9: (2, (6, 7), ['%', '', 'G', '%'], [(13, 9), (6, 8), (16, 8)], [True, False, False, True], 82, False, [False, False, False, False], 3301, 'South', (6, 6))
Element 10: (2, (6, 6), ['.', '', '', '%'], [(13, 8), (7, 8), (16, 7)], [False, False, False, True], 80, False, [True, False, False, False], 3330, 'West', (5, 6))
Element 11: (2, (5, 6), ['.', '%', '%', ''], [(14, 8), (8, 8), (16, 6)], [False, True, True, False], 78, False, [True, False, False, False], 3369, 'West', (4, 6))
Element 12: (2, (4, 6), ['.', '%', '%', ''], [(15, 8), (9, 8), (17, 6)], [False, True, True, False], 76, False, [True, False, False, False], 3398, 'West', (3, 6))
Element 13: (2, (3, 6), ['.', '.', '.', ''], [(16, 8), (10, 8), (18, 6)], [False, False, False, False], 74, False, [True, True, True, False], 3427, 'North', (3, 7))
Element 14: (2, (3, 7), ['%', '', '.', '%'], [(16, 7), (11, 8), (18, 7)], [True, False, False, True], 72, False, [False, False, True, False], 3456, 'North', (3, 8))
Element 15: (2, (3, 8), ['%', '', '%', ''], [(16, 6), (12, 8), (18, 6)], [True, False, True, False], 70, False, [False, False, False, False], 3475, 'East', (4, 8))
Element 16: (2, (4, 8), ['', '%', '', ''], [(16, 5), (13, 8), (18, 5)], [False, True, False, False], 68, False, [False, False, False, False], 3494, 'East', (5, 8))
Element 17: (2, (5, 8), ['', '%', '%', ''], [(16, 4), (13, 7), (18, 6)], [False, True, True, False], 66, False, [False, False, False, False], 3513, 'East', (6, 8))
Element 18: (2, (6, 8), ['', '', '', ''], [(17, 4), (13, 6), (17, 6)], [False, False, False, False], 64, False, [False, False, False, False], 3532, 'East', (7, 8))
Element 19: (2, (7, 8), ['', '%', '%', ''], [(16, 4), (14, 6), (16, 6)], [False, True, True, False], 62, False, [False, False, False, False], 3541, 'East', (8, 8))
Element 20: (2, (8, 8), ['', '%', '%', ''], [(15, 4), (15, 6), (16, 5)], [False, True, True, False], 60, False, [False, False, False, False], 3560, 'East', (9, 8))
Element 21: (2, (9, 8), ['', '', '%', ''], [(15, 3), (16, 6), (16, 4)], [False, False, True, False], 58, False, [False, False, False, False], 3569, 'East', (10, 8))
Element 22: (2, (10, 8), ['', '', '%', ''], [(15, 2), (17, 6), (17, 4)], [False, False, True, False], 56, False, [False, False, False, False], 3578, 'East', (11, 8))
Element 23: (2, (11, 8), ['', '%', '%', ''], [(16, 2), (18, 6), (16, 4)], [False, True, True, False], 54, False, [False, False, False, False], 3587, 'East', (12, 8))
Element 24: (2, (12, 8), ['', '%', '%', ''], [(17, 2), (18, 7), (15, 4)], [False, True, True, False], 52, False, [False, False, False, False], 3596, 'East', (13, 8))
Element 25: (2, (13, 8), ['', '', '', ''], [(17, 1), (18, 8), (14, 4)], [False, False, False, False], 50, False, [False, False, False, False], 3615, 'East', (14, 8))
Element 26: (2, (14, 8), ['', '%', '%', ''], [(18, 1), (18, 9), (13, 4)], [False, True, True, False], 48, False, [False, False, False, False], 3634, 'East', (15, 8))
Element 27: (2, (15, 8), ['', '%', '', ''], [(18, 2), (18, 10), (13, 5)], [False, True, False, False], 46, False, [False, False, False, False], 3643, 'East', (16, 8))
Element 28: (2, (16, 8), ['', '', '%', '%'], [(18, 3), (17, 10), (13, 6)], [False, False, True, True], 44, False, [False, False, False, False], 3652, 'South', (16, 7))
Element 29: (2, (16, 7), ['%', '', '', '%'], [(18, 2), (16, 10), (14, 6)], [True, False, False, True], 42, False, [False, False, False, False], 3651, 'South', (16, 6))
Element 30: (2, (16, 6), ['G', '', '', ''], [(18, 1), (15, 10), (15, 6)], [False, False, False, False], 40, False, [False, False, False, False], 3650, 'East', (17, 6))
Element 31: (2, (17, 6), ['', '%', '%', ''], [(17, 1), (15, 9), (14, 6)], [False, True, True, False], 38, False, [False, False, False, False], 3649, 'East', (18, 6))
Element 32: (2, (18, 6), ['', '', '', '%'], [(16, 1), (15, 8), (13, 6)], [False, False, False, True], 36, False, [False, False, False, False], 3658, 'North', (18, 7))
Element 33: (2, (18, 7), ['%', '', '', '%'], [(15, 1), (16, 8), (13, 7)], [True, False, False, True], 34, False, [False, False, False, False], 3667, 'North', (18, 8))
Element 34: (2, (18, 8), ['%', '', '', '%'], [(16, 1), (16, 7), (13, 8)], [True, False, False, True], 32, False, [False, False, False, False], 3666, 'North', (18, 9))
Element 35: (2, (18, 9), ['%', '', '', '%'], [(17, 1), (16, 8), (14, 8)], [True, False, False, True], 30, False, [False, False, False, False], 3665, 'North', (18, 10))
Element 36: (2, (18, 10), ['', '', '%', '%'], [(17, 2), (15, 8), (13, 8)], [False, False, True, True], 28, False, [False, False, False, False], 3664, 'West', (17, 10))
Element 37: (2, (17, 10), ['', '%', '%', ''], [(18, 2), (14, 8), (13, 9)], [False, True, True, False], 26, False, [False, False, False, False], 3663, 'West', (16, 10))
Element 38: (2, (16, 10), ['', '%', '%', ''], [(17, 2), (15, 8), (13, 10)], [False, True, True, False], 24, False, [False, False, False, False], 3662, 'West', (15, 10))
Element 39: (2, (15, 10), ['%', 'G', '%', ''], [(16, 2), (15, 9), (12, 10)], [True, False, True, False], 22, False, [False, False, False, False], 3661, 'East', (16, 10))
Element 40: (2, (16, 10), ['G', '%', '%', ''], [(16, 1), (15, 10), (11, 10)], [False, True, True, False], 20, False, [False, False, False, False], 3660, 'East', (17, 10))
Element 41: (2, (17, 10), ['G', '%', '%', ''], [(16, 2), (16, 10), (10, 10)], [False, True, True, False], 18, False, [False, False, False, False], 3659, 'East', (18, 10))
Element 42: (2, (18, 10), ['G', '', '%', '%'], [(15, 2), (17, 10), (9, 10)], [False, False, True, True], 16, False, [False, False, False, False], 3658, 'South', (18, 9))
Element 43: (2, (18, 9), ['%', '', 'G', '%'], [(15, 1), (18, 10), (8, 10)], [True, False, False, True], 14, False, [False, False, False, False], 3657, 'South', (18, 8))
Element 44: (2, (18, 8), ['%', '', 'G', '%'], [(15, 2), (18, 9), (7, 10)], [True, False, False, True], 12, False, [False, False, False, False], 3656, 'South', (18, 7))
Element 45: (2, (18, 7), ['%', '', 'G', '%'], [(15, 3), (18, 8), (6, 10)], [True, False, False, True], 10, False, [False, False, False, False], 3655, 'South', (18, 6))
Element 46: (2, (18, 6), ['', '', 'G', '%'], [(15, 4), (18, 7), (6, 9)], [False, False, False, True], 8, False, [False, False, False, False], 3654, 'South', (18, 5))
Element 47: (2, (18, 5), ['%', '%', 'G', '%'], [(14, 4), (18, 6), (6, 8)], [True, True, False, True], 6, False, [False, False, False, False], 3653, 'Stop', (18, 5))
Element 48: (2, (18, 5), ['%', '%', '', '%'], [(13, 4), (17, 6), (7, 8)], [True, True, False, True], 4, False, [False, False, False, False], 3652, 'North', (18, 6))
Element 49: (2, (18, 6), ['', '', '', '%'], [(13, 3), (16, 6), (8, 8)], [False, False, False, True], 2, False, [False, False, False, False], 3661, 'West', (17, 6))
Element 50: (2, (17, 6), ['G', '%', '%', ''], [(13, 3), (16, 6), (9, 8)], [False, True, True, False], 0, False, [False, False, False, False], 3660, 'Stop', (17, 6))
Element 51: #0#
