Element 1: (2, (3, 1), ['.', '%', '.', '.'], [(17, 10), (1, 5), (9, 10)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (4, 1))
Element 2: (2, (4, 1), ['', '%', '.', '%'], [(18, 10), (1, 6), (10, 10)], [False, True, False, True], 96, False, [False, False, True, False], 58, 'North', (4, 2))
Element 3: (2, (4, 2), ['.', '', '.', '%'], [(18, 9), (2, 6), (11, 10)], [False, False, False, True], 94, False, [True, False, True, False], 1087, 'North', (4, 3))
Element 4: (2, (4, 3), ['%', '', '.', '%'], [(18, 8), (3, 6), (12, 10)], [True, False, False, True], 92, False, [False, False, True, False], 2116, 'North', (4, 4))
Element 5: (2, (4, 4), ['.', '', '%', '.'], [(18, 7), (4, 6), (13, 10)], [False, False, True, False], 90, False, [True, False, False, True], 2155, 'East', (5, 4))
Element 6: (2, (5, 4), ['', '%', '%', '.'], [(18, 6), (5, 6), (13, 9)], [False, True, True, False], 88, False, [False, False, False, True], 2194, 'East', (6, 4))
Element 7: (2, (6, 4), ['', '.', '.', '.'], [(18, 5), (6, 6), (13, 8)], [False, False, False, False], 86, False, [False, True, True, True], 2233, 'East', (7, 4))
Element 8: (2, (7, 4), ['', '%', 'F', ''], [(18, 6), (6, 7), (14, 8)], [False, True, False, False], 84, False, [False, False, False, False], 2262, 'North', (7, 5))
Element 9: (2, (7, 5), ['.', '', '%', '%'], [(17, 6), (6, 8), (15, 8)], [False, False, True, True], 82, False, [True, False, False, False], 3291, 'West', (6, 5))
Element 10: (2, (6, 5), ['%', '', '', ''], [(16, 6), (7, 8), (16, 8)], [True, False, False, False], 80, False, [False, False, False, False], 3330, 'North', (6, 6))
Element 11: (2, (6, 6), ['', '', '', '%'], [(16, 5), (8, 8), (16, 7)], [False, False, False, True], 78, False, [False, False, False, False], 3359, 'North', (6, 7))
Element 12: (2, (6, 7), ['%', '', '', '%'], [(16, 4), (9, 8), (16, 6)], [True, False, False, True], 76, False, [False, False, False, False], 3378, 'North', (6, 8))
Element 13: (2, (6, 8), ['.', '', '.', ''], [(17, 4), (10, 8), (15, 6)], [False, False, False, False], 74, False, [True, False, True, False], 3407, 'North', (6, 9))
Element 14: (2, (6, 9), ['%', '', '.', '%'], [(16, 4), (11, 8), (14, 6)], [True, False, False, True], 72, False, [False, False, True, False], 3436, 'North', (6, 10))
Element 15: (2, (6, 10), ['%', '', '%', '.'], [(15, 4), (12, 8), (13, 6)], [True, False, True, False], 70, False, [False, False, False, True], 3475, 'East', (7, 10))
Element 16: (2, (7, 10), ['', '%', '%', '.'], [(15, 3), (13, 8), (13, 7)], [False, True, True, False], 68, False, [False, False, False, True], 3504, 'East', (8, 10))
Element 17: (2, (8, 10), ['', '%', '%', ''], [(15, 2), (14, 8), (13, 6)], [False, True, True, False], 66, False, [False, False, False, False], 3523, 'East', (9, 10))
Element 18: (2, (9, 10), ['', '%', '%', ''], [(16, 2), (15, 8), (13, 5)], [False, True, True, False], 64, False, [False, False, False, False], 3542, 'East', (10, 10))
Element 19: (2, (10, 10), ['', '%', '%', ''], [(17, 2), (15, 9), (13, 4)], [False, True, True, False], 62, False, [False, False, False, False], 3571, 'East', (11, 10))
Element 20: (2, (11, 10), ['', '%', '%', ''], [(17, 1), (15, 10), (14, 4)], [False, True, True, False], 60, False, [False, False, False, False], 3600, 'East', (12, 10))
Element 21: (2, (12, 10), ['', '%', '%', ''], [(18, 1), (16, 10), (15, 4)], [False, True, True, False], 58, False, [False, False, False, False], 3609, 'East', (13, 10))
Element 22: (2, (13, 10), ['', '', '%', '%'], [(18, 2), (17, 10), (16, 4)], [False, False, True, True], 56, False, [False, False, False, False], 3608, 'South', (13, 9))
Element 23: (2, (13, 9), ['%', '', '', '%'], [(18, 3), (18, 10), (17, 4)], [True, False, False, True], 54, False, [False, False, False, False], 3617, 'South', (13, 8))
Element 24: (2, (13, 8), ['', '', '', ''], [(18, 2), (18, 9), (16, 4)], [False, False, False, False], 52, False, [False, False, False, False], 3616, 'East', (14, 8))
