Element 1: (1, (4, 10), ['.', '.', '%', '%'], [(1, 5), (7, 1), (7, 4)], [False, False, True, True], 98, False, [True, True, False, False], 9, 'South', (4, 9))
Element 2: (1, (4, 9), ['%', '.', '', '%'], [(1, 6), (8, 1), (7, 5)], [True, False, False, True], 96, False, [False, True, False, False], 1038, 'South', (4, 8))
Element 3: (1, (4, 8), ['.', '%', '', '.'], [(2, 6), (9, 1), (6, 5)], [False, True, False, False], 94, False, [True, False, False, True], 1077, 'East', (5, 8))
Element 4: (1, (5, 8), ['', '%', '%', '.'], [(3, 6), (10, 1), (6, 6)], [False, True, True, False], 92, False, [False, False, False, True], 1116, 'East', (6, 8))
Element 5: (1, (6, 8), ['', 'G', '.', '.'], [(4, 6), (11, 1), (6, 7)], [False, False, False, False], 90, False, [False, False, True, True], 2145, 'East', (7, 8))
Element 6: (1, (7, 8), ['G', '%', '%', '.'], [(5, 6), (12, 1), (6, 8)], [False, True, True, False], 88, False, [False, False, False, True], 2174, 'East', (8, 8))
Element 7: (1, (8, 8), ['', '%', '%', '.'], [(6, 6), (13, 1), (6, 9)], [False, True, True, False], 86, False, [False, False, False, True], 2203, 'East', (9, 8))
Element 8: (1, (9, 8), ['', '', '%', '.'], [(6, 7), (13, 2), (6, 10)], [False, False, True, False], 84, False, [False, False, False, True], 2232, 'East', (10, 8))
Element 9: (1, (10, 8), ['', '', '%', '.'], [(6, 8), (13, 3), (7, 10)], [False, False, True, False], 82, False, [False, False, False, True], 2261, 'East', (11, 8))
Element 10: (1, (11, 8), ['', '%', '%', '.'], [(7, 8), (13, 4), (8, 10)], [False, True, True, False], 80, False, [False, False, False, True], 2290, 'East', (12, 8))
Element 11: (1, (12, 8), ['', '%', '%', '.'], [(8, 8), (14, 4), (9, 10)], [False, True, True, False], 78, False, [False, False, False, True], 2319, 'East', (13, 8))
Element 12: (1, (13, 8), ['', '.', '.', '.'], [(9, 8), (15, 4), (10, 10)], [False, False, False, False], 76, False, [False, True, True, True], 2348, 'East', (14, 8))
Element 13: (1, (14, 8), ['', '%', '%', '.'], [(10, 8), (16, 4), (11, 10)], [False, True, True, False], 74, False, [False, False, False, True], 3367, 'East', (15, 8))
Element 14: #1#
