Element 1: (1, (12, 8), ['.', '%', '%', '.'], [(16, 6), (13, 6), (18, 10)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (13, 8))
Element 2: (1, (13, 8), ['', '.', '.', '.'], [(17, 6), (14, 6), (18, 9)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (14, 8))
Element 3: (1, (14, 8), ['', '%', '%', '.'], [(18, 6), (15, 6), (18, 8)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (15, 8))
Element 4: (1, (15, 8), ['', '%', '.', '.'], [(18, 5), (16, 6), (18, 7)], [False, True, False, False], 92, False, [False, False, True, True], 116, 'East', (16, 8))
Element 5: (1, (16, 8), ['', 'G', '%', '%'], [(18, 5), (16, 7), (18, 6)], [False, False, True, True], 90, False, [False, False, False, False], 135, 'West', (15, 8))
Element 6: (1, (15, 8), ['', '%', '.', 'G'], [(18, 6), (16, 8), (17, 6)], [False, True, False, False], 88, False, [False, False, True, False], 134, 'North', (15, 9))
Element 7: (1, (15, 9), ['%', 'G', '.', '%'], [(17, 6), (15, 8), (16, 6)], [True, False, False, True], 86, False, [False, False, True, False], 143, 'North', (15, 10))
Element 8: (1, (15, 10), ['%', 'G', '%', '.'], [(16, 6), (15, 9), (16, 7)], [True, False, True, False], 84, False, [False, False, False, True], 152, 'East', (16, 10))
Element 9: (1, (16, 10), ['G', '%', '%', '.'], [(16, 6), (15, 10), (16, 8)], [False, True, True, False], 82, False, [False, False, False, True], 161, 'East', (17, 10))
Element 10: (1, (17, 10), ['G', '%', '%', ''], [(15, 6), (16, 10), (15, 8)], [False, True, True, False], 80, False, [False, False, False, False], 170, 'East', (18, 10))
Element 11: (1, (18, 10), ['G', '', '%', '%'], [(14, 6), (17, 10), (15, 9)], [False, False, True, True], 78, False, [False, False, False, False], 169, 'South', (18, 9))
Element 12: (1, (18, 9), ['%', '', 'G', '%'], [(13, 6), (18, 10), (15, 10)], [True, False, False, True], 76, False, [False, False, False, False], 168, 'South', (18, 8))
Element 13: (1, (18, 8), ['%', '', 'G', '%'], [(13, 7), (18, 9), (16, 10)], [True, False, False, True], 74, False, [False, False, False, False], 177, 'South', (18, 7))
Element 14: (1, (18, 7), ['%', '', 'G', '%'], [(13, 8), (18, 8), (17, 10)], [True, False, False, True], 72, False, [False, False, False, False], 176, 'South', (18, 6))
Element 15: (1, (18, 6), ['', '', 'G', '%'], [(13, 9), (18, 7), (16, 10)], [False, False, False, True], 70, False, [False, False, False, False], 185, 'South', (18, 5))
Element 16: (1, (18, 5), ['%', '%', 'G', '%'], [(13, 10), (18, 6), (15, 10)], [True, True, False, True], 68, False, [False, False, False, False], 194, 'Stop', (18, 5))
Element 17: (1, (18, 5), ['%', '%', '', '%'], [(12, 10), (17, 6), (15, 9)], [True, True, False, True], 66, False, [False, False, False, False], 1193, 'North', (18, 6))
Element 18: (1, (18, 6), ['', '', '', '%'], [(11, 10), (16, 6), (15, 8)], [False, False, False, True], 64, False, [False, False, False, False], 2192, 'Stop', (18, 6))
Element 19: (1, (18, 6), ['', '', '', '%'], [(10, 10), (16, 7), (14, 8)], [False, False, False, True], 62, False, [False, False, False, False], 2201, 'North', (18, 7))
Element 20: (1, (18, 7), ['%', '', '', '%'], [(9, 10), (16, 8), (13, 8)], [True, False, False, True], 60, False, [False, False, False, False], 2210, 'North', (18, 8))
Element 21: (1, (18, 8), ['%', '', '', '%'], [(8, 10), (16, 8), (13, 9)], [True, False, False, True], 58, False, [False, False, False, False], 2219, 'North', (18, 9))
Element 22: (1, (18, 9), ['%', '', '', '%'], [(7, 10), (16, 8), (13, 10)], [True, False, False, True], 56, False, [False, False, False, False], 2228, 'North', (18, 10))
Element 23: (1, (18, 10), ['', '', '%', '%'], [(6, 10), (16, 8), (12, 10)], [False, False, True, True], 54, False, [False, False, False, False], 2237, 'West', (17, 10))
Element 24: (1, (17, 10), ['', '%', '%', ''], [(6, 9), (16, 8), (11, 10)], [False, True, True, False], 52, False, [False, False, False, False], 2246, 'West', (16, 10))
Element 25: (1, (16, 10), ['', '%', '%', ''], [(6, 8), (16, 8), (10, 10)], [False, True, True, False], 50, False, [False, False, False, False], 2255, 'West', (15, 10))
Element 26: (1, (15, 10), ['%', '', '%', ''], [(7, 8), (16, 8), (9, 10)], [True, False, True, False], 48, False, [False, False, False, False], 2264, 'South', (15, 9))
Element 27: (1, (15, 9), ['%', 'G', '', '%'], [(8, 8), (15, 8), (8, 10)], [True, False, False, True], 46, False, [False, False, False, False], 2273, 'North', (15, 10))
Element 28: (1, (15, 10), ['%', '', '%', ''], [(9, 8), (14, 8), (7, 10)], [True, False, True, False], 44, False, [False, False, False, False], 2282, 'South', (15, 9))
Element 29: (1, (15, 9), ['%', '', '', '%'], [(10, 8), (13, 8), (6, 10)], [True, False, False, True], 42, False, [False, False, False, False], 2291, 'South', (15, 8))
Element 30: (1, (15, 8), ['', '%', '', ''], [(11, 8), (13, 9), (6, 9)], [False, True, False, False], 40, False, [False, False, False, False], 2300, 'West', (14, 8))
Element 31: (1, (14, 8), ['', '%', '%', ''], [(12, 8), (13, 10), (6, 8)], [False, True, True, False], 38, False, [False, False, False, False], 2299, 'West', (13, 8))
Element 32: (1, (13, 8), ['', '', '', ''], [(11, 8), (12, 10), (6, 7)], [False, False, False, False], 36, False, [False, False, False, False], 2308, 'South', (13, 7))
Element 33: (1, (13, 7), ['%', '', '', '%'], [(10, 8), (11, 10), (6, 6)], [True, False, False, True], 34, False, [False, False, False, False], 2317, 'South', (13, 6))
Element 34: (1, (13, 6), ['%', '.', '', ''], [(10, 7), (10, 10), (6, 5)], [True, False, False, False], 32, False, [False, True, False, False], 2326, 'South', (13, 5))
