Element 1: (3, (15, 2), ['%', '.', '.', '.'], [(18, 10), (2, 6), (11, 1)], [True, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (16, 2))
Element 2: (3, (16, 2), ['', '.', '%', '.'], [(18, 9), (3, 6), (12, 1)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (17, 2))
Element 3: (3, (17, 2), ['', '.', '%', ''], [(18, 8), (4, 6), (13, 1)], [False, False, True, False], 94, False, [False, True, False, False], 1097, 'South', (17, 1))
Element 4: (3, (17, 1), ['.', '%', '', '.'], [(18, 7), (5, 6), (13, 2)], [False, True, False, False], 92, False, [True, False, False, True], 1136, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '', '%'], [(18, 6), (6, 6), (13, 3)], [False, True, False, True], 90, False, [False, False, False, False], 1175, 'North', (18, 2))
Element 6: (3, (18, 2), ['', '', '.', '%'], [(18, 5), (6, 7), (13, 4)], [False, False, False, True], 88, False, [False, False, True, False], 1204, 'North', (18, 3))
Element 7: (3, (18, 3), ['%', '', '%', '%'], [(18, 6), (6, 8), (14, 4)], [True, False, True, True], 86, False, [False, False, False, False], 1233, 'South', (18, 2))
Element 8: (3, (18, 2), ['', '', '', '%'], [(17, 6), (7, 8), (15, 4)], [False, False, False, True], 84, False, [False, False, False, False], 1262, 'South', (18, 1))
Element 9: (3, (18, 1), ['', '%', '', '%'], [(16, 6), (8, 8), (16, 4)], [False, True, False, True], 82, False, [False, False, False, False], 1291, 'West', (17, 1))
Element 10: (3, (17, 1), ['.', '%', '', ''], [(16, 7), (9, 8), (17, 4)], [False, True, False, False], 80, False, [True, False, False, False], 1320, 'West', (16, 1))
Element 11: (3, (16, 1), ['.', '%', '', ''], [(16, 8), (10, 8), (16, 4)], [False, True, False, False], 78, False, [True, False, False, False], 1349, 'West', (15, 1))
Element 12: (3, (15, 1), ['%', '%', '', ''], [(15, 8), (11, 8), (16, 5)], [True, True, False, False], 76, False, [False, False, False, False], 1388, 'East', (16, 1))
Element 13: (3, (16, 1), ['', '%', '', ''], [(15, 9), (12, 8), (16, 6)], [False, True, False, False], 74, False, [False, False, False, False], 1407, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '', ''], [(15, 10), (13, 8), (15, 6)], [False, True, False, False], 72, False, [False, False, False, False], 1436, 'North', (17, 2))
Element 15: (3, (17, 2), ['', '', '%', ''], [(16, 10), (14, 8), (14, 6)], [False, False, True, False], 70, False, [False, False, False, False], 1465, 'East', (18, 2))
Element 16: (3, (18, 2), ['', '', '', '%'], [(15, 10), (15, 8), (13, 6)], [False, False, False, True], 68, False, [False, False, False, False], 1474, 'West', (17, 2))
Element 17: (3, (17, 2), ['', '', '%', ''], [(15, 9), (16, 8), (13, 7)], [False, False, True, False], 66, False, [False, False, False, False], 1483, 'West', (16, 2))
Element 18: (3, (16, 2), ['', '', '%', ''], [(15, 8), (16, 7), (13, 8)], [False, False, True, False], 64, False, [False, False, False, False], 1482, 'South', (16, 1))
Element 19: (3, (16, 1), ['', '%', '', ''], [(14, 8), (16, 6), (13, 9)], [False, True, False, False], 62, False, [False, False, False, False], 1491, 'North', (16, 2))
Element 20: (3, (16, 2), ['', '', '%', ''], [(13, 8), (17, 6), (13, 10)], [False, False, True, False], 60, False, [False, False, False, False], 1500, 'West', (15, 2))
Element 21: (3, (15, 2), ['%', '', '.', ''], [(13, 9), (18, 6), (12, 10)], [True, False, False, False], 58, False, [False, False, True, False], 2499, 'North', (15, 3))
Element 22: (3, (15, 3), ['%', '', '', '%'], [(13, 10), (18, 7), (11, 10)], [True, False, False, True], 56, False, [False, False, False, False], 3508, 'North', (15, 4))
Element 23: (3, (15, 4), ['', '', '%', ''], [(12, 10), (18, 8), (10, 10)], [False, False, True, False], 54, False, [False, False, False, False], 3517, 'East', (16, 4))
Element 24: (3, (16, 4), ['', '%', '', ''], [(11, 10), (18, 9), (9, 10)], [False, True, False, False], 52, False, [False, False, False, False], 3526, 'East', (17, 4))
Element 25: (3, (17, 4), ['', '%', '%', '%'], [(10, 10), (18, 10), (8, 10)], [False, True, True, True], 50, False, [False, False, False, False], 3535, 'West', (16, 4))
Element 26: (3, (16, 4), ['', '%', '', ''], [(9, 10), (17, 10), (7, 10)], [False, True, False, False], 48, False, [False, False, False, False], 3544, 'North', (16, 5))
Element 27: (3, (16, 5), ['%', '', '', '%'], [(8, 10), (16, 10), (6, 10)], [True, False, False, True], 46, False, [False, False, False, False], 3553, 'North', (16, 6))
Element 28: (3, (16, 6), ['', '', '', ''], [(7, 10), (15, 10), (6, 9)], [False, False, False, False], 44, False, [False, False, False, False], 3562, 'East', (17, 6))
Element 29: (3, (17, 6), ['', '%', '%', ''], [(6, 10), (15, 9), (6, 8)], [False, True, True, False], 42, False, [False, False, False, False], 3561, 'East', (18, 6))
Element 30: (3, (18, 6), ['', '', '', '%'], [(6, 9), (15, 10), (5, 8)], [False, False, False, True], 40, False, [False, False, False, False], 3570, 'North', (18, 7))
Element 31: (3, (18, 7), ['%', '', '', '%'], [(6, 8), (16, 10), (4, 8)], [True, False, False, True], 38, False, [False, False, False, False], 3579, 'North', (18, 8))
Element 32: (3, (18, 8), ['%', '', '', '%'], [(7, 8), (17, 10), (4, 9)], [True, False, False, True], 36, False, [False, False, False, False], 3588, 'North', (18, 9))
Element 33: (3, (18, 9), ['%', '', 'G', '%'], [(8, 8), (18, 10), (4, 10)], [True, False, False, True], 34, False, [False, False, False, False], 3597, 'South', (18, 8))
Element 34: (3, (18, 8), ['%', '', 'G', '%'], [(9, 8), (18, 9), (3, 10)], [True, False, False, True], 32, False, [False, False, False, False], 3606, 'South', (18, 7))
Element 35: (3, (18, 7), ['%', '', 'G', '%'], [(10, 8), (18, 8), (2, 10)], [True, False, False, True], 30, False, [False, False, False, False], 3615, 'South', (18, 6))
Element 36: (3, (18, 6), ['', '', 'G', '%'], [(11, 8), (18, 7), (1, 10)], [False, False, False, True], 28, False, [False, False, False, False], 3624, 'South', (18, 5))
Element 37: (3, (18, 5), ['%', '%', 'G', '%'], [(12, 8), (18, 6), (1, 9)], [True, True, False, True], 26, False, [False, False, False, False], 3633, 'Stop', (18, 5))
Element 38: (3, (18, 5), ['%', '%', '', '%'], [(11, 8), (17, 6), (1, 8)], [True, True, False, True], 24, False, [False, False, False, False], 3642, 'North', (18, 6))
Element 39: (3, (18, 6), ['', '', '', '%'], [(10, 8), (16, 6), (1, 7)], [False, False, False, True], 22, False, [False, False, False, False], 3651, 'West', (17, 6))
Element 40: (3, (17, 6), ['', '%', '%', ''], [(10, 7), (15, 6), (1, 6)], [False, True, True, False], 20, False, [False, False, False, False], 3650, 'Stop', (17, 6))
Element 41: (3, (17, 6), ['', '%', '%', ''], [(10, 6), (14, 6), (1, 5)], [False, True, True, False], 18, False, [False, False, False, False], 3659, 'West', (16, 6))
Element 42: (3, (16, 6), ['', '', '', ''], [(11, 6), (13, 6), (1, 4)], [False, False, False, False], 16, False, [False, False, False, False], 3678, 'West', (15, 6))
Element 43: (3, (15, 6), ['', '%', '%', ''], [(10, 6), (13, 5), (1, 3)], [False, True, True, False], 14, False, [False, False, False, False], 3697, 'West', (14, 6))
Element 44: (3, (14, 6), ['', '%', '%', ''], [(9, 6), (13, 4), (1, 2)], [False, True, True, False], 12, False, [False, False, False, False], 3706, 'West', (13, 6))
Element 45: (3, (13, 6), ['%', '', '', ''], [(8, 6), (12, 4), (2, 2)], [True, False, False, False], 10, False, [False, False, False, False], 3735, 'North', (13, 7))
Element 46: (3, (13, 7), ['%', '', '', '%'], [(9, 6), (11, 4), (3, 2)], [True, False, False, True], 8, False, [False, False, False, False], 3754, 'North', (13, 8))
Element 47: (3, (13, 8), ['', '', '', ''], [(9, 7), (10, 4), (4, 2)], [False, False, False, False], 6, False, [False, False, False, False], 3773, 'East', (14, 8))
Element 48: (3, (14, 8), ['', '%', '%', ''], [(9, 6), (9, 4), (4, 3)], [False, True, True, False], 4, False, [False, False, False, False], 3792, 'East', (15, 8))
Element 49: (3, (15, 8), ['', '%', '', ''], [(10, 6), (8, 4), (4, 4)], [False, True, False, False], 2, False, [False, False, False, False], 3801, 'East', (16, 8))
Element 50: (3, (16, 8), ['', '', '%', '%'], [(10, 6), (8, 4), (4, 4)], [False, False, True, True], 0, False, [False, False, False, False], 3800, 'Stop', (16, 8))
Element 51: #0#
