Element 1: (0, (13, 1), ['.', '%', '.', '%'], [(1, 4), (6, 2), (16, 4)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (13, 2))
Element 2: (0, (13, 2), ['.', '', '.', '%'], [(1, 5), (7, 2), (17, 4)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (13, 3))
Element 3: (0, (13, 3), ['%', '', '.', '%'], [(1, 6), (8, 2), (16, 4)], [True, False, False, True], 94, False, [False, False, True, False], 68, 'North', (13, 4))
Element 4: (0, (13, 4), ['.', '', '.', '.'], [(2, 6), (9, 2), (16, 5)], [False, False, False, False], 92, False, [True, False, True, True], 107, 'East', (14, 4))
Element 5: (0, (14, 4), ['', '%', '%', '.'], [(3, 6), (10, 2), (16, 6)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (15, 4))
Element 6: (0, (15, 4), ['', '.', '%', ''], [(4, 6), (11, 2), (17, 6)], [False, False, True, False], 88, False, [False, True, False, False], 185, 'South', (15, 3))
Element 7: (0, (15, 3), ['%', '.', '', '%'], [(5, 6), (11, 1), (18, 6)], [True, False, False, True], 86, False, [False, True, False, False], 1214, 'South', (15, 2))
Element 8: (0, (15, 2), ['%', '.', '', '.'], [(6, 6), (12, 1), (18, 7)], [True, False, False, False], 84, False, [False, True, False, True], 1253, 'East', (16, 2))
Element 9: (0, (16, 2), ['', '.', '%', '.'], [(6, 7), (12, 2), (18, 8)], [False, False, True, False], 82, False, [False, True, False, True], 1292, 'East', (17, 2))
Element 10: (0, (17, 2), ['', '.', '%', ''], [(6, 8), (13, 2), (18, 9)], [False, False, True, False], 80, False, [False, True, False, False], 1321, 'South', (17, 1))
Element 11: (0, (17, 1), ['.', '%', '', '.'], [(7, 8), (13, 3), (18, 10)], [False, True, False, False], 78, False, [True, False, False, True], 1350, 'East', (18, 1))
Element 12: (0, (18, 1), ['', '%', '', '%'], [(8, 8), (13, 4), (17, 10)], [False, True, False, True], 76, False, [False, False, False, False], 1379, 'North', (18, 2))
Element 13: (0, (18, 2), ['', '', '.', '%'], [(9, 8), (13, 5), (16, 10)], [False, False, False, True], 74, False, [False, False, True, False], 1408, 'North', (18, 3))
Element 14: (0, (18, 3), ['%', '', '%', '%'], [(10, 8), (13, 6), (15, 10)], [True, False, True, True], 72, False, [False, False, False, False], 1447, 'South', (18, 2))
Element 15: (0, (18, 2), ['', '', '', '%'], [(11, 8), (14, 6), (15, 9)], [False, False, False, True], 70, False, [False, False, False, False], 1476, 'South', (18, 1))
Element 16: (0, (18, 1), ['', '%', '', '%'], [(12, 8), (15, 6), (15, 8)], [False, True, False, True], 68, False, [False, False, False, False], 1505, 'West', (17, 1))
Element 17: (0, (17, 1), ['.', '%', '', ''], [(13, 8), (16, 6), (16, 8)], [False, True, False, False], 66, False, [True, False, False, False], 1524, 'West', (16, 1))
Element 18: (0, (16, 1), ['.', '%', '', ''], [(14, 8), (16, 7), (15, 8)], [False, True, False, False], 64, False, [True, False, False, False], 1553, 'West', (15, 1))
Element 19: (0, (15, 1), ['%', '%', '', ''], [(13, 8), (16, 8), (14, 8)], [True, True, False, False], 62, False, [False, False, False, False], 1562, 'East', (16, 1))
Element 20: (0, (16, 1), ['', '%', '', ''], [(13, 9), (15, 8), (13, 8)], [False, True, False, False], 60, False, [False, False, False, False], 1571, 'East', (17, 1))
Element 21: (0, (17, 1), ['', '%', '', ''], [(13, 10), (15, 9), (13, 7)], [False, True, False, False], 58, False, [False, False, False, False], 1590, 'North', (17, 2))
Element 22: (0, (17, 2), ['', '', '%', ''], [(12, 10), (15, 10), (13, 6)], [False, False, True, False], 56, False, [False, False, False, False], 2589, 'East', (18, 2))
Element 23: (0, (18, 2), ['', '', '', '%'], [(11, 10), (16, 10), (14, 6)], [False, False, False, True], 54, False, [False, False, False, False], 3588, 'West', (17, 2))
Element 24: (0, (17, 2), ['', '', '%', ''], [(10, 10), (17, 10), (15, 6)], [False, False, True, False], 52, False, [False, False, False, False], 3597, 'West', (16, 2))
Element 25: (0, (16, 2), ['', '', '%', ''], [(9, 10), (18, 10), (14, 6)], [False, False, True, False], 50, False, [False, False, False, False], 3606, 'South', (16, 1))
Element 26: (0, (16, 1), ['', '%', '', ''], [(8, 10), (18, 9), (13, 6)], [False, True, False, False], 48, False, [False, False, False, False], 3615, 'North', (16, 2))
Element 27: (0, (16, 2), ['', '', '%', ''], [(7, 10), (18, 8), (13, 5)], [False, False, True, False], 46, False, [False, False, False, False], 3624, 'West', (15, 2))
Element 28: (0, (15, 2), ['%', '', '', ''], [(6, 10), (18, 7), (13, 4)], [True, False, False, False], 44, False, [False, False, False, False], 3633, 'South', (15, 1))
Element 29: (0, (15, 1), ['%', '%', '', ''], [(6, 9), (18, 6), (12, 4)], [True, True, False, False], 42, False, [False, False, False, False], 3652, 'North', (15, 2))
Element 30: (0, (15, 2), ['%', '', '', ''], [(6, 10), (18, 5), (11, 4)], [True, False, False, False], 40, False, [False, False, False, False], 3671, 'North', (15, 3))
Element 31: (0, (15, 3), ['%', '', '', '%'], [(7, 10), (18, 6), (10, 4)], [True, False, False, True], 38, False, [False, False, False, False], 3680, 'North', (15, 4))
Element 32: (0, (15, 4), ['', '', '%', ''], [(8, 10), (17, 6), (9, 4)], [False, False, True, False], 36, False, [False, False, False, False], 3689, 'East', (16, 4))
Element 33: (0, (16, 4), ['', '%', '', ''], [(9, 10), (18, 6), (8, 4)], [False, True, False, False], 34, False, [False, False, False, False], 3688, 'East', (17, 4))
Element 34: (0, (17, 4), ['', '%', '%', '%'], [(10, 10), (18, 7), (7, 4)], [False, True, True, True], 32, False, [False, False, False, False], 3697, 'West', (16, 4))
Element 35: #1#
