Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(6, 4), (8, 1), (14, 8)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '.', ''], [(7, 4), (9, 1), (15, 8)], [False, True, False, False], 96, False, [False, False, True, False], 48, 'North', (7, 2))
Element 3: (1, (7, 2), ['.', '', '%', '.'], [(7, 5), (10, 1), (16, 8)], [False, False, True, False], 94, False, [True, False, False, True], 1077, 'East', (8, 2))
Element 4: (1, (8, 2), ['', '', '%', '.'], [(6, 5), (11, 1), (16, 7)], [False, False, True, False], 92, False, [False, False, False, True], 2106, 'East', (9, 2))
Element 5: (1, (9, 2), ['', '', '%', '.'], [(6, 6), (12, 1), (16, 6)], [False, False, True, False], 90, False, [False, False, False, True], 2145, 'East', (10, 2))
Element 6: (1, (10, 2), ['', '', '%', '.'], [(6, 7), (13, 1), (17, 6)], [False, False, True, False], 88, False, [False, False, False, True], 2184, 'East', (11, 2))
Element 7: (1, (11, 2), ['', '', '%', '.'], [(6, 8), (13, 2), (18, 6)], [False, False, True, False], 86, False, [False, False, False, True], 2223, 'East', (12, 2))
Element 8: (1, (12, 2), ['', '', '%', ''], [(7, 8), (13, 3), (18, 7)], [False, False, True, False], 84, False, [False, False, False, False], 2262, 'East', (13, 2))
Element 9: (1, (13, 2), ['', '', '', '%'], [(8, 8), (13, 4), (18, 8)], [False, False, False, True], 82, False, [False, False, False, False], 2291, 'North', (13, 3))
Element 10: (1, (13, 3), ['%', '', '', '%'], [(9, 8), (14, 4), (18, 9)], [True, False, False, True], 80, False, [False, False, False, False], 2320, 'North', (13, 4))
Element 11: (1, (13, 4), ['.', '', '.', ''], [(10, 8), (15, 4), (18, 10)], [False, False, False, False], 78, False, [True, False, True, False], 2349, 'North', (13, 5))
Element 12: (1, (13, 5), ['%', '', '.', '%'], [(11, 8), (16, 4), (17, 10)], [True, False, False, True], 76, False, [False, False, True, False], 2388, 'North', (13, 6))
Element 13: (1, (13, 6), ['%', '', '.', '.'], [(12, 8), (17, 4), (16, 10)], [True, False, False, False], 74, False, [False, False, True, True], 2427, 'East', (14, 6))
Element 14: (1, (14, 6), ['', '%', '%', '.'], [(13, 8), (16, 4), (15, 10)], [False, True, True, False], 72, False, [False, False, False, True], 2456, 'East', (15, 6))
Element 15: (1, (15, 6), ['', '%', '%', ''], [(13, 9), (16, 5), (15, 9)], [False, True, True, False], 70, False, [False, False, False, False], 2495, 'East', (16, 6))
Element 16: (1, (16, 6), ['', '', '', ''], [(13, 10), (16, 4), (15, 10)], [False, False, False, False], 68, False, [False, False, False, False], 2504, 'East', (17, 6))
Element 17: (1, (17, 6), ['', '%', '%', ''], [(12, 10), (15, 4), (16, 10)], [False, True, True, False], 66, False, [False, False, False, False], 3503, 'East', (18, 6))
Element 18: #1#
