Element 1: (2, (3, 8), ['%', '.', '%', '.'], [(8, 8), (3, 6), (7, 4)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (4, 8))
Element 2: (2, (4, 8), ['', '%', '.', '.'], [(9, 8), (4, 6), (7, 5)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (5, 8))
Element 3: (2, (5, 8), ['', '%', '%', '.'], [(10, 8), (5, 6), (6, 5)], [False, True, True, False], 94, False, [False, False, False, True], 1087, 'East', (6, 8))
Element 4: (2, (6, 8), ['', '.', '.', ''], [(11, 8), (4, 6), (6, 6)], [False, False, False, False], 92, False, [False, True, True, False], 1116, 'North', (6, 9))
Element 5: (2, (6, 9), ['%', '', '.', '%'], [(12, 8), (3, 6), (6, 7)], [True, False, False, True], 90, False, [False, False, True, False], 1145, 'North', (6, 10))
Element 6: (2, (6, 10), ['%', '', '%', '.'], [(13, 8), (3, 7), (6, 8)], [True, False, True, False], 88, False, [False, False, False, True], 1174, 'East', (7, 10))
Element 7: (2, (7, 10), ['', '%', '%', '.'], [(14, 8), (3, 8), (7, 8)], [False, True, True, False], 86, False, [False, False, False, True], 1193, 'East', (8, 10))
Element 8: (2, (8, 10), ['', '%', '%', '.'], [(15, 8), (4, 8), (8, 8)], [False, True, True, False], 84, False, [False, False, False, True], 1212, 'East', (9, 10))
Element 9: (2, (9, 10), ['', '%', '%', '.'], [(16, 8), (4, 9), (9, 8)], [False, True, True, False], 82, False, [False, False, False, True], 1241, 'East', (10, 10))
Element 10: (2, (10, 10), ['', '%', '%', 'F'], [(16, 7), (4, 10), (10, 8)], [False, True, True, False], 80, False, [False, False, False, False], 1270, 'East', (11, 10))
Element 11: (2, (11, 10), ['', '%', '%', 'F'], [(16, 6), (3, 10), (11, 8)], [False, True, True, False], 78, False, [False, False, False, False], 2289, 'East', (12, 10))
Element 12: (2, (12, 10), ['', '%', '%', '.'], [(17, 6), (2, 10), (12, 8)], [False, True, True, False], 76, False, [False, False, False, True], 3308, 'East', (13, 10))
Element 13: (2, (13, 10), ['', '.', '%', '%'], [(18, 6), (1, 10), (13, 8)], [False, False, True, True], 74, False, [False, True, False, False], 3337, 'South', (13, 9))
Element 14: (2, (13, 9), ['%', '', '', '%'], [(18, 7), (1, 9), (13, 7)], [True, False, False, True], 72, False, [False, False, False, False], 3376, 'South', (13, 8))
Element 15: (2, (13, 8), ['', '', '', ''], [(18, 8), (1, 8), (13, 6)], [False, False, False, False], 70, False, [False, False, False, False], 3405, 'East', (14, 8))
Element 16: (2, (14, 8), ['', '%', '%', ''], [(18, 9), (1, 7), (14, 6)], [False, True, True, False], 68, False, [False, False, False, False], 3434, 'East', (15, 8))
Element 17: (2, (15, 8), ['', '%', '.', ''], [(18, 10), (1, 6), (15, 6)], [False, True, False, False], 66, False, [False, False, True, False], 3463, 'North', (15, 9))
Element 18: (2, (15, 9), ['%', '', '.', '%'], [(17, 10), (1, 5), (16, 6)], [True, False, False, True], 64, False, [False, False, True, False], 3492, 'North', (15, 10))
Element 19: (2, (15, 10), ['%', '', '%', 'G'], [(16, 10), (1, 4), (16, 5)], [True, False, True, False], 62, False, [False, False, False, False], 3531, 'South', (15, 9))
Element 20: (2, (15, 9), ['%', '', 'G', '%'], [(15, 10), (1, 3), (16, 4)], [True, False, False, True], 60, False, [False, False, False, False], 3550, 'South', (15, 8))
Element 21: (2, (15, 8), ['', '%', 'G', ''], [(15, 9), (1, 2), (17, 4)], [False, True, False, False], 58, False, [False, False, False, False], 3569, 'East', (16, 8))
Element 22: (2, (16, 8), ['', '', '%', '%'], [(15, 10), (2, 2), (16, 4)], [False, False, True, True], 56, False, [False, False, False, False], 3578, 'South', (16, 7))
Element 23: (2, (16, 7), ['%', '', '', '%'], [(16, 10), (3, 2), (15, 4)], [True, False, False, True], 54, False, [False, False, False, False], 3597, 'South', (16, 6))
Element 24: (2, (16, 6), ['', '', '', ''], [(17, 10), (4, 2), (15, 3)], [False, False, False, False], 52, False, [False, False, False, False], 3616, 'East', (17, 6))
Element 25: (2, (17, 6), ['', '%', '%', ''], [(18, 10), (4, 3), (15, 2)], [False, True, True, False], 50, False, [False, False, False, False], 3635, 'East', (18, 6))
Element 26: (2, (18, 6), ['', '.', '', '%'], [(18, 9), (4, 4), (16, 2)], [False, False, False, True], 48, False, [False, True, False, False], 3654, 'South', (18, 5))
Element 27: (2, (18, 5), ['%', '%', '', '%'], [(18, 8), (5, 4), (17, 2)], [True, True, False, True], 46, False, [False, False, False, False], 3683, 'North', (18, 6))
Element 28: (2, (18, 6), ['', '', 'G', '%'], [(18, 7), (6, 4), (17, 1)], [False, False, False, True], 44, False, [False, False, False, False], 3702, 'West', (17, 6))
Element 29: (2, (17, 6), ['', '%', '%', 'G'], [(18, 6), (6, 3), (18, 1)], [False, True, True, False], 42, False, [False, False, False, False], 3721, 'West', (16, 6))
Element 30: (2, (16, 6), ['', '', '', ''], [(18, 5), (6, 2), (18, 2)], [False, False, False, False], 40, False, [False, False, False, False], 3730, 'East', (17, 6))
Element 31: (2, (17, 6), ['', '%', '%', 'G'], [(18, 6), (7, 2), (18, 3)], [False, True, True, False], 38, False, [False, False, False, False], 3749, 'West', (16, 6))
Element 32: (2, (16, 6), ['', '', '', 'G'], [(17, 6), (8, 2), (18, 2)], [False, False, False, False], 36, False, [False, False, False, False], 3758, 'South', (16, 5))
Element 33: (2, (16, 5), ['%', '', 'G', '%'], [(16, 6), (9, 2), (18, 1)], [True, False, False, True], 34, False, [False, False, False, False], 3767, 'South', (16, 4))
Element 34: (2, (16, 4), ['', '%', 'G', ''], [(16, 5), (10, 2), (17, 1)], [False, True, False, False], 32, False, [False, False, False, False], 3776, 'East', (17, 4))
Element 35: (2, (17, 4), ['G', '%', '%', '%'], [(16, 4), (11, 2), (16, 1)], [False, True, True, True], 30, False, [False, False, False, False], 3795, 'Stop', (17, 4))
Element 36: #1#
