Element 1: (2, (6, 10), ['%', '.', '%', '.'], [(3, 6), (7, 4), (13, 10)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (7, 10))
Element 2: (2, (7, 10), ['', '%', '%', '.'], [(4, 6), (7, 5), (12, 10)], [False, True, True, False], 96, False, [False, False, False, True], 2038, 'East', (8, 10))
Element 3: (2, (8, 10), ['', '%', '%', '.'], [(5, 6), (6, 5), (11, 10)], [False, True, True, False], 94, False, [False, False, False, True], 3067, 'East', (9, 10))
Element 4: (2, (9, 10), ['', '%', '%', 'G'], [(6, 6), (7, 5), (10, 10)], [False, True, True, False], 92, False, [False, False, False, False], 3096, 'West', (8, 10))
Element 5: (2, (8, 10), ['', '%', '%', 'G'], [(6, 7), (7, 4), (9, 10)], [False, True, True, False], 90, False, [False, False, False, False], 3105, 'West', (7, 10))
Element 6: (2, (7, 10), ['', '%', '%', 'G'], [(6, 8), (8, 4), (8, 10)], [False, True, True, False], 88, False, [False, False, False, False], 3114, 'West', (6, 10))
Element 7: (2, (6, 10), ['%', '.', '%', 'G'], [(7, 8), (9, 4), (7, 10)], [True, False, True, False], 86, False, [False, True, False, False], 3133, 'South', (6, 9))
Element 8: (2, (6, 9), ['%', '', 'G', '%'], [(8, 8), (10, 4), (6, 10)], [True, False, False, True], 84, False, [False, False, False, False], 3162, 'South', (6, 8))
Element 9: (2, (6, 8), ['.', '', 'G', ''], [(9, 8), (11, 4), (6, 9)], [False, False, False, False], 82, False, [True, False, False, False], 3181, 'West', (5, 8))
Element 10: (2, (5, 8), ['.', '%', '%', 'G'], [(10, 8), (12, 4), (6, 8)], [False, True, True, False], 80, False, [True, False, False, False], 3210, 'West', (4, 8))
Element 11: (2, (4, 8), ['.', '%', '.', ''], [(11, 8), (13, 4), (7, 8)], [False, True, False, False], 78, False, [True, False, True, False], 3239, 'North', (4, 9))
Element 12: (2, (4, 9), ['%', '', '.', '%'], [(12, 8), (14, 4), (8, 8)], [True, False, False, True], 76, False, [False, False, True, False], 3268, 'North', (4, 10))
Element 13: (2, (4, 10), ['.', '', '%', '%'], [(13, 8), (15, 4), (9, 8)], [False, False, True, True], 74, False, [True, False, False, False], 3297, 'West', (3, 10))
Element 14: (2, (3, 10), ['.', '%', '%', ''], [(14, 8), (16, 4), (10, 8)], [False, True, True, False], 72, False, [True, False, False, False], 3326, 'West', (2, 10))
Element 15: (2, (2, 10), ['.', '%', '%', ''], [(15, 8), (17, 4), (11, 8)], [False, True, True, False], 70, False, [True, False, False, False], 3355, 'West', (1, 10))
Element 16: (2, (1, 10), ['%', '.', '%', ''], [(16, 8), (16, 4), (12, 8)], [True, False, True, False], 68, False, [False, True, False, False], 3374, 'South', (1, 9))
Element 17: (2, (1, 9), ['%', '.', '', '%'], [(16, 7), (16, 5), (13, 8)], [True, False, False, True], 66, False, [False, True, False, False], 3403, 'South', (1, 8))
Element 18: (2, (1, 8), ['%', '.', '', '%'], [(16, 6), (16, 4), (13, 9)], [True, False, False, True], 64, False, [False, True, False, False], 3432, 'South', (1, 7))
Element 19: (2, (1, 7), ['%', '.', '', '%'], [(17, 6), (15, 4), (13, 8)], [True, False, False, True], 62, False, [False, True, False, False], 3451, 'South', (1, 6))
Element 20: (2, (1, 6), ['%', '.', '', '.'], [(18, 6), (15, 3), (13, 7)], [True, False, False, False], 60, False, [False, True, False, True], 3490, 'East', (2, 6))
Element 21: (2, (2, 6), ['', '%', '%', ''], [(18, 7), (15, 2), (13, 6)], [False, True, True, False], 58, False, [False, False, False, False], 3529, 'East', (3, 6))
Element 22: (2, (3, 6), ['', '', '.', ''], [(18, 8), (16, 2), (14, 6)], [False, False, False, False], 56, False, [False, False, True, False], 3558, 'North', (3, 7))
Element 23: (2, (3, 7), ['%', '', '.', '%'], [(18, 9), (17, 2), (15, 6)], [True, False, False, True], 54, False, [False, False, True, False], 3597, 'North', (3, 8))
Element 24: (2, (3, 8), ['%', '', '%', ''], [(18, 10), (17, 1), (16, 6)], [True, False, True, False], 52, False, [False, False, False, False], 3626, 'South', (3, 7))
Element 25: (2, (3, 7), ['%', '', '', '%'], [(17, 10), (18, 1), (17, 6)], [True, False, False, True], 50, False, [False, False, False, False], 3645, 'South', (3, 6))
Element 26: (2, (3, 6), ['', '', '', ''], [(16, 10), (18, 2), (18, 6)], [False, False, False, False], 48, False, [False, False, False, False], 3654, 'East', (4, 6))
Element 27: (2, (4, 6), ['', '%', '%', ''], [(15, 10), (18, 3), (18, 5)], [False, True, True, False], 46, False, [False, False, False, False], 3683, 'East', (5, 6))
Element 28: (2, (5, 6), ['', '%', '%', ''], [(15, 9), (18, 2), (18, 6)], [False, True, True, False], 44, False, [False, False, False, False], 3692, 'East', (6, 6))
Element 29: (2, (6, 6), ['', '', '', '%'], [(15, 10), (18, 1), (18, 7)], [False, False, False, True], 42, False, [False, False, False, False], 3691, 'North', (6, 7))
Element 30: (2, (6, 7), ['%', '', '', '%'], [(16, 10), (17, 1), (18, 8)], [True, False, False, True], 40, False, [False, False, False, False], 3690, 'South', (6, 6))
Element 31: (2, (6, 6), ['', '', '', '%'], [(17, 10), (16, 1), (18, 9)], [False, False, False, True], 38, False, [False, False, False, False], 3699, 'South', (6, 5))
