Element 1: (0, (15, 6), ['.', '%', '%', '.'], [(1, 3), (1, 5), (12, 4)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (16, 6))
Element 2: (0, (16, 6), ['', '.', '.', '.'], [(1, 4), (1, 6), (13, 4)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (17, 6))
Element 3: (0, (17, 6), ['', '%', '%', '.'], [(1, 5), (2, 6), (14, 4)], [False, True, True, False], 94, False, [False, False, False, True], 68, 'East', (18, 6))
Element 4: (0, (18, 6), ['', '.', '.', '%'], [(1, 6), (3, 6), (15, 4)], [False, False, False, True], 92, False, [False, True, True, False], 97, 'North', (18, 7))
Element 5: (0, (18, 7), ['%', '', '.', '%'], [(1, 7), (4, 6), (16, 4)], [True, False, False, True], 90, False, [False, False, True, False], 136, 'North', (18, 8))
Element 6: (0, (18, 8), ['%', '', '.', '%'], [(1, 8), (5, 6), (17, 4)], [True, False, False, True], 88, False, [False, False, True, False], 175, 'North', (18, 9))
Element 7: (0, (18, 9), ['%', '', '.', '%'], [(1, 9), (6, 6), (16, 4)], [True, False, False, True], 86, False, [False, False, True, False], 204, 'North', (18, 10))
Element 8: (0, (18, 10), ['.', '', '%', '%'], [(1, 10), (6, 7), (16, 5)], [False, False, True, True], 84, False, [True, False, False, False], 243, 'West', (17, 10))
Element 9: (0, (17, 10), ['.', '%', '%', ''], [(2, 10), (6, 8), (16, 6)], [False, True, True, False], 82, False, [True, False, False, False], 272, 'West', (16, 10))
Element 10: (0, (16, 10), ['.', '%', '%', ''], [(3, 10), (7, 8), (16, 7)], [False, True, True, False], 80, False, [True, False, False, False], 311, 'West', (15, 10))
Element 11: (0, (15, 10), ['%', '.', '%', ''], [(4, 10), (8, 8), (16, 8)], [True, False, True, False], 78, False, [False, True, False, False], 350, 'South', (15, 9))
Element 12: (0, (15, 9), ['%', 'G', '', '%'], [(4, 9), (9, 8), (15, 8)], [True, False, False, True], 76, False, [False, False, False, False], 389, 'North', (15, 10))
Element 13: (0, (15, 10), ['%', '', '%', ''], [(4, 8), (10, 8), (14, 8)], [True, False, True, False], 74, False, [False, False, False, False], 418, 'East', (16, 10))
Element 14: (0, (16, 10), ['', '%', '%', ''], [(5, 8), (11, 8), (13, 8)], [False, True, True, False], 72, False, [False, False, False, False], 447, 'East', (17, 10))
Element 15: (0, (17, 10), ['', '%', '%', ''], [(6, 8), (12, 8), (13, 9)], [False, True, True, False], 70, False, [False, False, False, False], 466, 'East', (18, 10))
Element 16: (0, (18, 10), ['', '', '%', '%'], [(6, 9), (13, 8), (13, 10)], [False, False, True, True], 68, False, [False, False, False, False], 485, 'South', (18, 9))
Element 17: (0, (18, 9), ['%', '', '', '%'], [(6, 10), (13, 7), (12, 10)], [True, False, False, True], 66, False, [False, False, False, False], 1504, 'South', (18, 8))
Element 18: (0, (18, 8), ['%', '', '', '%'], [(7, 10), (13, 6), (11, 10)], [True, False, False, True], 64, False, [False, False, False, False], 2523, 'South', (18, 7))
Element 19: (0, (18, 7), ['%', '', '', '%'], [(8, 10), (14, 6), (10, 10)], [True, False, False, True], 62, False, [False, False, False, False], 2552, 'South', (18, 6))
Element 20: (0, (18, 6), ['', '.', '', '%'], [(9, 10), (15, 6), (11, 10)], [False, False, False, True], 60, False, [False, True, False, False], 2561, 'South', (18, 5))
Element 21: (0, (18, 5), ['%', '%', '', '%'], [(10, 10), (16, 6), (12, 10)], [True, True, False, True], 58, False, [False, False, False, False], 2570, 'North', (18, 6))
Element 22: (0, (18, 6), ['G', '', '', '%'], [(11, 10), (17, 6), (13, 10)], [False, False, False, True], 56, False, [False, False, False, False], 2569, 'South', (18, 5))
Element 23: (0, (18, 5), ['%', '%', 'G', '%'], [(12, 10), (18, 6), (13, 9)], [True, True, False, True], 54, False, [False, False, False, False], 2568, 'North', (18, 6))
Element 24: (0, (18, 6), ['', '', 'G', '%'], [(13, 10), (18, 7), (13, 8)], [False, False, False, True], 52, False, [False, False, False, False], 2567, 'North', (18, 7))
Element 25: (0, (18, 7), ['%', '', 'G', '%'], [(13, 9), (18, 8), (13, 7)], [True, False, False, True], 50, False, [False, False, False, False], 2566, 'South', (18, 6))
Element 26: (0, (18, 6), ['', '', '', '%'], [(13, 8), (18, 9), (13, 6)], [False, False, False, True], 48, False, [False, False, False, False], 2565, 'South', (18, 5))
Element 27: (0, (18, 5), ['%', '%', '', '%'], [(14, 8), (18, 10), (13, 5)], [True, True, False, True], 46, False, [False, False, False, False], 2574, 'North', (18, 6))
Element 28: (0, (18, 6), ['', '', '', '%'], [(15, 8), (17, 10), (13, 6)], [False, False, False, True], 44, False, [False, False, False, False], 2573, 'West', (17, 6))
Element 29: (0, (17, 6), ['', '%', '%', ''], [(16, 8), (16, 10), (14, 6)], [False, True, True, False], 42, False, [False, False, False, False], 2572, 'West', (16, 6))
Element 30: (0, (16, 6), ['G', '', 'G', ''], [(16, 7), (15, 10), (15, 6)], [False, False, False, False], 40, False, [False, False, False, False], 2571, 'South', (16, 5))
Element 31: (0, (16, 5), ['%', '', 'G', '%'], [(16, 6), (15, 9), (14, 6)], [True, False, False, True], 38, False, [False, False, False, False], 2570, 'South', (16, 4))
Element 32: (0, (16, 4), ['', '%', '', ''], [(17, 6), (15, 8), (13, 6)], [False, True, False, False], 36, False, [False, False, False, False], 2569, 'East', (17, 4))
Element 33: (0, (17, 4), ['', '%', '%', '%'], [(18, 6), (16, 8), (13, 7)], [False, True, True, True], 34, False, [False, False, False, False], 2568, 'West', (16, 4))
Element 34: (0, (16, 4), ['', '%', '', ''], [(18, 7), (16, 7), (13, 8)], [False, True, False, False], 32, False, [False, False, False, False], 2567, 'West', (15, 4))
Element 35: (0, (15, 4), ['', '.', '%', ''], [(18, 8), (16, 8), (14, 8)], [False, False, True, False], 30, False, [False, True, False, False], 2566, 'South', (15, 3))
Element 36: (0, (15, 3), ['%', '.', '', '%'], [(18, 9), (15, 8), (13, 8)], [True, False, False, True], 28, False, [False, True, False, False], 2575, 'South', (15, 2))
Element 37: (0, (15, 2), ['%', '.', '', '.'], [(18, 10), (14, 8), (13, 9)], [True, False, False, False], 26, False, [False, True, False, True], 2584, 'East', (16, 2))
Element 38: (0, (16, 2), ['', '.', '%', '.'], [(17, 10), (15, 8), (13, 8)], [False, False, True, False], 24, False, [False, True, False, True], 2593, 'East', (17, 2))
Element 39: (0, (17, 2), ['', '.', '%', ''], [(16, 10), (15, 9), (14, 8)], [False, False, True, False], 22, False, [False, True, False, False], 2602, 'South', (17, 1))
Element 40: (0, (17, 1), ['.', '%', '', '.'], [(15, 10), (15, 8), (14, 8)], [False, True, False, False], 20, False, [True, False, False, True], 2611, 'East', (18, 1))
Element 41: (0, (18, 1), ['', '%', '', '%'], [(15, 9), (15, 9), (14, 8)], [False, True, False, True], 18, False, [False, False, False, False], 2620, 'North', (18, 2))
Element 42: (0, (18, 2), ['', '', '.', '%'], [(15, 10), (15, 10), (14, 8)], [False, False, False, True], 16, False, [False, False, True, False], 2619, 'North', (18, 3))
Element 43: (0, (18, 3), ['%', '', '%', '%'], [(16, 10), (16, 10), (14, 8)], [True, False, True, True], 14, False, [False, False, False, False], 2628, 'South', (18, 2))
