Element 1: (1, (1, 2), ['%', '', '.', '.'], [(10, 8), (6, 8), (16, 5)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 2))
Element 42: (1, (3, 5), ['%', '', '', '%'], [(17, 2), (10, 10), (10, 6)], [True, False, False, True], 16, False, [False, False, False, False], 3748, 'North', (3, 6))
Element 43: (1, (3, 6), ['', '', '', ''], [(16, 2), (10, 10), (9, 6)], [False, False, False, False], 14, False, [False, False, False, False], 3747, 'West', (2, 6))
Element 44: (1, (2, 6), ['', '%', '%', ''], [(16, 1), (10, 10), (8, 6)], [False, True, True, False], 12, False, [False, False, False, False], 3756, 'West', (1, 6))
Element 45: (1, (1, 6), ['%', '.', '', ''], [(16, 2), (10, 10), (9, 6)], [True, False, False, False], 10, False, [False, True, False, False], 3755, 'South', (1, 5))
Element 46: (1, (1, 5), ['%', '.', '', '%'], [(15, 2), (10, 10), (9, 7)], [True, False, False, True], 8, False, [False, True, False, False], 3764, 'South', (1, 4))
Element 47: (1, (1, 4), ['%', '.', '', '%'], [(15, 1), (10, 10), (9, 6)], [True, False, False, True], 6, False, [False, True, False, False], 3773, 'South', (1, 3))
Element 48: (1, (1, 3), ['%', '', '', '%'], [(15, 2), (10, 10), (10, 6)], [True, False, False, True], 4, False, [False, False, False, False], 3782, 'North', (1, 4))
Element 49: (1, (1, 4), ['%', '', '', '%'], [(15, 3), (10, 10), (10, 7)], [True, False, False, True], 2, False, [False, False, False, False], 3781, 'North', (1, 5))
Element 50: (1, (1, 5), ['%', '', '', '%'], [(15, 3), (10, 10), (9, 7)], [True, False, False, True], 0, False, [False, False, False, False], 3780, 'Stop', (1, 5))
Element 51: #0#
