Element 1: (2, (9, 8), ['.', '', '%', '.'], [(4, 1), (10, 4), (11, 8)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (10, 8))
Element 2: (2, (10, 8), ['', '', '%', ''], [(4, 2), (11, 4), (12, 8)], [False, False, True, False], 96, False, [False, False, False, False], 58, 'East', (11, 8))
Element 3: (2, (11, 8), ['', '%', '%', ''], [(4, 3), (12, 4), (13, 8)], [False, True, True, False], 94, False, [False, False, False, False], 87, 'East', (12, 8))
Element 4: (2, (12, 8), ['', '%', '%', ''], [(4, 4), (13, 4), (14, 8)], [False, True, True, False], 92, False, [False, False, False, False], 116, 'East', (13, 8))
Element 5: (2, (13, 8), ['', '.', '.', ''], [(5, 4), (14, 4), (15, 8)], [False, False, False, False], 90, False, [False, True, True, False], 145, 'North', (13, 9))
Element 6: (2, (13, 9), ['%', '', '.', '%'], [(6, 4), (15, 4), (16, 8)], [True, False, False, True], 88, False, [False, False, True, False], 184, 'North', (13, 10))
Element 7: (2, (13, 10), ['F', '', '%', '%'], [(7, 4), (16, 4), (16, 7)], [False, False, True, True], 86, False, [False, False, False, False], 223, 'West', (12, 10))
Element 8: (2, (12, 10), ['F', '%', '%', ''], [(7, 5), (17, 4), (16, 6)], [False, True, True, False], 84, False, [False, False, False, False], 2242, 'West', (11, 10))
Element 9: (2, (11, 10), ['.', '%', '%', ''], [(6, 5), (16, 4), (17, 6)], [False, True, True, False], 82, False, [True, False, False, False], 3261, 'West', (10, 10))
Element 10: (2, (10, 10), ['.', '%', '%', ''], [(6, 6), (16, 5), (18, 6)], [False, True, True, False], 80, False, [True, False, False, False], 3300, 'West', (9, 10))
Element 11: (2, (9, 10), ['.', '%', '%', ''], [(6, 7), (16, 6), (18, 7)], [False, True, True, False], 78, False, [True, False, False, False], 3329, 'West', (8, 10))
Element 12: (2, (8, 10), ['.', '%', '%', ''], [(6, 8), (15, 6), (18, 8)], [False, True, True, False], 76, False, [True, False, False, False], 3368, 'West', (7, 10))
Element 13: (2, (7, 10), ['.', '%', '%', ''], [(7, 8), (14, 6), (18, 9)], [False, True, True, False], 74, False, [True, False, False, False], 3407, 'West', (6, 10))
Element 14: (2, (6, 10), ['%', '.', '%', ''], [(8, 8), (13, 6), (18, 10)], [True, False, True, False], 72, False, [False, True, False, False], 3446, 'South', (6, 9))
Element 15: (2, (6, 9), ['%', '', '', '%'], [(9, 8), (13, 7), (17, 10)], [True, False, False, True], 70, False, [False, False, False, False], 3475, 'South', (6, 8))
Element 16: (2, (6, 8), ['.', '', '', ''], [(10, 8), (13, 8), (16, 10)], [False, False, False, False], 68, False, [True, False, False, False], 3484, 'West', (5, 8))
Element 17: (2, (5, 8), ['.', '%', '%', ''], [(11, 8), (14, 8), (15, 10)], [False, True, True, False], 66, False, [True, False, False, False], 3503, 'West', (4, 8))
Element 18: (2, (4, 8), ['.', '%', '.', ''], [(12, 8), (15, 8), (15, 9)], [False, True, False, False], 64, False, [True, False, True, False], 3522, 'North', (4, 9))
Element 19: (2, (4, 9), ['%', '', '.', '%'], [(13, 8), (16, 8), (15, 10)], [True, False, False, True], 62, False, [False, False, True, False], 3531, 'North', (4, 10))
Element 20: (2, (4, 10), ['.', '', '%', '%'], [(14, 8), (16, 7), (16, 10)], [False, False, True, True], 60, False, [True, False, False, False], 3540, 'West', (3, 10))
Element 21: (2, (3, 10), ['.', '%', '%', ''], [(15, 8), (16, 8), (17, 10)], [False, True, True, False], 58, False, [True, False, False, False], 3549, 'West', (2, 10))
Element 22: (2, (2, 10), ['.', '%', '%', ''], [(15, 9), (15, 8), (18, 10)], [False, True, True, False], 56, False, [True, False, False, False], 3558, 'West', (1, 10))
