Element 1: (1, (1, 6), ['%', '.', '.', '.'], [(13, 6), (3, 10), (14, 6)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (2, 6))
Element 2: (1, (2, 6), ['', '%', '%', '.'], [(13, 7), (4, 10), (15, 6)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 6))
Element 3: (1, (3, 6), ['', '.', '.', '.'], [(13, 8), (4, 9), (16, 6)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (4, 6))
Element 4: (1, (4, 6), ['', '%', '%', '.'], [(14, 8), (4, 8), (17, 6)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (5, 6))
Element 5: (1, (5, 6), ['', '%', '%', '.'], [(15, 8), (5, 8), (18, 6)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (6, 6))
Element 6: (1, (6, 6), ['', '.', '.', '%'], [(16, 8), (6, 8), (18, 7)], [False, False, False, True], 88, False, [False, True, True, False], 204, 'North', (6, 7))
Element 7: (1, (6, 7), ['%', '', '', '%'], [(16, 7), (7, 8), (18, 8)], [True, False, False, True], 86, False, [False, False, False, False], 243, 'North', (6, 8))
Element 8: (1, (6, 8), ['', '', '.', ''], [(16, 6), (8, 8), (18, 9)], [False, False, False, False], 84, False, [False, False, True, False], 262, 'North', (6, 9))
Element 9: (1, (6, 9), ['%', '', '.', '%'], [(16, 5), (9, 8), (18, 10)], [True, False, False, True], 82, False, [False, False, True, False], 301, 'North', (6, 10))
Element 10: (1, (6, 10), ['%', '', '%', '.'], [(16, 4), (10, 8), (17, 10)], [True, False, True, False], 80, False, [False, False, False, True], 340, 'East', (7, 10))
Element 11: (1, (7, 10), ['', '%', '%', '.'], [(17, 4), (11, 8), (16, 10)], [False, True, True, False], 78, False, [False, False, False, True], 379, 'East', (8, 10))
Element 12: (1, (8, 10), ['', '%', '%', '.'], [(16, 4), (12, 8), (15, 10)], [False, True, True, False], 76, False, [False, False, False, True], 408, 'East', (9, 10))
Element 13: (1, (9, 10), ['', '%', '%', '.'], [(15, 4), (13, 8), (15, 9)], [False, True, True, False], 74, False, [False, False, False, True], 437, 'East', (10, 10))
Element 14: (1, (10, 10), ['', '%', '%', 'F'], [(15, 3), (13, 9), (15, 8)], [False, True, True, False], 72, False, [False, False, False, False], 466, 'East', (11, 10))
Element 15: (1, (11, 10), ['', '%', '%', 'F'], [(15, 2), (13, 10), (16, 8)], [False, True, True, False], 70, False, [False, False, False, False], 1485, 'East', (12, 10))
Element 16: (1, (12, 10), ['', '%', '%', ''], [(16, 2), (13, 9), (16, 7)], [False, True, True, False], 68, False, [False, False, False, False], 2494, 'East', (13, 10))
Element 17: (1, (13, 10), ['', '', '%', '%'], [(17, 2), (13, 8), (16, 8)], [False, False, True, True], 66, False, [False, False, False, False], 2503, 'South', (13, 9))
Element 18: (1, (13, 9), ['%', '', '', '%'], [(17, 1), (14, 8), (15, 8)], [True, False, False, True], 64, False, [False, False, False, False], 2512, 'South', (13, 8))
Element 19: (1, (13, 8), ['', '', '', 'G'], [(18, 1), (14, 8), (15, 9)], [False, False, False, False], 62, False, [False, False, False, False], 2521, 'South', (13, 7))
Element 20: (1, (13, 7), ['%', '', 'G', '%'], [(18, 2), (13, 8), (15, 8)], [True, False, False, True], 60, False, [False, False, False, False], 2520, 'South', (13, 6))
Element 21: (1, (13, 6), ['%', '', '', ''], [(18, 3), (13, 8), (15, 9)], [True, False, False, False], 58, False, [False, False, False, False], 2529, 'East', (14, 6))
Element 22: (1, (14, 6), ['', '%', '%', ''], [(18, 2), (12, 8), (15, 10)], [False, True, True, False], 56, False, [False, False, False, False], 2528, 'East', (15, 6))
Element 23: (1, (15, 6), ['', '%', '%', ''], [(18, 1), (11, 8), (16, 10)], [False, True, True, False], 54, False, [False, False, False, False], 2527, 'East', (16, 6))
Element 24: (1, (16, 6), ['', '', '', ''], [(17, 1), (10, 8), (17, 10)], [False, False, False, False], 52, False, [False, False, False, False], 2526, 'East', (17, 6))
Element 25: (1, (17, 6), ['', '%', '%', ''], [(16, 1), (10, 7), (18, 10)], [False, True, True, False], 50, False, [False, False, False, False], 2535, 'East', (18, 6))
Element 26: (1, (18, 6), ['', '.', '', '%'], [(15, 1), (10, 6), (18, 9)], [False, False, False, True], 48, False, [False, True, False, False], 2544, 'South', (18, 5))
Element 27: (1, (18, 5), ['%', '%', '', '%'], [(16, 1), (11, 6), (18, 8)], [True, True, False, True], 46, False, [False, False, False, False], 2563, 'North', (18, 6))
Element 28: (1, (18, 6), ['', '', 'G', '%'], [(17, 1), (10, 6), (18, 7)], [False, False, False, True], 44, False, [False, False, False, False], 2562, 'West', (17, 6))
Element 29: (1, (17, 6), ['', '%', '%', 'G'], [(17, 2), (9, 6), (18, 6)], [False, True, True, False], 42, False, [False, False, False, False], 2561, 'West', (16, 6))
Element 30: (1, (16, 6), ['', '', '', ''], [(18, 2), (8, 6), (18, 5)], [False, False, False, False], 40, False, [False, False, False, False], 2570, 'East', (17, 6))
Element 31: (1, (17, 6), ['', '%', '%', 'G'], [(17, 2), (9, 6), (18, 6)], [False, True, True, False], 38, False, [False, False, False, False], 2569, 'West', (16, 6))
Element 32: (1, (16, 6), ['', '', '', 'G'], [(16, 2), (9, 7), (17, 6)], [False, False, False, False], 36, False, [False, False, False, False], 2568, 'North', (16, 7))
Element 33: (1, (16, 7), ['%', 'G', '', '%'], [(16, 1), (9, 6), (16, 6)], [True, False, False, True], 34, False, [False, False, False, False], 2567, 'North', (16, 8))
Element 34: (1, (16, 8), ['', 'G', '%', '%'], [(16, 2), (10, 6), (16, 7)], [False, False, True, True], 32, False, [False, False, False, False], 2566, 'West', (15, 8))
Element 35: (1, (15, 8), ['', '%', '', ''], [(15, 2), (10, 7), (16, 6)], [False, True, False, False], 30, False, [False, False, False, False], 2565, 'North', (15, 9))
Element 36: (1, (15, 9), ['%', '', '', '%'], [(15, 1), (9, 7), (16, 5)], [True, False, False, True], 28, False, [False, False, False, False], 2564, 'North', (15, 10))
Element 37: (1, (15, 10), ['%', '', '%', ''], [(15, 2), (10, 7), (16, 4)], [True, False, True, False], 26, False, [False, False, False, False], 2563, 'East', (16, 10))
Element 38: (1, (16, 10), ['', '%', '%', ''], [(15, 3), (10, 8), (17, 4)], [False, True, True, False], 24, False, [False, False, False, False], 2562, 'East', (17, 10))
Element 39: (1, (17, 10), ['', '%', '%', ''], [(15, 4), (9, 8), (16, 4)], [False, True, True, False], 22, False, [False, False, False, False], 2561, 'East', (18, 10))
Element 40: (1, (18, 10), ['', '', '%', '%'], [(14, 4), (9, 7), (16, 5)], [False, False, True, True], 20, False, [False, False, False, False], 2570, 'South', (18, 9))
Element 41: (1, (18, 9), ['%', '', '', '%'], [(13, 4), (9, 8), (16, 4)], [True, False, False, True], 18, False, [False, False, False, False], 2579, 'South', (18, 8))
Element 42: (1, (18, 8), ['%', '', '', '%'], [(13, 3), (8, 8), (16, 5)], [True, False, False, True], 16, False, [False, False, False, False], 2588, 'South', (18, 7))
Element 43: (1, (18, 7), ['%', '', '', '%'], [(13, 2), (7, 8), (16, 6)], [True, False, False, True], 14, False, [False, False, False, False], 2597, 'North', (18, 8))
Element 44: (1, (18, 8), ['%', '', '', '%'], [(13, 1), (6, 8), (15, 6)], [True, False, False, True], 12, False, [False, False, False, False], 2606, 'North', (18, 9))
Element 45: (1, (18, 9), ['%', '', '', '%'], [(12, 1), (6, 9), (14, 6)], [True, False, False, True], 10, False, [False, False, False, False], 2615, 'North', (18, 10))
Element 46: (1, (18, 10), ['', '', '%', '%'], [(11, 1), (6, 10), (14, 6)], [False, False, True, True], 8, False, [False, False, False, False], 3614, 'West', (17, 10))
Element 47: (1, (17, 10), ['', '%', '%', ''], [(11, 2), (7, 10), (15, 6)], [False, True, True, False], 6, False, [False, False, False, False], 3623, 'West', (16, 10))
Element 48: (1, (16, 10), ['', '%', '%', ''], [(12, 2), (8, 10), (16, 6)], [False, True, True, False], 4, False, [False, False, False, False], 3632, 'West', (15, 10))
Element 49: (1, (15, 10), ['%', '', '%', ''], [(11, 2), (9, 10), (17, 6)], [True, False, True, False], 2, False, [False, False, False, False], 3631, 'South', (15, 9))
Element 50: (1, (15, 9), ['%', '', '', '%'], [(11, 2), (10, 10), (18, 6)], [True, False, False, True], 0, False, [False, False, False, False], 3630, 'Stop', (15, 9))
Element 51: #0#
