Element 1: (2, (13, 4), ['.', '.', '.', '.'], [(1, 9), (3, 6), (16, 10)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (14, 4))
Element 2: (2, (14, 4), ['', '%', '%', '.'], [(1, 10), (4, 6), (17, 10)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (15, 4))
Element 3: (2, (15, 4), ['', '.', '%', '.'], [(2, 10), (5, 6), (18, 10)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (16, 4))
Element 4: (2, (16, 4), ['', '%', '.', '.'], [(3, 10), (6, 6), (18, 9)], [False, True, False, False], 92, False, [False, False, True, True], 136, 'East', (17, 4))
Element 5: (2, (17, 4), ['', '%', '%', '%'], [(4, 10), (6, 7), (18, 8)], [False, True, True, True], 90, False, [False, False, False, False], 175, 'West', (16, 4))
Element 6: (2, (16, 4), ['', '%', '.', ''], [(4, 9), (6, 8), (18, 7)], [False, True, False, False], 88, False, [False, False, True, False], 204, 'North', (16, 5))
Element 7: (2, (16, 5), ['%', '', '.', '%'], [(4, 8), (7, 8), (18, 6)], [True, False, False, True], 86, False, [False, False, True, False], 243, 'North', (16, 6))
Element 8: (2, (16, 6), ['.', '', '.', '.'], [(5, 8), (8, 8), (18, 5)], [False, False, False, False], 84, False, [True, False, True, True], 282, 'East', (17, 6))
Element 9: (2, (17, 6), ['', '%', '%', 'G'], [(6, 8), (9, 8), (18, 6)], [False, True, True, False], 82, False, [False, False, False, False], 301, 'West', (16, 6))
Element 10: (2, (16, 6), ['.', '', '.', 'G'], [(6, 9), (10, 8), (17, 6)], [False, False, False, False], 80, False, [True, False, True, False], 320, 'North', (16, 7))
Element 11: (2, (16, 7), ['%', 'G', '.', '%'], [(6, 10), (11, 8), (16, 6)], [True, False, False, True], 78, False, [False, False, True, False], 349, 'North', (16, 8))
Element 12: (2, (16, 8), ['.', '', '%', '%'], [(7, 10), (12, 8), (15, 6)], [False, False, True, True], 76, False, [True, False, False, False], 388, 'West', (15, 8))
Element 13: (2, (15, 8), ['.', '%', '.', ''], [(8, 10), (13, 8), (14, 6)], [False, True, False, False], 74, False, [True, False, True, False], 427, 'North', (15, 9))
Element 14: (2, (15, 9), ['%', '', '.', '%'], [(9, 10), (14, 8), (13, 6)], [True, False, False, True], 72, False, [False, False, True, False], 466, 'North', (15, 10))
Element 15: (2, (15, 10), ['%', '', '%', ''], [(10, 10), (15, 8), (13, 7)], [True, False, True, False], 70, False, [False, False, False, False], 495, 'East', (16, 10))
Element 16: (2, (16, 10), ['', '%', '%', ''], [(11, 10), (16, 8), (13, 8)], [False, True, True, False], 68, False, [False, False, False, False], 1494, 'East', (17, 10))
Element 17: (2, (17, 10), ['', '%', '%', ''], [(12, 10), (16, 7), (13, 9)], [False, True, True, False], 66, False, [False, False, False, False], 2503, 'East', (18, 10))
Element 18: (2, (18, 10), ['', '', '%', '%'], [(11, 10), (16, 6), (13, 10)], [False, False, True, True], 64, False, [False, False, False, False], 2512, 'South', (18, 9))
Element 19: (2, (18, 9), ['%', '', '', '%'], [(10, 10), (17, 6), (12, 10)], [True, False, False, True], 62, False, [False, False, False, False], 2511, 'South', (18, 8))
Element 20: (2, (18, 8), ['%', '', '', '%'], [(9, 10), (18, 6), (11, 10)], [True, False, False, True], 60, False, [False, False, False, False], 2510, 'South', (18, 7))
Element 21: (2, (18, 7), ['%', '', '', '%'], [(8, 10), (18, 5), (10, 10)], [True, False, False, True], 58, False, [False, False, False, False], 2509, 'South', (18, 6))
Element 22: (2, (18, 6), ['', 'G', '', '%'], [(7, 10), (18, 5), (9, 10)], [False, False, False, True], 56, False, [False, False, False, False], 2508, 'North', (18, 7))
Element 23: (2, (18, 7), ['%', 'G', '', '%'], [(6, 10), (18, 6), (8, 10)], [True, False, False, True], 54, False, [False, False, False, False], 2507, 'North', (18, 8))
Element 24: (2, (18, 8), ['%', '', '', '%'], [(6, 9), (17, 6), (7, 10)], [True, False, False, True], 52, False, [False, False, False, False], 2506, 'North', (18, 9))
Element 25: (2, (18, 9), ['%', '', '', '%'], [(6, 8), (17, 6), (6, 10)], [True, False, False, True], 50, False, [False, False, False, False], 2505, 'North', (18, 10))
Element 26: (2, (18, 10), ['', '', '%', '%'], [(7, 8), (16, 6), (6, 9)], [False, False, True, True], 48, False, [False, False, False, False], 2504, 'West', (17, 10))
Element 27: (2, (17, 10), ['', '%', '%', ''], [(8, 8), (15, 6), (6, 8)], [False, True, True, False], 46, False, [False, False, False, False], 2503, 'West', (16, 10))
Element 28: (2, (16, 10), ['', '%', '%', ''], [(9, 8), (14, 6), (7, 8)], [False, True, True, False], 44, False, [False, False, False, False], 2502, 'West', (15, 10))
Element 29: (2, (15, 10), ['%', '', '%', ''], [(10, 8), (13, 6), (8, 8)], [True, False, True, False], 42, False, [False, False, False, False], 2501, 'South', (15, 9))
Element 30: (2, (15, 9), ['%', '', '', '%'], [(11, 8), (13, 5), (9, 8)], [True, False, False, True], 40, False, [False, False, False, False], 2510, 'South', (15, 8))
Element 31: (2, (15, 8), ['', '%', '', ''], [(12, 8), (13, 4), (10, 8)], [False, True, False, False], 38, False, [False, False, False, False], 2509, 'West', (14, 8))
Element 32: (2, (14, 8), ['G', '%', '%', ''], [(13, 8), (13, 3), (11, 8)], [False, True, True, False], 36, False, [False, False, False, False], 2518, 'East', (15, 8))
Element 33: (2, (15, 8), ['G', '%', '', ''], [(14, 8), (13, 2), (12, 8)], [False, True, False, False], 34, False, [False, False, False, False], 2527, 'East', (16, 8))
Element 34: (2, (16, 8), ['G', '', '%', '%'], [(15, 8), (13, 1), (11, 8)], [False, False, True, True], 32, False, [False, False, False, False], 2536, 'South', (16, 7))
Element 35: (2, (16, 7), ['%', '', 'G', '%'], [(16, 8), (12, 1), (10, 8)], [True, False, False, True], 30, False, [False, False, False, False], 2545, 'South', (16, 6))
Element 36: (2, (16, 6), ['', '', 'G', ''], [(16, 7), (11, 1), (10, 7)], [False, False, False, False], 28, False, [False, False, False, False], 3544, 'West', (15, 6))
Element 37: (2, (15, 6), ['', '%', '%', 'G'], [(16, 6), (11, 2), (10, 6)], [False, True, True, False], 26, False, [False, False, False, False], 3553, 'West', (14, 6))
Element 38: (2, (14, 6), ['', '%', '%', ''], [(17, 6), (12, 2), (11, 6)], [False, True, True, False], 24, False, [False, False, False, False], 3572, 'West', (13, 6))
Element 39: (2, (13, 6), ['%', '', '', ''], [(18, 6), (11, 2), (10, 6)], [True, False, False, False], 22, False, [False, False, False, False], 3571, 'North', (13, 7))
Element 40: (2, (13, 7), ['%', '', '', '%'], [(18, 7), (10, 2), (9, 6)], [True, False, False, True], 20, False, [False, False, False, False], 3580, 'North', (13, 8))
Element 41: (2, (13, 8), ['', '', '', ''], [(18, 8), (10, 1), (8, 6)], [False, False, False, False], 18, False, [False, False, False, False], 3599, 'North', (13, 9))
Element 42: (2, (13, 9), ['%', '', '', '%'], [(18, 9), (9, 1), (9, 6)], [True, False, False, True], 16, False, [False, False, False, False], 3608, 'North', (13, 10))
Element 43: (2, (13, 10), ['', '', '%', '%'], [(18, 10), (9, 2), (9, 7)], [False, False, True, True], 14, False, [False, False, False, False], 3617, 'West', (12, 10))
Element 44: (2, (12, 10), ['', '%', '%', ''], [(17, 10), (8, 2), (9, 6)], [False, True, True, False], 12, False, [False, False, False, False], 3626, 'West', (11, 10))
Element 45: (2, (11, 10), ['', '%', '%', ''], [(16, 10), (8, 1), (10, 6)], [False, True, True, False], 10, False, [False, False, False, False], 3635, 'West', (10, 10))
Element 46: (2, (10, 10), ['', '%', '%', ''], [(15, 10), (7, 1), (10, 7)], [False, True, True, False], 8, False, [False, False, False, False], 3644, 'West', (9, 10))
Element 47: (2, (9, 10), ['', '%', '%', ''], [(15, 9), (7, 2), (9, 7)], [False, True, True, False], 6, False, [False, False, False, False], 3653, 'West', (8, 10))
Element 48: (2, (8, 10), ['', '%', '%', ''], [(15, 10), (6, 2), (10, 7)], [False, True, True, False], 4, False, [False, False, False, False], 3662, 'West', (7, 10))
Element 49: (2, (7, 10), ['', '%', '%', ''], [(16, 10), (6, 3), (10, 8)], [False, True, True, False], 2, False, [False, False, False, False], 3671, 'West', (6, 10))
Element 50: (2, (6, 10), ['%', '', '%', ''], [(16, 10), (6, 3), (9, 8)], [True, False, True, False], 0, False, [False, False, False, False], 3670, 'Stop', (6, 10))
Element 51: #0#
