Element 1: (3, (16, 8), ['.', '.', '%', '%'], [(6, 6), (3, 10), (13, 2)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (16, 7))
Element 2: (3, (16, 7), ['%', '.', '', '%'], [(6, 7), (4, 10), (13, 3)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (16, 6))
Element 3: (3, (16, 6), ['.', '.', '', '.'], [(6, 8), (4, 9), (13, 4)], [False, False, False, False], 94, False, [True, True, False, True], 107, 'East', (17, 6))
Element 4: (3, (17, 6), ['', '%', '%', '.'], [(7, 8), (4, 8), (14, 4)], [False, True, True, False], 92, False, [False, False, False, True], 146, 'East', (18, 6))
Element 5: (3, (18, 6), ['', '.', '.', '%'], [(8, 8), (5, 8), (15, 4)], [False, False, False, True], 90, False, [False, True, True, False], 185, 'North', (18, 7))
Element 6: (3, (18, 7), ['%', '', '.', '%'], [(9, 8), (6, 8), (16, 4)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (18, 8))
Element 7: (3, (18, 8), ['%', '', '.', '%'], [(10, 8), (6, 9), (17, 4)], [True, False, False, True], 86, False, [False, False, True, False], 253, 'North', (18, 9))
Element 8: (3, (18, 9), ['%', '', '.', '%'], [(11, 8), (6, 10), (16, 4)], [True, False, False, True], 84, False, [False, False, True, False], 282, 'North', (18, 10))
Element 9: (3, (18, 10), ['.', '', '%', '%'], [(12, 8), (7, 10), (16, 5)], [False, False, True, True], 82, False, [True, False, False, False], 321, 'West', (17, 10))
Element 10: (3, (17, 10), ['.', '%', '%', ''], [(13, 8), (8, 10), (16, 6)], [False, True, True, False], 80, False, [True, False, False, False], 350, 'West', (16, 10))
Element 11: (3, (16, 10), ['.', '%', '%', ''], [(14, 8), (9, 10), (15, 6)], [False, True, True, False], 78, False, [True, False, False, False], 389, 'West', (15, 10))
Element 12: (3, (15, 10), ['%', '.', '%', ''], [(15, 8), (10, 10), (14, 6)], [True, False, True, False], 76, False, [False, True, False, False], 428, 'South', (15, 9))
Element 13: (3, (15, 9), ['%', '', '', '%'], [(16, 8), (11, 10), (13, 6)], [True, False, False, True], 74, False, [False, False, False, False], 1447, 'South', (15, 8))
Element 14: (3, (15, 8), ['', '%', '', ''], [(16, 7), (12, 10), (13, 7)], [False, True, False, False], 72, False, [False, False, False, False], 2456, 'West', (14, 8))
Element 15: (3, (14, 8), ['G', '%', '%', ''], [(16, 6), (13, 10), (13, 8)], [False, True, True, False], 70, False, [False, False, False, False], 2465, 'East', (15, 8))
Element 16: (3, (15, 8), ['G', '%', '', ''], [(17, 6), (13, 9), (14, 8)], [False, True, False, False], 68, False, [False, False, False, False], 2474, 'North', (15, 9))
