Element 1: (0, (4, 2), ['.', '.', '.', '%'], [(6, 6), (7, 8), (17, 6)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (4, 3))
Element 2: (0, (4, 3), ['%', '', '.', '%'], [(6, 7), (8, 8), (18, 6)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (4, 4))
Element 3: (0, (4, 4), ['.', '', '%', '.'], [(6, 8), (9, 8), (18, 7)], [False, False, True, False], 94, False, [True, False, False, True], 78, 'East', (5, 4))
Element 4: (0, (5, 4), ['', '%', '%', '.'], [(6, 9), (10, 8), (18, 8)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (6, 4))
Element 5: (0, (6, 4), ['', '.', '.', '.'], [(6, 10), (11, 8), (18, 9)], [False, False, False, False], 90, False, [False, True, True, True], 156, 'East', (7, 4))
Element 6: (0, (7, 4), ['', '%', 'F', ''], [(7, 10), (12, 8), (18, 10)], [False, True, False, False], 88, False, [False, False, False, False], 195, 'North', (7, 5))
Element 7: (0, (7, 5), ['.', '', '%', '%'], [(8, 10), (13, 8), (17, 10)], [False, False, True, True], 86, False, [True, False, False, False], 1224, 'West', (6, 5))
Element 8: (0, (6, 5), ['%', '', '', ''], [(9, 10), (14, 8), (16, 10)], [True, False, False, False], 84, False, [False, False, False, False], 1263, 'North', (6, 6))
Element 9: (0, (6, 6), ['.', '', '', '%'], [(10, 10), (15, 8), (15, 10)], [False, False, False, True], 82, False, [True, False, False, False], 1292, 'West', (5, 6))
Element 10: (0, (5, 6), ['.', '%', '%', ''], [(11, 10), (16, 8), (15, 9)], [False, True, True, False], 80, False, [True, False, False, False], 2321, 'West', (4, 6))
Element 11: (0, (4, 6), ['.', '%', '%', ''], [(12, 10), (16, 7), (15, 8)], [False, True, True, False], 78, False, [True, False, False, False], 3340, 'West', (3, 6))
Element 12: (0, (3, 6), ['.', '.', '.', ''], [(13, 10), (16, 6), (16, 8)], [False, False, False, False], 76, False, [True, True, True, False], 3369, 'North', (3, 7))
Element 13: (0, (3, 7), ['%', '', '.', '%'], [(13, 9), (16, 5), (16, 7)], [True, False, False, True], 74, False, [False, False, True, False], 3398, 'North', (3, 8))
Element 14: (0, (3, 8), ['%', '', '%', '.'], [(13, 8), (16, 4), (16, 6)], [True, False, True, False], 72, False, [False, False, False, True], 3417, 'East', (4, 8))
Element 15: (0, (4, 8), ['', '%', '.', '.'], [(13, 7), (17, 4), (15, 6)], [False, True, False, False], 70, False, [False, False, True, True], 3456, 'East', (5, 8))
Element 16: (0, (5, 8), ['', '%', '%', ''], [(13, 6), (16, 4), (14, 6)], [False, True, True, False], 68, False, [False, False, False, False], 3485, 'East', (6, 8))
Element 17: (0, (6, 8), ['', '', '', ''], [(13, 5), (15, 4), (13, 6)], [False, False, False, False], 66, False, [False, False, False, False], 3504, 'East', (7, 8))
Element 18: (0, (7, 8), ['', '%', '%', ''], [(13, 4), (15, 3), (13, 7)], [False, True, True, False], 64, False, [False, False, False, False], 3523, 'East', (8, 8))
Element 19: (0, (8, 8), ['', '%', '%', ''], [(14, 4), (15, 2), (13, 8)], [False, True, True, False], 62, False, [False, False, False, False], 3542, 'East', (9, 8))
Element 20: (0, (9, 8), ['', '', '%', ''], [(15, 4), (16, 2), (14, 8)], [False, False, True, False], 60, False, [False, False, False, False], 3551, 'East', (10, 8))
Element 21: (0, (10, 8), ['', '', '%', ''], [(16, 4), (17, 2), (13, 8)], [False, False, True, False], 58, False, [False, False, False, False], 3560, 'East', (11, 8))
Element 22: (0, (11, 8), ['', '%', '%', ''], [(17, 4), (17, 1), (13, 9)], [False, True, True, False], 56, False, [False, False, False, False], 3569, 'East', (12, 8))
Element 23: (0, (12, 8), ['', '%', '%', ''], [(16, 4), (18, 1), (13, 10)], [False, True, True, False], 54, False, [False, False, False, False], 3578, 'East', (13, 8))
Element 24: (0, (13, 8), ['', '', '', ''], [(16, 5), (18, 2), (12, 10)], [False, False, False, False], 52, False, [False, False, False, False], 3577, 'East', (14, 8))
Element 25: (0, (14, 8), ['', '%', '%', ''], [(16, 6), (18, 3), (11, 10)], [False, True, True, False], 50, False, [False, False, False, False], 3586, 'East', (15, 8))
Element 26: (0, (15, 8), ['', '%', '', ''], [(17, 6), (18, 2), (10, 10)], [False, True, False, False], 48, False, [False, False, False, False], 3585, 'East', (16, 8))
Element 27: (0, (16, 8), ['', '', '%', '%'], [(18, 6), (18, 1), (9, 10)], [False, False, True, True], 46, False, [False, False, False, False], 3584, 'South', (16, 7))
Element 28: (0, (16, 7), ['%', '', '', '%'], [(18, 5), (17, 1), (8, 10)], [True, False, False, True], 44, False, [False, False, False, False], 3593, 'South', (16, 6))
Element 29: (0, (16, 6), ['', '', '', ''], [(18, 6), (16, 1), (7, 10)], [False, False, False, False], 42, False, [False, False, False, False], 3602, 'East', (17, 6))
Element 30: (0, (17, 6), ['', '%', '%', ''], [(18, 7), (15, 1), (6, 10)], [False, True, True, False], 40, False, [False, False, False, False], 3611, 'East', (18, 6))
Element 31: (0, (18, 6), ['', '', '', '%'], [(18, 8), (16, 1), (6, 9)], [False, False, False, True], 38, False, [False, False, False, False], 3610, 'North', (18, 7))
Element 32: (0, (18, 7), ['%', '', '', '%'], [(18, 9), (17, 1), (6, 8)], [True, False, False, True], 36, False, [False, False, False, False], 3609, 'North', (18, 8))
Element 33: (0, (18, 8), ['%', '', '', '%'], [(18, 10), (17, 2), (7, 8)], [True, False, False, True], 34, False, [False, False, False, False], 3608, 'North', (18, 9))
Element 34: (0, (18, 9), ['%', '', '', '%'], [(17, 10), (18, 2), (8, 8)], [True, False, False, True], 32, False, [False, False, False, False], 3607, 'North', (18, 10))
Element 35: (0, (18, 10), ['', '', '%', '%'], [(16, 10), (17, 2), (9, 8)], [False, False, True, True], 30, False, [False, False, False, False], 3606, 'West', (17, 10))
Element 36: (0, (17, 10), ['', '%', '%', ''], [(15, 10), (16, 2), (10, 8)], [False, True, True, False], 28, False, [False, False, False, False], 3605, 'West', (16, 10))
Element 37: (0, (16, 10), ['', '%', '%', ''], [(15, 9), (16, 1), (11, 8)], [False, True, True, False], 26, False, [False, False, False, False], 3604, 'West', (15, 10))
Element 38: (0, (15, 10), ['%', '', '%', ''], [(15, 8), (16, 2), (12, 8)], [True, False, True, False], 24, False, [False, False, False, False], 3603, 'South', (15, 9))
Element 39: (0, (15, 9), ['%', '', '', '%'], [(16, 8), (15, 2), (11, 8)], [True, False, False, True], 22, False, [False, False, False, False], 3602, 'North', (15, 10))
Element 40: (0, (15, 10), ['%', '', '%', ''], [(16, 7), (15, 1), (10, 8)], [True, False, True, False], 20, False, [False, False, False, False], 3601, 'East', (16, 10))
Element 41: (0, (16, 10), ['', '%', '%', ''], [(16, 8), (15, 2), (10, 7)], [False, True, True, False], 18, False, [False, False, False, False], 3600, 'East', (17, 10))
Element 42: (0, (17, 10), ['', '%', '%', ''], [(15, 8), (15, 3), (10, 6)], [False, True, True, False], 16, False, [False, False, False, False], 3599, 'East', (18, 10))
Element 43: (0, (18, 10), ['', '', '%', '%'], [(14, 8), (15, 4), (11, 6)], [False, False, True, True], 14, False, [False, False, False, False], 3608, 'South', (18, 9))
Element 44: (0, (18, 9), ['%', '', '', '%'], [(15, 8), (14, 4), (10, 6)], [True, False, False, True], 12, False, [False, False, False, False], 3607, 'South', (18, 8))
