Element 1: (2, (3, 2), ['.', '.', '%', '.'], [(9, 2), (1, 8), (7, 8)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (4, 2))
Element 2: (2, (4, 2), ['', '.', '.', '%'], [(10, 2), (1, 9), (8, 8)], [False, False, False, True], 96, False, [False, True, True, False], 58, 'North', (4, 3))
Element 3: (2, (4, 3), ['%', '', '.', '%'], [(11, 2), (1, 10), (9, 8)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (4, 4))
Element 4: (2, (4, 4), ['.', '', '%', '.'], [(11, 1), (2, 10), (10, 8)], [False, False, True, False], 92, False, [True, False, False, True], 1126, 'East', (5, 4))
Element 5: (2, (5, 4), ['', '%', '%', '.'], [(12, 1), (3, 10), (11, 8)], [False, True, True, False], 90, False, [False, False, False, True], 1165, 'East', (6, 4))
Element 6: (2, (6, 4), ['', '.', '.', '.'], [(13, 1), (4, 10), (12, 8)], [False, False, False, False], 88, False, [False, True, True, True], 1204, 'East', (7, 4))
Element 7: (2, (7, 4), ['', '%', 'F', ''], [(13, 2), (4, 9), (13, 8)], [False, True, False, False], 86, False, [False, False, False, False], 1243, 'North', (7, 5))
Element 8: (2, (7, 5), ['.', '', '%', '%'], [(13, 3), (4, 8), (14, 8)], [False, False, True, True], 84, False, [True, False, False, False], 2272, 'West', (6, 5))
Element 9: (2, (6, 5), ['%', '', '.', ''], [(13, 4), (5, 8), (15, 8)], [True, False, False, False], 82, False, [False, False, True, False], 2311, 'North', (6, 6))
Element 10: (2, (6, 6), ['.', '', '.', '%'], [(14, 4), (6, 8), (16, 8)], [False, False, False, True], 80, False, [True, False, True, False], 2350, 'North', (6, 7))
Element 11: (2, (6, 7), ['%', '', '', '%'], [(15, 4), (6, 9), (16, 7)], [True, False, False, True], 78, False, [False, False, False, False], 2389, 'North', (6, 8))
Element 12: (2, (6, 8), ['', '', '', ''], [(16, 4), (6, 10), (16, 6)], [False, False, False, False], 76, False, [False, False, False, False], 2418, 'East', (7, 8))
Element 13: (2, (7, 8), ['', '%', '%', ''], [(17, 4), (7, 10), (17, 6)], [False, True, True, False], 74, False, [False, False, False, False], 2447, 'East', (8, 8))
Element 14: (2, (8, 8), ['', '%', '%', ''], [(16, 4), (8, 10), (18, 6)], [False, True, True, False], 72, False, [False, False, False, False], 2466, 'East', (9, 8))
Element 15: (2, (9, 8), ['', '', '%', ''], [(16, 5), (9, 10), (18, 7)], [False, False, True, False], 70, False, [False, False, False, False], 2495, 'East', (10, 8))
Element 16: (2, (10, 8), ['', '', '%', ''], [(16, 6), (10, 10), (18, 8)], [False, False, True, False], 68, False, [False, False, False, False], 2514, 'East', (11, 8))
Element 17: (2, (11, 8), ['', '%', '%', ''], [(15, 6), (11, 10), (18, 9)], [False, True, True, False], 66, False, [False, False, False, False], 3533, 'East', (12, 8))
Element 18: #1#
